Tarih;Ay;Ana Depo;Depo;Kontak Tipi;GLN;Kontak Adı;Kontak Brick;Ürün;Kategori;Form;Satış Adet;Satış MF;Toplam Satış
14.07.2026;202607;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;Eczane;8680001747115;PEKER ECZANESİ;AMASYA MERKEZ -1;ACİDPASS;ASLAN;Acidpass 10/800/165 mg 12 Çiğneme Tablet;10;1;11
14.07.2026;202607;ALLIANCE HEALTHCARE;AH SAMSUN;Eczane;8680001148363;PINAR ECZANESİ;CORUM MERKEZ -2;FAMTREC;ASLAN;Famtrec 800/26,6mg 14 Film Kaplı Tablet;5;1;6
14.07.2026;202607;NEVZAT ECZA DEPOSU;NEVZAT ERZURUM;Eczane;8680001235896;PINAR ECZANESİ;ERZINCAN MERKEZ;FAMTREC;ASLAN;Famtrec 800/26,6mg 14 Film Kaplı Tablet;2;0;2
14.07.2026;202607;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;Eczane;8680001466955;PİAZZA ECZANESİ;SAMSUN CANIK;PANOCER;ASLAN;Panocer 40 mg 28 Enterik Kaplı Tablet;10;3;13
14.07.2026;202607;ALLIANCE HEALTHCARE;AH TRABZON;Eczane;8680001172009;SAĞLIK ECZANESİ;GUMUSHANE;ACİDPASS;ASLAN;Acidpass 10/800/165 mg 12 Çiğneme Tablet;20;3;23
14.07.2026;202607;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;Eczane;8680001734429;SAĞLIK ECZANESİ;TRABZON DOGU ILCELER -1;ACİDPASS;ASLAN;Acidpass 10/800/165 mg 12 Çiğneme Tablet;2;0;2
14.07.2026;202607;NEVZAT ECZA DEPOSU;NEVZAT TRABZON;Eczane;8680001188420;SAĞLIK ECZANESİ;ORDU MERKEZ -2;GRİPORT COLD;ASLAN;Griport Cold 20 Film Kaplı Tablet;3;0;3
14.07.2026;202607;ALLIANCE HEALTHCARE;AH SAMSUN;Eczane;8680001658411;SAĞLIK ECZANESİ;SAMSUN DOGU ILCELER;PANOCER;ASLAN;Panocer 40 mg 28 Enterik Kaplı Tablet;2;0;2
14.07.2026;202607;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;Eczane;8680001497423;SAHİL ECZANESİ;RIZE MERKEZ;GRİPORT COLD;ASLAN;Griport Cold 20 Film Kaplı Tablet;2;0;2
14.07.2026;202607;ALLIANCE HEALTHCARE;AH SAMSUN;Eczane;8680001120895;SARAÇOĞLU ECZANESİ;AMASYA MERKEZ -2;PANOCER;ASLAN;Panocer 40 mg 28 Enterik Kaplı Tablet;10;3;13
14.07.2026;202607;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;Eczane;8680001551507;SEDA ECZANESİ;CORUM MERKEZ -2;FAMTREC;ASLAN;Famtrec 800/26,6mg 14 Film Kaplı Tablet;5;1;6
14.07.2026;202607;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;Eczane;8680001110087;SEDEF ECZANESİ;SAMSUN ILKADIM - 2;ACİDPASS;ASLAN;Acidpass 10/800/165 mg 12 Çiğneme Tablet;50;15;65
14.07.2026;202607;ALLIANCE HEALTHCARE;AH ORDU;Eczane;8680001507610;SELİN ECZANESİ;GIRESUN DOGU ILCELER -2;ACİDPASS;ASLAN;Acidpass 10/800/165 mg 12 Çiğneme Tablet;150;60;210
14.07.2026;202607;NEVZAT ECZA DEPOSU;NEVZAT SAMSUN;Eczane;8680001450398;SERKAN ECZANESİ;AMASYA ILCELER;ACİDPASS;ASLAN;Acidpass 10/800/165 mg 12 Çiğneme Tablet;2;0;2
14.07.2026;202607;NEVZAT ECZA DEPOSU;NEVZAT SAMSUN;Eczane;8680001156764;SEVDA ECZANESİ;CORUM MERKEZ -2;ACİDPASS;ASLAN;Acidpass 10/800/165 mg 12 Çiğneme Tablet;20;3;23
14.07.2026;202607;ALLIANCE HEALTHCARE;AH SAMSUN;Eczane;8680001132430;SEVEN ECZANESİ;SAMSUN DOGU ILCELER - 2;PANOCER;ASLAN;Panocer 40 mg 28 Enterik Kaplı Tablet;3;0;3
14.07.2026;202607;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;Eczane;8680001155835;SIHHAT ECZANESİ;SIVAS MERKEZ -2;PANOCER;ASLAN;Panocer 40 mg 28 Enterik Kaplı Tablet;50;25;75
14.07.2026;202607;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;Eczane;8680001738359;SILA ECZANESİ;ORDU MERKEZ -3;MOKSEFEN;ASLAN;Moksefen 400 mg 7 Film Tablet;1;0;1
14.07.2026;202607;ALLIANCE HEALTHCARE;AH SAMSUN;Eczane;8680001339549;SİTE ECZANESİ;SAMSUN RASATHANE;PANOCER;ASLAN;Panocer 40 mg 28 Enterik Kaplı Tablet;165;135;300
14.07.2026;202607;ALLIANCE HEALTHCARE;AH SAMSUN;Eczane;8680001128716;SOSYAL MESKENLER ECZANESİ;SAMSUN ADALET;PANOCER;ASLAN;Panocer 40 mg 28 Enterik Kaplı Tablet;10;3;13
14.07.2026;202607;ALLIANCE HEALTHCARE;AH SAMSUN;Eczane;8680001118144;SÖĞÜTLÜ ECZANESİ;SAMSUN TERME;MOKSEFEN;ASLAN;Moksefen 400 mg 7 Film Tablet;5;1;6
14.07.2026;202607;ALLIANCE HEALTHCARE;AH SAMSUN;Eczane;8680001115860;STAD ECZANESİ;SAMSUN DOGU ILCELER - 2;MOKSEFEN;ASLAN;Moksefen 400 mg 7 Film Tablet;20;10;30
14.07.2026;202607;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;Eczane;8680001902446;ŞAHİN ECZANESİ;SINOP GUNEY ILCELER;ACİDPASS;ASLAN;Acidpass 10/800/165 mg 12 Çiğneme Tablet;3;0;3
14.07.2026;202607;ALLIANCE HEALTHCARE;AH ORDU;Eczane;8680001202294;ŞAHİN ECZANESİ;ORDU DOGU ILCELER;PANOCER;ASLAN;Panocer 40 mg 28 Enterik Kaplı Tablet;3;0;3
14.07.2026;202607;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;Eczane;8680001902446;ŞAHİN ECZANESİ;SINOP GUNEY ILCELER;PANOCER;ASLAN;Panocer 40 mg 28 Enterik Kaplı Tablet;10;3;13
14.07.2026;202607;ALLIANCE HEALTHCARE;AH ERZURUM;Eczane;8680001811915;ŞİFA ECZANESİ;AGRI DIYADIN+D.BEYAZIT;ACİDPASS;ASLAN;Acidpass 10/800/165 mg 12 Çiğneme Tablet;3;0;3
14.07.2026;202607;ALLIANCE HEALTHCARE;AH ERZURUM;Eczane;8680001726370;ŞİFA ECZANESİ;BITLIS MERKEZ+CEVRE;MOKSEFEN;ASLAN;Moksefen 400 mg 7 Film Tablet;20;10;30
14.07.2026;202607;NEVZAT ECZA DEPOSU;NEVZAT ERZURUM;Eczane;8680001747986;ŞİFA ECZANESİ;ERZINCAN MERKEZ;MOKSEFEN;ASLAN;Moksefen 400 mg 7 Film Tablet;5;1;6
14.07.2026;202607;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;Eczane;8680001671502;ŞİFA ECZANESİ;TRABZON K.BASI+SURMENE;PANOCER;ASLAN;Panocer 40 mg 28 Enterik Kaplı Tablet;10;3;13
14.07.2026;202607;NEVZAT ECZA DEPOSU;NEVZAT ERZURUM;Eczane;8680001687886;TANRIKULU ECZANESİ;BAYBURT;ACİDPASS;ASLAN;Acidpass 10/800/165 mg 12 Çiğneme Tablet;10;1;11
14.07.2026;202607;ALLIANCE HEALTHCARE;AH ERZURUM;Eczane;8680001452071;UÇAR ECZANESİ;VAN MERKEZ -2;ACİDPASS;ASLAN;Acidpass 10/800/165 mg 12 Çiğneme Tablet;2;0;2
14.07.2026;202607;ALLIANCE HEALTHCARE;AH ERZURUM;Eczane;8680001452071;UÇAR ECZANESİ;VAN MERKEZ -2;PANOCER;ASLAN;Panocer 40 mg 28 Enterik Kaplı Tablet;10;3;13
14.07.2026;202607;ALLIANCE HEALTHCARE;AH TRABZON;Eczane;8680001654994;ULU ECZANESİ;TRABZON DOGU ILCELER -1;PANOCER;ASLAN;Panocer 40 mg 28 Enterik Kaplı Tablet;10;3;13
14.07.2026;202607;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;Eczane;8680001105557;UMUT ECZANESİ;SAMSUN ATAKUM;PANOCER;ASLAN;Panocer 40 mg 28 Enterik Kaplı Tablet;10;3;13
14.07.2026;202607;NEVZAT ECZA DEPOSU;NEVZAT SAMSUN;Eczane;8680001144105;UNKAPANI ECZANESİ;SAMSUN ADALET;ACİDPASS;ASLAN;Acidpass 10/800/165 mg 12 Çiğneme Tablet;4;0;4
14.07.2026;202607;ALLIANCE HEALTHCARE;AH SAMSUN;Eczane;8680001504145;UTKU ECZANESİ;SAMSUN DOGU ILCELER - 2;GRİPORT COLD;ASLAN;Griport Cold 20 Film Kaplı Tablet;1;0;1
14.07.2026;202607;ALLIANCE HEALTHCARE;AH ERZURUM;Eczane;8680001627813;UZUNOĞLU ECZANESİ;ERZURUM KUZEY ILCELER;ACİDPASS;ASLAN;Acidpass 10/800/165 mg 12 Çiğneme Tablet;5;0;5
14.07.2026;202607;ALLIANCE HEALTHCARE;AH ERZURUM;Eczane;8680001627813;UZUNOĞLU ECZANESİ;ERZURUM KUZEY ILCELER;ACİDPASS;ASLAN;Acidpass 10/800/165 mg 12 Çiğneme Tablet;5;0;5
14.07.2026;202607;ALLIANCE HEALTHCARE;AH ORDU;Eczane;8680001391424;ÜÇTEPE ECZANESİ;GIRESUN DOGU ILCELER -1;PANOCER;ASLAN;Panocer 40 mg 28 Enterik Kaplı Tablet;165;135;300
14.07.2026;202607;NEVZAT ECZA DEPOSU;NEVZAT SAMSUN;Eczane;8680001153916;ÜNALDI ECZANESİ;CORUM MERKEZ -1;ACİDPASS;ASLAN;Acidpass 10/800/165 mg 12 Çiğneme Tablet;20;3;23
14.07.2026;202607;ALLIANCE HEALTHCARE;AH TRABZON;Eczane;8680001634972;VEFA ECZANESİ;RIZE BATI ILCELER;ACİDPASS;ASLAN;Acidpass 10/800/165 mg 6 Çiğneme Tablet;10;1;11
14.07.2026;202607;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;Eczane;8680001163250;VERESELİ HAYAT ECZANESİ;GIRESUN BULANCAK+PIRAZIZ;ACİDPASS;ASLAN;Acidpass 10/800/165 mg 12 Çiğneme Tablet;10;1;11
14.07.2026;202607;ALLIANCE HEALTHCARE;AH ERZURUM;Eczane;8680001377756;VURAL ECZANESİ;ERZURUM MERKEZ -3;PANOCER;ASLAN;Panocer 40 mg 14 Enterik Kaplı Tablet;10;3;13
14.07.2026;202607;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;Eczane;8680001233953;YAMANER ECZANESİ;ORDU UNYE;PANOCER;ASLAN;Panocer 40 mg 28 Enterik Kaplı Tablet;1;0;1
14.07.2026;202607;ALLIANCE HEALTHCARE;AH SAMSUN;Eczane;8680001715817;YASEMİN ECZANESİ;SINOP MERKEZ;ACİDPASS;ASLAN;Acidpass 10/800/165 mg 12 Çiğneme Tablet;10;1;11
14.07.2026;202607;ALLIANCE HEALTHCARE;AH SAMSUN;Eczane;8680001601882;YAŞAM ECZANESİ;SINOP GUNEY ILCELER;ACİDPASS;ASLAN;Acidpass 10/800/165 mg 12 Çiğneme Tablet;1;0;1
14.07.2026;202607;ALLIANCE HEALTHCARE;AH SAMSUN;Eczane;8680001601882;YAŞAM ECZANESİ;SINOP GUNEY ILCELER;MOKSEFEN;ASLAN;Moksefen 400 mg 7 Film Tablet;10;3;13
14.07.2026;202607;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;Eczane;8680001421909;YAŞAM ECZANESİ;CORUM MERKEZ -2;PANOCER;ASLAN;Panocer 40 mg 28 Enterik Kaplı Tablet;10;3;13
14.07.2026;202607;ALLIANCE HEALTHCARE;AH TRABZON;Eczane;8680001522439;YAŞAM ECZANESİ;GUMUSHANE;PANOCER;ASLAN;Panocer 40 mg 28 Enterik Kaplı Tablet;10;3;13
14.07.2026;202607;ALLIANCE HEALTHCARE;AH SAMSUN;Eczane;8680001137527;YENİ HASTANE ECZANESİ;SAMSUN DOGU ILCELER - 2;PANOCER;ASLAN;Panocer 40 mg 28 Enterik Kaplı Tablet;10;3;13
14.07.2026;202607;ALLIANCE HEALTHCARE;AH SAMSUN;Eczane;8680001839889;YENİ KOLBAKIR ECZANESİ;SAMSUN ILKADIM - 2;ACİDPASS;ASLAN;Acidpass 10/800/165 mg 12 Çiğneme Tablet;1;0;1
14.07.2026;202607;ALLIANCE HEALTHCARE;AH SAMSUN;Eczane;8680001547975;YENİ TEKELİ ECZANESİ;TOKAT TURHAL;MOKSEFEN;ASLAN;Moksefen 400 mg 7 Film Tablet;5;1;6
14.07.2026;202607;ALLIANCE HEALTHCARE;AH TRABZON;Eczane;8680001835850;YILDIRIMHAN ECZANESİ;TRABZON DOGU ILCELER - 2;ACİDPASS;ASLAN;Acidpass 10/800/165 mg 12 Çiğneme Tablet;3;0;3
14.07.2026;202607;ALLIANCE HEALTHCARE;AH TRABZON;Eczane;8680001469703;YOL ECZANESİ;TRABZON MERKEZ -3;ACİDPASS;ASLAN;Acidpass 10/800/165 mg 12 Çiğneme Tablet;2;0;2
14.07.2026;202607;ALLIANCE HEALTHCARE;AH TRABZON;Eczane;8680001832750;YUSUFELİ ECZANESİ;ARTVIN MERKEZ+DOGU+GUNEY;PANOCER;ASLAN;Panocer 40 mg 14 Enterik Kaplı Tablet;2;0;2
14.07.2026;202607;ALLIANCE HEALTHCARE;AH ERZURUM;Eczane;8680001464272;ZÜLFİNAZOĞLU ECZANESİ;VAN MERKEZ -2;PANOCER;ASLAN;Panocer 40 mg 28 Enterik Kaplı Tablet;165;135;300
15.07.2026;202607;ALLIANCE HEALTHCARE;AH ERZURUM;Eczane;8680001503612;AYDIN ECZANESİ;IGDIR;PANOCER;ASLAN;Panocer 40 mg 28 Enterik Kaplı Tablet;10;3;13
15.07.2026;202607;ALLIANCE HEALTHCARE;AH SAMSUN;Eczane;8680001561193;BAHARDALİ ECZANESİ;TOKAT DOGU ILCELER;ACİDPASS;ASLAN;Acidpass 10/800/165 mg 12 Çiğneme Tablet;10;1;11
15.07.2026;202607;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;Eczane;8680001236763;BALCI ECZANESİ;TOKAT ERBAA;PANOCER;ASLAN;Panocer 40 mg 14 Enterik Kaplı Tablet;10;3;13
15.07.2026;202607;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;Eczane;8680001165186;BEKTAŞOĞLU ECZANESİ;GIRESUN MERKEZ -1;PANOCER;ASLAN;Panocer 40 mg 28 Enterik Kaplı Tablet;10;3;13
15.07.2026;202607;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;Eczane;8680001274529;ÇAĞLA ECZANESİ;TRABZON MERKEZ -3;MOKSEFEN;ASLAN;Moksefen 400 mg 7 Film Tablet;5;1;6
15.07.2026;202607;ALLIANCE HEALTHCARE;AH ORDU;Eczane;8680001504343;ÇITLAK ECZANESİ;GIRESUN DOGU ILCELER -1;ACİDPASS;ASLAN;Acidpass 10/800/165 mg 12 Çiğneme Tablet;10;1;11
15.07.2026;202607;ALLIANCE HEALTHCARE;AH ORDU;Eczane;8680001708215;KARAKAS ECZANESİ;ORDU DOGU ILCELER;PANOCER;ASLAN;Panocer 40 mg 28 Enterik Kaplı Tablet;50;25;75
15.07.2026;202607;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;Eczane;8680001679072;NİSAN ECZANESİ;ORDU MERKEZ -3;GRİPORT COLD;ASLAN;Griport Cold 20 Film Kaplı Tablet;2;0;2
15.07.2026;202607;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;Eczane;8680001788767;ONAR ECZANESİ;SAMSUN ADALET;GRİPORT COLD;ASLAN;Griport Cold 20 Film Kaplı Tablet;1;0;1
15.07.2026;202607;NEVZAT ECZA DEPOSU;NEVZAT TRABZON;Eczane;8680001277360;SEÇKİN ECZANESİ;ORDU FATSA;ACİDPASS;ASLAN;Acidpass 10/800/165 mg 6 Çiğneme Tablet;1;0;1
15.07.2026;202607;NEVZAT ECZA DEPOSU;NEVZAT TRABZON;Eczane;8680001277360;SEÇKİN ECZANESİ;ORDU FATSA;MOKSEFEN;ASLAN;Moksefen 400 mg 7 Film Tablet;5;1;6
15.07.2026;202607;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;Eczane;8680001669851;SENA ECZANESİ;TRABZON MERKEZ -1;ACİDPASS;ASLAN;Acidpass 10/800/165 mg 12 Çiğneme Tablet;4;0;4
15.07.2026;202607;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;Eczane;8680001486359;SU ECZANESİ;ORDU GUNEY ILCELER -1;ACİDPASS;ASLAN;Acidpass 10/800/165 mg 12 Çiğneme Tablet;10;1;11
15.07.2026;202607;ALLIANCE HEALTHCARE;AH TRABZON;Eczane;8680001236138;ŞİFA ECZANESİ;TRABZON DOGU ILCELER - 2;MOKSEFEN;ASLAN;Moksefen 400 mg 7 Film Tablet;20;10;30
15.07.2026;202607;ALLIANCE HEALTHCARE;AH SAMSUN;Eczane;8680001451562;ŞİFA ECZANESİ;TOKAT DOGU ILCELER;PANOCER;ASLAN;Panocer 40 mg 28 Enterik Kaplı Tablet;10;3;13
15.07.2026;202607;ALLIANCE HEALTHCARE;AH ERZURUM;Eczane;8680001810277;TANCA ECZANESİ;AGRI DIYADIN+D.BEYAZIT;PANOCER;ASLAN;Panocer 40 mg 28 Enterik Kaplı Tablet;3;0;3
15.07.2026;202607;ALLIANCE HEALTHCARE;AH SAMSUN;Eczane;8680001718139;TEMİZ ECZANESİ;TOKAT ERBAA;FAMTREC;ASLAN;Famtrec 800/26,6mg 14 Film Kaplı Tablet;1;0;1
15.07.2026;202607;ALLIANCE HEALTHCARE;AH ERZURUM;Eczane;8680001519798;YENİ HİLAL ECZANESİ;ERZURUM GUNEY ILCELER;MOKSEFEN;ASLAN;Moksefen 400 mg 7 Film Tablet;5;1;6
16.07.2026;202607;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;Eczane;8680001322312;50. YIL ECZANESİ;TOKAT DOGU ILCELER;FAMTREC;ASLAN;Famtrec 800/26,6mg 14 Film Kaplı Tablet;1;0;1
16.07.2026;202607;ALLIANCE HEALTHCARE;AH ERZURUM;Eczane;8680001149674;AFŞAR ECZANESİ;VAN MERKEZ -2;ACİDPASS;ASLAN;Acidpass 10/800/165 mg 12 Çiğneme Tablet;2;0;2
16.07.2026;202607;ALLIANCE HEALTHCARE;AH ORDU;Eczane;8680001899241;AHSEN ECZANESİ;ORDU FATSA;ACİDPASS;ASLAN;Acidpass 10/800/165 mg 12 Çiğneme Tablet;10;1;11
16.07.2026;202607;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;Eczane;8680001166572;AKADEMİ ECZANESİ;TOKAT MERKEZ -1;PANOCER;ASLAN;Panocer 40 mg 28 Enterik Kaplı Tablet;30;12;42
16.07.2026;202607;ALLIANCE HEALTHCARE;AH ERZURUM;Eczane;8680001173976;AKCAN ECZANESİ;VAN MERKEZ -2;PANOCER;ASLAN;Panocer 40 mg 28 Enterik Kaplı Tablet;165;135;300
16.07.2026;202607;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;Eczane;8680001158706;AKIN ECZANESİ;SIVAS MERKEZ -2;FAMTREC;ASLAN;Famtrec 800/26,6mg 14 Film Kaplı Tablet;1;0;1
16.07.2026;202607;ALLIANCE HEALTHCARE;AH SAMSUN;Eczane;8680001430628;ALMUS ECZANESİ;TOKAT DOGU ILCELER;ACİDPASS;ASLAN;Acidpass 10/800/165 mg 12 Çiğneme Tablet;20;3;23
16.07.2026;202607;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;Eczane;8680001211760;ALPER ECZANESİ;TRABZON MERKEZ -3;ACİDPASS;ASLAN;Acidpass 10/800/165 mg 6 Çiğneme Tablet;1;0;1
16.07.2026;202607;ALLIANCE HEALTHCARE;AH ERZURUM;Eczane;8680001102396;ALTINÖRS ECZANESİ;AGRI DIYADIN+D.BEYAZIT;ACİDPASS;ASLAN;Acidpass 10/800/165 mg 12 Çiğneme Tablet;2;0;2
16.07.2026;202607;NEVZAT ECZA DEPOSU;NEVZAT SAMSUN;Eczane;8680001215720;ANADOLU ECZANESİ;TOKAT DOGU ILCELER;FAMTREC;ASLAN;Famtrec 800/26,6mg 14 Film Kaplı Tablet;10;2;12
16.07.2026;202607;NEVZAT ECZA DEPOSU;NEVZAT SAMSUN;Eczane;8680001212040;ARSLAN ECZANESİ;TOKAT DOGU ILCELER;FAMTREC;ASLAN;Famtrec 800/26,6mg 14 Film Kaplı Tablet;5;1;6
16.07.2026;202607;NEVZAT ECZA DEPOSU;NEVZAT ERZURUM;Eczane;8680001524853;ATALAY ECZANESİ;BITLIS KUZEYDOGU ILCELER;FAMTREC;ASLAN;Famtrec 800/26,6mg 14 Film Kaplı Tablet;5;1;6
16.07.2026;202607;ALLIANCE HEALTHCARE;AH TRABZON;Eczane;8680001623709;AYDIN ECZANESİ;TRABZON AKCAABAT;ACİDPASS;ASLAN;Acidpass 10/800/165 mg 12 Çiğneme Tablet;10;1;11
16.07.2026;202607;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;Eczane;8680001213023;AYŞEGÜL ECZANESİ;GIRESUN DOGU ILCELER -1;GRİPORT COLD;ASLAN;Griport Cold 20 Film Kaplı Tablet;1;0;1
16.07.2026;202607;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;Eczane;8680001181810;BAKLACIOĞLU ECZANESİ;TOKAT TURHAL;PANOCER;ASLAN;Panocer 40 mg 28 Enterik Kaplı Tablet;30;12;42
16.07.2026;202607;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;Eczane;8680001458790;BARAN ECZANESİ;SAMSUN VEZIRKOPRU;FAMTREC;ASLAN;Famtrec 800/26,6mg 14 Film Kaplı Tablet;2;0;2
16.07.2026;202607;ALLIANCE HEALTHCARE;AH SAMSUN;Eczane;8680001849802;BERİL ZEYNEP ECZANESİ;SAMSUN ATAKENT+19 MAYIS;ACİDPASS;ASLAN;Acidpass 10/800/165 mg 12 Çiğneme Tablet;3;0;3
16.07.2026;202607;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;Eczane;8680001664702;BERNA SULTAN ECZANESİ;TRABZON DUZKOY+MACKA;ACİDPASS;ASLAN;Acidpass 10/800/165 mg 12 Çiğneme Tablet;5;0;5
16.07.2026;202607;ALLIANCE HEALTHCARE;AH ERZURUM;Eczane;8680001479382;BEŞYOL ECZANESİ;VAN MERKEZ -1;ACİDPASS;ASLAN;Acidpass 10/800/165 mg 12 Çiğneme Tablet;2;0;2
16.07.2026;202607;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;Eczane;8680001789078;BETÜL ECZANESİ;TOKAT DOGU ILCELER;FAMTREC;ASLAN;Famtrec 800/26,6mg 14 Film Kaplı Tablet;1;0;1
16.07.2026;202607;ALLIANCE HEALTHCARE;AH SAMSUN;Eczane;8680001157662;BİLGE ECZANESİ;CORUM MERKEZ -2;ACİDPASS;ASLAN;Acidpass 10/800/165 mg 12 Çiğneme Tablet;10;1;11
16.07.2026;202607;ALLIANCE HEALTHCARE;AH SAMSUN;Eczane;8680001131433;BOYABAT ECZANESİ;SINOP GUNEY ILCELER;PANOCER;ASLAN;Panocer 40 mg 28 Enterik Kaplı Tablet;10;3;13
16.07.2026;202607;ALLIANCE HEALTHCARE;AH TRABZON;Eczane;8680001122707;BÜYÜK ECZANESİ;RIZE DOGU ILCELER;GRİPORT COLD;ASLAN;Griport Cold 20 Film Kaplı Tablet;10;1;11
16.07.2026;202607;ALLIANCE HEALTHCARE;AH ORDU;Eczane;8680001153510;BÜYÜK ECZANESİ;ORDU MERKEZ -2;PANOCER;ASLAN;Panocer 40 mg 28 Enterik Kaplı Tablet;10;3;13
16.07.2026;202607;ALLIANCE HEALTHCARE;AH SAMSUN;Eczane;8680001101153;CEDİT ECZANESİ;SAMSUN ILKADIM - 2;ACİDPASS;ASLAN;Acidpass 10/800/165 mg 12 Çiğneme Tablet;5;0;5
16.07.2026;202607;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;Eczane;8680001664030;CINAR ECZANESI;TOKAT ERBAA;ACİDPASS;ASLAN;Acidpass 10/800/165 mg 12 Çiğneme Tablet;150;60;210
16.07.2026;202607;ALLIANCE HEALTHCARE;AH ERZURUM;Eczane;8680001689545;ÇAĞATAY ECZANESİ;VAN DOGU+GUNEY ILCELER;ACİDPASS;ASLAN;Acidpass 10/800/165 mg 12 Çiğneme Tablet;5;0;5
16.07.2026;202607;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;Eczane;8680001133086;ÇAĞDAŞ ECZANESİ;SAMSUN TERME;GRİPORT COLD;ASLAN;Griport Cold 20 Film Kaplı Tablet;6;1;7
16.07.2026;202607;ALLIANCE HEALTHCARE;AH ORDU;Eczane;8680001162918;ÇAĞRI ECZANESİ;GIRESUN MERKEZ -2;GRİPORT COLD;ASLAN;Griport Cold 20 Film Kaplı Tablet;6;1;7
16.07.2026;202607;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;Eczane;8680001183128;ÇAĞRI ECZANESİ;TOKAT MERKEZ -2;PANOCER;ASLAN;Panocer 40 mg 28 Enterik Kaplı Tablet;50;25;75
16.07.2026;202607;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;Eczane;8680001531691;ÇALIŞKAN ECZANESİ;CORUM MERKEZ -3;ACİDPASS;ASLAN;Acidpass 10/800/165 mg 12 Çiğneme Tablet;1;0;1
16.07.2026;202607;ALLIANCE HEALTHCARE;AH ORDU;Eczane;8680001190546;ÇANAKÇI ECZANESİ;GIRESUN DOGU ILCELER -2;MOKSEFEN;ASLAN;Moksefen 400 mg 7 Film Tablet;5;1;6
16.07.2026;202607;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;Eczane;8680001153893;ÇARŞI ECZANESİ;SIVAS MERKEZ -2;ACİDPASS;ASLAN;Acidpass 10/800/165 mg 12 Çiğneme Tablet;50;15;65
16.07.2026;202607;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;Eczane;8680001153893;ÇARŞI ECZANESİ;SIVAS MERKEZ -2;GRİPORT COLD;ASLAN;Griport Cold 20 Film Kaplı Tablet;6;1;7
16.07.2026;202607;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;Eczane;8680001474653;ÇATAK ECZANESİ;TRABZON MERKEZ -1;MOKSEFEN;ASLAN;Moksefen 400 mg 7 Film Tablet;20;10;30
16.07.2026;202607;ALLIANCE HEALTHCARE;AH SAMSUN;Eczane;8680001436453;DEFNE ECZANESİ;SAMSUN ATAKUM;ACİDPASS;ASLAN;Acidpass 10/800/165 mg 6 Çiğneme Tablet;2;0;2
16.07.2026;202607;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;Eczane;8680001692156;DEFNE ECZANESİ;ORDU BATI ILCELER;FAMTREC;ASLAN;Famtrec 800/26,6mg 14 Film Kaplı Tablet;1;0;1
16.07.2026;202607;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;Eczane;8680001367177;DENİZ ECZANESİ;GIRESUN BULANCAK+PIRAZIZ;ACİDPASS;ASLAN;Acidpass 10/800/165 mg 12 Çiğneme Tablet;2;0;2
16.07.2026;202607;ALLIANCE HEALTHCARE;AH SAMSUN;Eczane;8680001181001;DENİZ ECZANESİ;TOKAT TURHAL;ACİDPASS;ASLAN;Acidpass 10/800/165 mg 12 Çiğneme Tablet;4;0;4
