Tarih;Ana Depo;Depo;GLN;Kontak Adı;Kontak Brick;Ürün;Form;Satış Adet;Satış MF;Toplam Satış;Toplam Tutar
18.08.2025;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8680001148004;YÜKSEL ECZANESİ;CORUM MERKEZ -3;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;10,0;2,0;12,0;543,3
28.08.2025;SELÇUK ECZA DEPOSU;SELÇUK ERZURUM;8680001124220;MAHALLEBAŞI ECZANESİ;ERZURUM MERKEZ -2;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;30,0;15,0;45,0;2.345,36
25.08.2025;SELÇUK ECZA DEPOSU;SELÇUK ERZURUM;8680001470341;DEMİR ECZANESİ;KARS MERKEZ;ACİDPASS;Acidpass 10/800/165 mg 6 Çiğneme Tablet;1,0;0,0;1,0;52,19
29.08.2025;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8680001802296;İNCİ ECZANESİ;ORDU MERKEZ -3;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;10,0;2,0;12,0;543,3
04.08.2025;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8680001155101;YAĞLILAR ECZANESİ;CORUM GUNEYDOGU ILCELER;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;20,0;3,0;23,0;1.687,72
06.08.2025;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8680001726905;DEVA ECZANESİ;ORDU DOGU ILCELER;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;10,0;1,0;11,0;843,86
11.08.2025;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8680001626922;DİLA ECZANESİ;SAMSUN BAHCELIEVLER;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;2,0;0,0;2,0;168,77
22.08.2025;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;8680001235674;FANUS ECZANESİ;TRABZON MERKEZ -3;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;50,0;35,0;85,0;3.908,94
11.08.2025;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8680001622849;ÖZGÜR ECZANESI;SAMSUN VEZIRKOPRU;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;5,0;1,0;6,0;390,89
28.08.2025;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8680001202102;SUBAŞI ECZANESİ;ORDU MERKEZ -1;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;2,0;0,0;2,0;108,66
14.08.2025;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8680001159000;KILIÇ ECZANESİ;AMASYA GOYNUCEK+TASOVA;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;10,0;2,0;12,0;543,3
13.08.2025;SELÇUK ECZA DEPOSU;SELÇUK ERZURUM;8680001846719;CARE ECZANESİ;AGRI DIYADIN+D.BEYAZIT;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;115,0;95,0;210,0;8.990,56
02.08.2025;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;8680001453931;LOKMAN HEKİM ECZANESİ;RIZE MERKEZ;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;10,0;2,0;12,0;543,3
13.08.2025;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8680001169610;HIZIR ECZANESİ;TOKAT TURHAL;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;5,0;0,0;5,0;421,93
21.08.2025;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8680001156429;FAKÜLTE ECZANESİ;CORUM MERKEZ -3;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;1,0;0,0;1,0;78,18
20.08.2025;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8680001523931;DERMAN ECZANESİ;AMASYA ILCELER;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;10,0;1,0;11,0;843,86
28.08.2025;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8680001750337;GÖKÇE ECZANESİ;AMASYA MERKEZ -2;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;10,0;1,0;11,0;843,86
11.08.2025;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8680001263066;LAÇİN ECZANESİ;SINOP MERKEZ;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;10,0;4,0;14,0;781,79
26.08.2025;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8680001117536;YUMUK ECZANESİ;SINOP DOGU-BATI ILCELER;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;3,0;0,0;3,0;253,16
04.08.2025;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;8680001697632;İBRAHİM ECZANESİ;TRABZON MERKEZ -1;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;10,0;1,0;11,0;843,86
06.08.2025;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;8680001552191;KALKANDERE ECZANESİ;RIZE BATI ILCELER;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;115,0;95,0;210,0;8.990,56
04.08.2025;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8680001339518;DERECİK ECZANESİ;SAMSUN ATAKENT+19 MAYIS;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;20,0;3,0;23,0;1.687,72
29.08.2025;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8680001158379;HALK ECZANESİ;ORDU GUNEY ILCELER -1;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;10,0;4,0;14,0;781,79
28.08.2025;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;8680001749447;DENİZ ECZANESİ;ARTVIN MERKEZ+DOGU+GUNEY;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;50,0;15,0;65,0;4.219,31
05.08.2025;SELÇUK ECZA DEPOSU;SELÇUK ERZURUM;8680001730810;CAN ECZANESİ;KARS ILCELER;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;1,0;0,0;1,0;84,39
07.08.2025;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;8680001119615;MERKEZ ECZANESİ;RIZE BATI ILCELER;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;10,0;2,0;12,0;543,3
01.08.2025;SELÇUK ECZA DEPOSU;SELÇUK ERZURUM;8680001646807;HASTANELER ECZANESİ;ERZURUM MERKEZ -1;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;10,0;4,0;14,0;781,79
11.08.2025;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;8680001459643;TUĞBA ECZANESİ;GIRESUN MERKEZ -2;PANOCER;Panocer 40 mg 14 Enterik Kaplı Tablet;10,0;4,0;14,0;600,3
23.08.2025;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8680001852673;YAŞAM ECZANESİ;AMASYA GOYNUCEK+TASOVA;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;10,0;4,0;14,0;781,79
27.08.2025;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8680001851881;GAZIOGLU ECZANESI;TOKAT BATI ILCELER;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;3,0;0,0;3,0;253,16
20.08.2025;SELÇUK ECZA DEPOSU;SELÇUK ERZURUM;8680001645589;YENİ DEFNE ECZANESİ;ERZURUM MERKEZ -1;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;2,0;0,0;2,0;108,66
13.08.2025;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8680001488308;DEMET ERKAN ECZANESİ;TOKAT MERKEZ -1;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;20,0;3,0;23,0;1.687,72
15.08.2025;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;8680001272112;ÖNDER ECZANESİ;TRABZON MERKEZ -2;PANOCER;Panocer 40 mg 14 Enterik Kaplı Tablet;5,0;1,0;6,0;300,15
01.08.2025;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;8680001519828;SİNEM ECZANESİ;GUMUSHANE;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;10,0;1,0;11,0;843,86
08.08.2025;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8680001499301;GİZEM ECZANESİ;AMASYA MERZIFON;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;10,0;2,0;12,0;543,3
11.08.2025;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;8680001374250;USTA ECZANESİ;RIZE MERKEZ;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;10,0;1,0;11,0;843,86
04.08.2025;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8680001124848;DEMET ECZANESİ;SIVAS MERKEZ -4;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;3,0;0,0;3,0;253,16
22.08.2025;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;8680001667314;ÖZMEN ECZANESİ;TRABZON MERKEZ -2;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;10,0;3,0;13,0;1.109,16
06.08.2025;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;8680001271429;ÇAYKARA ECZANESİ;TRABZON DOGU ILCELER -1;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;1,0;0,0;1,0;84,39
15.08.2025;SELÇUK ECZA DEPOSU;SELÇUK ERZURUM;8680001315734;ÇAĞLA ECZANESİ;ERZINCAN MERKEZ;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;50,0;35,0;85,0;3.908,94
15.08.2025;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;8680001187171;YÜCE ECZANESİ;GUMUSHANE;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;50,0;15,0;65,0;4.219,31
18.08.2025;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8680001154739;KAFKAS ECZANESİ;CORUM GUNEYDOGU ILCELER;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;10,0;1,0;11,0;843,86
04.08.2025;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8680001157792;GÜNDOĞDU ECZANESİ;ORDU MERKEZ -3;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;1,0;0,0;1,0;78,18
06.08.2025;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;8680001109937;GÜNEYSU SERDAR ECZANESİ;RIZE BATI ILCELER;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;30,0;15,0;45,0;3.327,48
30.08.2025;SELÇUK ECZA DEPOSU;SELÇUK ERZURUM;8680001117611;YENİ BÖLGE ECZANESİ;ERZURUM MERKEZ -3;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;20,0;6,0;26,0;2.218,32
25.08.2025;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8680001174577;SEVGİ ECZANESİ;TOKAT MERKEZ -2;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;1,0;0,0;1,0;78,18
14.08.2025;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;8680001449767;ERDEM ECZANESİ;GUMUSHANE;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;30,0;15,0;45,0;3.327,48
15.08.2025;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8680001147403;ELİF ECZANESİ;CORUM MERKEZ -1;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;10,0;1,0;11,0;843,86
14.08.2025;SELÇUK ECZA DEPOSU;SELÇUK ERZURUM;8680001835065;GERCEK ECZANESİ;KARS ILCELER;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;5,0;1,0;6,0;554,58
11.08.2025;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;8680001186990;İLGİ ECZANESİ;GIRESUN BULANCAK+PIRAZIZ;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;20,0;3,0;23,0;1.687,72
01.08.2025;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;8680001206155;KONAKOĞLU ECZANESİ;TRABZON MERKEZ -1;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;10,0;4,0;14,0;781,79
25.08.2025;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8680001491445;KANDAZ ECZANESİ;SAMSUN TERME;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;20,0;3,0;23,0;1.687,72
04.08.2025;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8680001104079;GÜNBEYAZ ECZANESİ;SAMSUN ULUGAZI;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;1,0;0,0;1,0;110,92
06.08.2025;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8680001433599;DERMAN ECZANESİ;TOKAT ERBAA;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;250,0;230,0;480,0;19.544,7
01.08.2025;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8680001733743;ECZANE İLGİ;TOKAT DOGU ILCELER;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;1,0;0,0;1,0;78,18
01.08.2025;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8680001140190;DERMAN ECZANESİ;SAMSUN VEZIRKOPRU;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;1,0;0,0;1,0;84,39
20.08.2025;SELÇUK ECZA DEPOSU;SELÇUK ERZURUM;8680001695232;KARACA ECZANESİ;AGRI MERKEZ;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;10,0;1,0;11,0;843,86
06.08.2025;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;8680001503735;KÜBRA ECZANESİ;RIZE MERKEZ;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;2,0;0,0;2,0;108,66
13.08.2025;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;8680001519828;SİNEM ECZANESİ;GUMUSHANE;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;115,0;95,0;210,0;8.990,56
12.08.2025;SELÇUK ECZA DEPOSU;SELÇUK ERZURUM;8680001707904;ÇİĞDEM ECZANESİ;ERZURUM GUNEY ILCELER;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;10,0;4,0;14,0;781,79
18.08.2025;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8680001148004;YÜKSEL ECZANESİ;CORUM MERKEZ -3;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;10,0;1,0;11,0;843,86
09.08.2025;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8680001167678;KARDELEN ECZANESİ;TOKAT MERKEZ -1;PANOCER;Panocer 40 mg 14 Enterik Kaplı Tablet;10,0;4,0;14,0;600,3
18.08.2025;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;8680001123858;ŞİFA ECZANESİ;RIZE BATI ILCELER;ACİDPASS;Acidpass 10/800/165 mg 6 Çiğneme Tablet;10,0;1,0;11,0;521,93
18.08.2025;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8680001118687;SILA ECZANESİ;SAMSUN ATAKENT+19 MAYIS;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;2,0;0,0;2,0;168,77
11.08.2025;SELÇUK ECZA DEPOSU;SELÇUK ERZURUM;8680001104437;SERPİL ECZANESİ;ERZURUM MERKEZ -3;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;2,0;0,0;2,0;108,66
19.08.2025;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8680001460397;IRMAK ECZANESİ;ORDU DOGU ILCELER;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;3,0;0,0;3,0;253,16
01.08.2025;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;8680001488681;DURU ECZANESİ;TRABZON MERKEZ -1;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;2,0;0,0;2,0;108,66
22.08.2025;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;8680001483297;YAŞA ECZANESİ;RIZE DOGU ILCELER;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;20,0;3,0;23,0;1.687,72
06.08.2025;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8680001143344;KÖROĞLU ECZANESİ;ORDU MERKEZ -3;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;20,0;3,0;23,0;1.687,72
06.08.2025;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8680001153930;KILIÇKAYA ECZANESİ;SIVAS MERKEZ -2;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;20,0;3,0;23,0;1.687,72
08.08.2025;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;8680001503735;KÜBRA ECZANESİ;RIZE MERKEZ;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;5,0;1,0;6,0;390,89
05.08.2025;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8680001202102;SUBAŞI ECZANESİ;ORDU MERKEZ -1;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;1,0;0,0;1,0;84,39
07.08.2025;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;8680001633913;IŞIK ECZANESİ;TRABZON AKCAABAT;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;98,0;32,0;130,0;8.269,85
11.08.2025;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8680001478897;EZGİ ECZANESİ;ORDU MERKEZ -3;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;20,0;3,0;23,0;1.687,72
14.08.2025;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8680001501366;ESRA ECZANESİ;AMASYA ILCELER;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;30,0;15,0;45,0;2.345,36
22.08.2025;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8680001186365;ÜNİVERSİTE ASLI ECZANESİ;TOKAT DOGU ILCELER;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;5,0;0,0;5,0;421,93
29.08.2025;SELÇUK ECZA DEPOSU;SELÇUK ERZURUM;8680001697311;ŞİFA ECZANESİ;ERZURUM GUNEY ILCELER;ACİDPASS;Acidpass 10/800/165 mg 6 Çiğneme Tablet;1,0;0,0;1,0;52,19
06.08.2025;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;8680001552191;KALKANDERE ECZANESİ;RIZE BATI ILCELER;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;10,0;1,0;11,0;843,86
13.08.2025;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8680001113408;BAYEZIT ECZANESİ;AMASYA MERKEZ -2;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;2,0;0,0;2,0;168,77
14.08.2025;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8680001278268;LOKMAN ECZANESİ;ORDU FATSA;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;5,0;1,0;6,0;554,58
15.08.2025;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8680001120871;YAŞAM ECZANESİ;SINOP DOGU-BATI ILCELER;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;10,0;4,0;14,0;781,79
