Tarih;Ana Depo;Depo;GLN;Kontak Adı;Kontak Brick;Ürün;Form;Satış Adet;Satış MF;Toplam Satış;Toplam Tutar;İade
1.06.2026;SELÇUK ECZA DEPOSU;SELÇUK ERZURUM;8,68E+12;LOKMAN HEKİM ECZANESİ;ERZINCAN ILCELER;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;165;135;300;17.377;
24.06.2026;SELÇUK ECZA DEPOSU;SELÇUK ERZURUM;8,68E+12;FATİH ECZANESİ;ERZURUM KUZEY ILCELER;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;165;135;300;17.377;
11.06.2026;SELÇUK ECZA DEPOSU;SELÇUK ERZURUM;8,68E+12;AHSEN ECZANESİ;ERZINCAN MERKEZ;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;165;135;300;17.377;
19.06.2026;SELÇUK ECZA DEPOSU;SELÇUK ERZURUM;8,68E+12;TEKMAN ECZANESİ;ERZURUM GUNEY ILCELER;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;165;135;300;17.377;
29.06.2026;SELÇUK ECZA DEPOSU;SELÇUK ERZURUM;8,68E+12;ZEHRA ECZANESİ;ERZURUM GUNEY ILCELER;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;165;135;300;17.377;
12.06.2026;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;8,68E+12;ŞEBİN ECZANESİ;GIRESUN GUNEY ILCELER;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;165;135;300;17.377;
30.06.2026;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;8,68E+12;AYŞEGÜL ECZANESİ;GIRESUN DOGU ILCELER -1;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;165;135;300;17.377;
23.06.2026;ALLIANCE HEALTHCARE;AH TRABZON;8,68E+12;ŞİFA ECZANESİ;GUMUSHANE;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;165;135;300;17.377;
11.06.2026;ALLIANCE HEALTHCARE;AH TRABZON;8,68E+12;ŞİFA ECZANESİ;GUMUSHANE;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;165;135;300;17.377;
2.06.2026;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;8,68E+12;KOVANLIK ECZANESİ;GIRESUN BULANCAK+PIRAZIZ;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;165;135;300;17.377;
19.06.2026;SELÇUK ECZA DEPOSU;SELÇUK ERZURUM;8,68E+12;KAĞIZMAN ECZANESİ;KARS ILCELER;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;165;135;300;17.377;
1.06.2026;NEVZAT ECZA DEPOSU;NEVZAT TRABZON;8,68E+12;SAĞLIK ECZANESİ;ORDU GUNEY ILCELER -1;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;165;135;300;17.377;
18.06.2026;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8,68E+12;EMİR ECZANESİ;ORDU GUNEY ILCELER -1;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;165;135;300;17.377;
12.06.2026;ALLIANCE HEALTHCARE;AH ORDU;8,68E+12;HAYAT ECZANESİ;ORDU GUNEY ILCELER -1;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;165;135;300;17.377;
12.06.2026;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8,68E+12;ASYA ECZANESİ;ORDU MERKEZ -2;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;165;135;300;17.377;
4.06.2026;ALLIANCE HEALTHCARE;AH ORDU;8,68E+12;ÖZLEM ECZANESİ;ORDU UNYE;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;165;135;300;17.377;
17.06.2026;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;8,68E+12;BİZİM ECZANESİ;RIZE DOGU ILCELER;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;165;135;300;17.377;
30.06.2026;ALLIANCE HEALTHCARE;AH TRABZON;8,68E+12;BARIŞ ECZANESİ;RIZE DOGU ILCELER;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;165;135;300;17.377;
23.06.2026;ALLIANCE HEALTHCARE;AH TRABZON;8,68E+12;SERKAN ECZANESİ;RIZE MERKEZ;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;165;135;300;17.377;
2.06.2026;ALLIANCE HEALTHCARE;AH SAMSUN;8,68E+12;ZAFER ECZANESİ;SAMSUN BAFRA;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;165;135;300;17.377;
11.06.2026;ALLIANCE HEALTHCARE;AH SAMSUN;8,68E+12;DOĞAN ECZANESİ;SAMSUN VEZIRKOPRU;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;165;135;300;17.377;
12.06.2026;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8,68E+12;ANADOLU ECZANESİ;SAMSUN BAHCELIEVLER;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;165;135;300;17.377;
26.06.2026;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8,68E+12;DİDEM ECZANESİ;SAMSUN BAFRA;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;165;135;300;17.377;
12.06.2026;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8,68E+12;ALPER ECZANESİ;SAMSUN CANIK;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;165;135;300;17.377;
2.06.2026;ALLIANCE HEALTHCARE;AH SAMSUN;8,68E+12;GÜLİSTAN ECZANESİ;SAMSUN BAFRA;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;165;135;300;17.377;
23.06.2026;ALLIANCE HEALTHCARE;AH SAMSUN;8,68E+12;GÜLŞAH ECZANESİ;SAMSUN ALACAM+YAKAKENT;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;165;135;300;17.377;
17.06.2026;ALLIANCE HEALTHCARE;AH SAMSUN;8,68E+12;OYA ECZANESİ;SAMSUN HAVZA+KAVAK+LADIK;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;165;135;300;17.377;
12.06.2026;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8,68E+12;KALKANCA ECZANESİ;SAMSUN ILKADIM - 2;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;165;135;300;17.377;
12.06.2026;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8,68E+12;İNCİ ECZANESİ;SINOP MERKEZ;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;165;135;300;17.377;
4.06.2026;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8,68E+12;BAYGÜNEŞ ECZANESİ;SIVAS MERKEZ -4;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;165;135;300;17.377;
30.06.2026;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8,68E+12;YUNUS EMRE ECZANESİ;SIVAS MERKEZ -4;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;165;135;300;17.377;
12.06.2026;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8,68E+12;ŞİFA ECZANESİ;TOKAT ERBAA;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;165;135;300;17.377;
26.06.2026;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8,68E+12;MERKEZ ECZANESİ;TOKAT DOGU ILCELER;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;165;135;300;17.377;
2.06.2026;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;8,68E+12;PINAR ECZANESİ;TRABZON DUZKOY+MACKA;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;165;135;300;17.377;
12.06.2026;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8,68E+12;BİZİM ECZANESİ;TOKAT TURHAL;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;165;135;300;17.377;
25.06.2026;ALLIANCE HEALTHCARE;AH SAMSUN;8,68E+12;KARDELEN ECZANESİ;TOKAT MERKEZ -1;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;165;135;300;17.377;
24.06.2026;ALLIANCE HEALTHCARE;AH SAMSUN;8,68E+12;HAYAT ECZANESİ;TOKAT MERKEZ -1;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;165;135;300;17.377;
4.06.2026;ALLIANCE HEALTHCARE;AH SAMSUN;8,68E+12;LOKMAN ECZANESİ;TOKAT DOGU ILCELER;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;165;135;300;17.377;
12.06.2026;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8,68E+12;BURAK ECZANESİ;TOKAT TURHAL;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;165;135;300;17.377;
12.06.2026;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8,68E+12;BEYAZ ECZANESİ;TOKAT TURHAL;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;165;135;300;17.377;
12.06.2026;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8,68E+12;BALCI ECZANESİ;TOKAT ERBAA;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;165;135;300;17.377;
12.06.2026;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8,68E+12;ADIBELLİ ECZANESİ;TOKAT BATI ILCELER;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;165;135;300;17.377;
17.06.2026;NEVZAT ECZA DEPOSU;NEVZAT TRABZON;8,68E+12;HÜRRİYET ECZANESİ;TRABZON DOGU ILCELER - 2;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;165;135;300;17.377;
17.06.2026;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;8,68E+12;DEVA ECZANESİ;RIZE BATI ILCELER;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;165;135;300;17.377;
12.06.2026;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8,68E+12;IRMAK ECZANESİ;ORDU DOGU ILCELER;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;165;135;300;17.377;
30.06.2026;ALLIANCE HEALTHCARE;AH ORDU;8,68E+12;SERDAROĞLU ECZANESİ;ORDU MERKEZ -1;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;165;135;300;17.377;
30.06.2026;ALLIANCE HEALTHCARE;AH ORDU;8,68E+12;NİLÜFER ECZANESİ;ORDU MERKEZ -3;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;165;135;300;17.377;
17.06.2026;ALLIANCE HEALTHCARE;AH SAMSUN;8,68E+12;SIHHAT ECZANESİ;SAMSUN TERME;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;165;135;300;17.377;
3.06.2026;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;8,68E+12;BAYRAK ECZANESİ;TRABZON DOGU ILCELER - 2;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;165;135;300;17.377;
17.06.2026;ALLIANCE HEALTHCARE;AH SAMSUN;8,68E+12;ÖZKAN ECZANESİ;CORUM GUNEYDOGU ILCELER;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;165;135;300;17.377;
1.06.2026;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8,68E+12;ŞİFA ECZANESİ;CORUM KUZEY ILCELER;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;165;135;300;17.377;
1.06.2026;NEVZAT ECZA DEPOSU;NEVZAT ERZURUM;8,68E+12;ESRA ECZANESİ;ERZINCAN MERKEZ;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;165;135;300;17.377;
3.06.2026;ALLIANCE HEALTHCARE;AH TRABZON;8,68E+12;SAĞLIK ECZANESİ;GUMUSHANE;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;165;135;300;17.377;
11.06.2026;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;8,68E+12;KALKANDERE ECZANESİ;RIZE BATI ILCELER;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;165;135;300;17.377;
26.06.2026;ALLIANCE HEALTHCARE;AH TRABZON;8,68E+12;EROGLU ECZANESI;RIZE BATI ILCELER;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;165;135;300;17.377;
12.06.2026;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8,68E+12;YILMAZ ECZANESİ;ORDU MERKEZ -1;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;165;135;300;17.377;
26.06.2026;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;8,68E+12;IŞIL ECZANESİ;RIZE DOGU ILCELER;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;165;135;300;17.377;
17.06.2026;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8,68E+12;BURUNUCU ECZANESI;ORDU UNYE;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;165;135;300;17.377;
16.06.2026;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;8,68E+12;KURT ECZANESİ;GIRESUN GUNEY ILCELER;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;165;135;300;17.377;
25.06.2026;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;8,68E+12;SAĞLIK ECZANESİ;TRABZON AKCAABAT;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;165;135;300;17.377;
26.06.2026;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8,68E+12;ÜNİVERSİTE ECZANESİ;SIVAS MERKEZ -4;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;165;135;300;17.377;
12.06.2026;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8,68E+12;ÜNİVERSİTE ECZANESİ;SIVAS MERKEZ -4;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;165;135;300;17.377;
10.06.2026;SELÇUK ECZA DEPOSU;SELÇUK ERZURUM;8,68E+12;FATİH ECZANESİ;ERZURUM MERKEZ -2;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;165;135;300;17.377;
1.06.2026;ALLIANCE HEALTHCARE;AH TRABZON;8,68E+12;ŞİFA ECZANESİ;RIZE BATI ILCELER;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;165;135;300;17.377;
4.06.2026;ALLIANCE HEALTHCARE;AH ORDU;8,68E+12;HAYAT ECZANESİ;ORDU FATSA;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;165;135;300;17.377;
24.06.2026;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;8,68E+12;SARP ECZANESİ;ARTVIN KUZEY ILCELER;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;165;135;300;17.377;
2.06.2026;ALLIANCE HEALTHCARE;AH SAMSUN;8,68E+12;GÜL ECZANESİ;CORUM MERKEZ -3;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;165;135;300;17.377;
19.06.2026;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;8,68E+12;HAYAT ECZANESİ;RIZE DOGU ILCELER;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;165;135;300;17.377;
26.06.2026;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8,68E+12;KARACALAR ECZANESİ;SIVAS GUNEY ILCELER;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;165;135;300;17.377;
26.06.2026;SELÇUK ECZA DEPOSU;SELÇUK ERZURUM;8,68E+12;SULTAN ECZANESİ;AGRI DIYADIN+D.BEYAZIT;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;165;135;300;17.377;
1.06.2026;ALLIANCE HEALTHCARE;AH TRABZON;8,68E+12;SAĞLIK ECZANESİ;GUMUSHANE;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;165;135;300;17.377;
29.06.2026;SELÇUK ECZA DEPOSU;SELÇUK ERZURUM;8,68E+12;NADİR ECZANESİ;AGRI MERKEZ;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;165;135;300;17.377;
10.06.2026;ALLIANCE HEALTHCARE;AH TRABZON;8,68E+12;FAKÜLTE ECZANESİ;TRABZON MERKEZ -3;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;165;135;300;17.377;
10.06.2026;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;8,68E+12;MERKEZ ECZANESİ;TRABZON DUZKOY+MACKA;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;165;135;300;17.377;
3.06.2026;SELÇUK ECZA DEPOSU;SELÇUK ERZURUM;8,68E+12;KRAL ECZANESİ;AGRI MERKEZ;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;165;135;300;17.377;
1.06.2026;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;8,68E+12;DENİZ ECZANESİ;ARTVIN MERKEZ+DOGU+GUNEY;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;165;135;300;17.377;
26.06.2026;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;8,68E+12;HAYAT PINARI;TRABZON AKCAABAT;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;165;135;300;17.377;
19.06.2026;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;8,68E+12;EMRE ECZANESİ;GUMUSHANE;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;165;135;300;17.377;
10.06.2026;SELÇUK ECZA DEPOSU;SELÇUK ERZURUM;8,68E+12;OKTAY VURAL ECZANESİ;AGRI ILCELER;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;165;135;300;17.377;
1.06.2026;ALLIANCE HEALTHCARE;AH TRABZON;8,68E+12;MAÇKA ECZANESİ;TRABZON DUZKOY+MACKA;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;165;135;300;17.377;
25.06.2026;ALLIANCE HEALTHCARE;AH SAMSUN;8,68E+12;EMRE ECZANESİ;CORUM GUNEYBATI ILCELER;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;165;135;300;17.377;
2.06.2026;ALLIANCE HEALTHCARE;AH SAMSUN;8,68E+12;AYSEGUL ECZANESI;TOKAT MERKEZ -1;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;165;135;300;17.377;
2.06.2026;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8,68E+12;VEFA ECZANESI RESADIYE;TOKAT BATI ILCELER;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;165;135;300;17.377;
3.06.2026;ALLIANCE HEALTHCARE;AH TRABZON;8,68E+12;MORDUT ECZANESİ;GUMUSHANE;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;165;135;300;17.377;
12.06.2026;ALLIANCE HEALTHCARE;AH TRABZON;8,68E+12;MORDUT ECZANESİ;GUMUSHANE;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;165;135;300;17.377;
17.06.2026;ALLIANCE HEALTHCARE;AH TRABZON;8,68E+12;ŞİRAN ECZANESİ;GUMUSHANE;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;165;135;300;17.377;
3.06.2026;ALLIANCE HEALTHCARE;AH SAMSUN;8,68E+12;ÖZLEM ECZANESİ;AMASYA MERKEZ -1;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;150;60;210;16.835;
24.06.2026;ALLIANCE HEALTHCARE;AH SAMSUN;8,68E+12;MERVE ECZANESİ;AMASYA MERZIFON;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;150;60;210;16.835;
26.06.2026;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8,68E+12;DERMAN ECZANESİ;CORUM GUNEYBATI ILCELER;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;150;60;210;16.835;
2.06.2026;SELÇUK ECZA DEPOSU;SELÇUK ERZURUM;8,68E+12;NURAN ECZANESİ;ERZURUM MERKEZ -3;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;150;60;210;16.835;
3.06.2026;ALLIANCE HEALTHCARE;AH ORDU;8,68E+12;KINA ECZANESİ;ORDU GUNEY ILCELER -1;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;150;60;210;16.835;
24.06.2026;ALLIANCE HEALTHCARE;AH ORDU;8,68E+12;ONUR ECZANESİ;ORDU MERKEZ -3;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;150;60;210;16.835;
24.06.2026;NEVZAT ECZA DEPOSU;NEVZAT TRABZON;8,68E+12;ASYA ECZANESİ;ORDU MERKEZ -2;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;150;60;210;16.835;
3.06.2026;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8,68E+12;NUR ECZANESİ;ORDU GUNEY ILCELER -1;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;150;60;210;16.835;
30.06.2026;ALLIANCE HEALTHCARE;AH TRABZON;8,68E+12;BARIŞ ECZANESİ;RIZE DOGU ILCELER;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;150;60;210;16.835;
19.06.2026;ALLIANCE HEALTHCARE;AH TRABZON;8,68E+12;FINDIKLI ECZANESİ;RIZE DOGU ILCELER;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;150;60;210;16.835;
30.06.2026;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;8,68E+12;PINAR ECZANESİ;RIZE BATI ILCELER;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;150;60;210;16.835;
16.06.2026;ALLIANCE HEALTHCARE;AH SAMSUN;8,68E+12;KARADENİZ ECZANESİ;SAMSUN TERME;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;150;60;210;16.835;
1.06.2026;ALLIANCE HEALTHCARE;AH TRABZON;8,68E+12;DİLANUR ECZANESİ;TRABZON AKCAABAT;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;150;60;210;16.835;
23.06.2026;ALLIANCE HEALTHCARE;AH TRABZON;8,68E+12;BAŞAK ECZANESİ;TRABZON AKCAABAT;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;150;60;210;16.835;
26.06.2026;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;8,68E+12;UMUT ECZANESİ;TRABZON AKCAABAT;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;150;60;210;16.835;
2.06.2026;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;8,68E+12;ÜSKÜT ECZANESİ;RIZE BATI ILCELER;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;150;60;210;16.835;
25.06.2026;ALLIANCE HEALTHCARE;AH SAMSUN;8,68E+12;GÜNEŞ ECZANESİ;SAMSUN VEZIRKOPRU;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;150;60;210;16.835;
3.06.2026;ALLIANCE HEALTHCARE;AH TRABZON;8,68E+12;EROGLU ECZANESI;RIZE BATI ILCELER;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;150;60;210;16.835;
1.06.2026;ALLIANCE HEALTHCARE;AH TRABZON;8,68E+12;ŞİFA ECZANESİ;RIZE BATI ILCELER;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;150;60;210;16.835;
3.06.2026;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8,68E+12;YILMAZ ECZANESİ;AMASYA ILCELER;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;150;60;210;16.835;
