Tarih;Ana Depo;Depo;GLN;Kontak Adı;Kontak Brick;Ürün;Form;Satış Adet;Satış MF;Toplam Satış;Toplam Tutar;İade
17.07.2025;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8680001147694;ECEM ECZANESİ;CORUM GUNEYBATI ILCELER;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;10,0;1,0;11,0;843,86;
23.07.2025;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8680001142934;SÖNMEZ ECZANESİ;CORUM MERKEZ -2;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;115,0;95,0;210,0;8.990,56;
29.07.2025;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8680001151431;KÜBRA ECZANESİ;SIVAS MERKEZ -2;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;1,0;0,0;1,0;78,18;
09.07.2025;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;8680001174232;ÜMITKÖY AKÇAY ECZANESİ;GUMUSHANE;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;10,0;1,0;11,0;843,86;
18.07.2025;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8680001597307;KUZEY ECZANESİ;ORDU FATSA;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;20,0;3,0;23,0;1.687,72;
04.07.2025;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8680001715589;HİTİT ECZANESİ;CORUM MERKEZ -3;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;5,0;1,0;6,0;554,58;
10.07.2025;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8680001108602;YÜKSELEN ECZANESİ;SAMSUN BAHCELIEVLER;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;1,0;0,0;1,0;110,92;
18.07.2025;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;8680001552719;BEŞİRLİ ECZANESİ;TRABZON MERKEZ -1;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;10,0;4,0;14,0;781,79;
01.07.2025;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;8680001734429;SAĞLIK ECZANESİ;TRABZON DOGU ILCELER -1;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;5,0;1,0;6,0;390,89;
08.07.2025;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8680001117352;GÜLDEŞ ECZANESİ;SIVAS MERKEZ -2;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;10,0;3,0;13,0;1.109,16;
22.07.2025;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8680001125005;SALIPAZARI ECZANESİ;SAMSUN DOGU ILCELER;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;20,0;3,0;23,0;1.687,72;
29.07.2025;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8680001127269;VATAN ECZANESİ;SIVAS MERKEZ -2;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;10,0;1,0;11,0;843,86;
25.07.2025;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;8680001264520;MURATOĞLU ECZANESİ;TRABZON DUZKOY+MACKA;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;3,0;0,0;3,0;253,16;
01.07.2025;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8680001788767;ONAR ECZANESI;SAMSUN ADALET;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;5,0;1,0;6,0;390,89;
01.07.2025;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8680001201907;SEÇKİN ECZANESİ;TOKAT BATI ILCELER;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;50,0;35,0;85,0;3.908,94;
12.07.2025;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;8680001173136;SU ECZANESİ;GIRESUN MERKEZ -2;PANOCER;Panocer 40 mg 14 Enterik Kaplı Tablet;10,0;4,0;14,0;600,3;
23.07.2025;SELÇUK ECZA DEPOSU;SELÇUK ERZURUM;8680001108930;BAYSAL ECZANESİ;ERZURUM MERKEZ -1;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;2,0;0,0;2,0;108,66;
16.07.2025;SELÇUK ECZA DEPOSU;SELÇUK ERZURUM;8680001114429;ÖZLEM ECZANESİ;ERZURUM GUNEY ILCELER;PANOCER;Panocer 40 mg 14 Enterik Kaplı Tablet;10,0;4,0;14,0;600,3;
08.07.2025;SELÇUK ECZA DEPOSU;SELÇUK ERZURUM;8680001121328;KAYA ECZANESİ;ERZURUM MERKEZ -1;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;3,0;0,0;3,0;253,16;
30.07.2025;SELÇUK ECZA DEPOSU;SELÇUK ERZURUM;8680001145980;ÖZLEM ECZANESİ;AGRI ILCELER;ACİDPASS;Acidpass 10/800/165 mg 6 Çiğneme Tablet;2,0;0,0;2,0;104,39;
25.07.2025;SELÇUK ECZA DEPOSU;SELÇUK ERZURUM;8680001183487;SULTAN ECZANESİ;KARS MERKEZ;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;10,0;4,0;14,0;781,79;
10.07.2025;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8680001117499;YENİCE ECZANESİ;SINOP DOGU-BATI ILCELER;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;10,0;1,0;11,0;843,86;
05.07.2025;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8680001549382;BENGİ ECZANESİ;SAMSUN ILKADIM - 2;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;10,0;1,0;11,0;843,86;
29.07.2025;SELÇUK ECZA DEPOSU;SELÇUK ERZURUM;8680001480630;HAYAT ECZANESİ;AGRI MERKEZ;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;10,0;4,0;14,0;781,79;
02.07.2025;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;8680001213252;GÖNÜL ECZANESİ;TRABZON AKCAABAT;ACİDPASS;Acidpass 10/800/165 mg 6 Çiğneme Tablet;3,0;0,0;3,0;156,58;
11.07.2025;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;8680001254187;BİLGE ECZANESİ;TRABZON MERKEZ -4;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;2,0;0,0;2,0;156,36;
31.07.2025;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;8680001455942;HALK ECZANESİ;RIZE MERKEZ;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;98,0;32,0;130,0;8.269,85;
01.07.2025;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8680001115242;SERKAN ECZANESİ;SINOP MERKEZ;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;10,0;4,0;14,0;781,79;
10.07.2025;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8680001115860;STAD ECZANESİ;SAMSUN DOGU ILCELER - 2;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;30,0;15,0;45,0;2.345,36;
23.07.2025;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;8680001439645;FATİH ECZANESİ;RIZE MERKEZ;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;20,0;3,0;23,0;1.687,72;
25.07.2025;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;8680001547401;BAHAR ECZANESİ;TRABZON MERKEZ -4;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;10,0;3,0;13,0;1.109,16;
17.07.2025;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8680001472703;ŞİFA ECZANESİ;TOKAT ERBAA;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;-2,0;-1,0;-3,0;-221,84;
18.07.2025;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8680001500611;SAHİL ECZANESİ;ORDU FATSA;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;30,0;15,0;45,0;2.345,36;
04.07.2025;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8680001713677;YENİ MEDRESEÖNÜ ECZANESİ;ORDU DOGU ILCELER;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;5,0;1,0;6,0;554,58;
04.07.2025;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8680001733811;SAĞLAM ECZANESİ;TOKAT DOGU ILCELER;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;1,0;0,0;1,0;84,39;
07.07.2025;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8680001154418;ARDIÇ ECZANESİ;CORUM GUNEYBATI ILCELER;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;-3,0;0,0;-3,0;-253,16;
17.07.2025;SELÇUK ECZA DEPOSU;SELÇUK ERZURUM;8680001635191;DOLUNAY ECZANESİ;ERZURUM MERKEZ -3;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;5,0;1,0;6,0;554,58;
16.07.2025;SELÇUK ECZA DEPOSU;SELÇUK ERZURUM;8680001639083;SAFA ECZANESİ;ERZURUM MERKEZ -3;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;3,0;0,0;3,0;253,16;
17.07.2025;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;8680001805518;EMRE ECZANESİ;GUMUSHANE;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;30,0;15,0;45,0;2.345,36;
22.07.2025;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8680001302963;YENİ ECZANESİ;ORDU MERKEZ -2;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;10,0;4,0;14,0;781,79;
21.07.2025;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;8680001710331;SENA ECZANESİ;GUMUSHANE;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;10,0;1,0;11,0;843,86;
14.07.2025;SELÇUK ECZA DEPOSU;SELÇUK ERZURUM;8680001431373;ONUR ECZANESİ;ERZINCAN MERKEZ;DESTEVİT;Destevit 20.000 IU 14 Yumuşak Kapsül;10,0;1,0;11,0;867,6;
11.07.2025;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8680001118618;MEYDAN ECZANESİ;SAMSUN DOGU ILCELER - 2;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;20,0;8,0;28,0;1.563,58;
31.07.2025;SELÇUK ECZA DEPOSU;SELÇUK ERZURUM;8680001109920;NEFES ECZANESİ;AGRI DIYADIN+D.BEYAZIT;ACİDPASS;Acidpass 10/800/165 mg 6 Çiğneme Tablet;5,0;0,0;5,0;260,96;
22.07.2025;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8680001146888;ŞAMLIOĞLU ECZANESİ;CORUM MERKEZ -2;DEXİREN;Dexiren 25 mg 20 Film Kaplı Tablet;10,0;5,0;15,0;421,74;
16.07.2025;SELÇUK ECZA DEPOSU;SELÇUK ERZURUM;8680001835027;NAYKİ ECZANESİ;KARS ILCELER;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;30,0;15,0;45,0;3.327,48;
20.07.2025;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8680001692156;DEFNE ECZANESİ;ORDU BATI ILCELER;DESTEVİT;Destevit 20.000 IU 14 Yumuşak Kapsül;10,0;1,0;11,0;867,6;
25.07.2025;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8680001666386;BEYZA ECZANESİ;SAMSUN CANIK;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;2,0;0,0;2,0;108,66;
02.07.2025;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8680001518357;DOĞA ECZANESİ;SIVAS MERKEZ -4;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;-2,0;0,0;-2,0;-108,66;
07.07.2025;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8680001571895;BAHABEY KALKAN ECZANESI;CORUM MERKEZ -2;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;5,0;1,0;6,0;390,89;
09.07.2025;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8680001118090;VURAL ECZANESİ;SAMSUN DOGU ILCELER;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;10,0;1,0;11,0;843,86;
16.07.2025;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8680001103997;ÇAPA ECZANESİ;SAMSUN KALE;ACİDPASS;Acidpass 10/800/165 mg 6 Çiğneme Tablet;2,0;0,0;2,0;104,39;
01.07.2025;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8680001263066;LAÇİN ECZANESİ;SINOP MERKEZ;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;2,0;0,0;2,0;168,77;
01.07.2025;SELÇUK ECZA DEPOSU;SELÇUK ERZURUM;8680001646807;HASTANELER ECZANESİ;ERZURUM MERKEZ -1;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;1,0;0,0;1,0;54,33;
28.07.2025;SELÇUK ECZA DEPOSU;SELÇUK ERZURUM;8680001836215;FATMA KOÇ ECZANESİ;AGRI DIYADIN+D.BEYAZIT;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;2,0;0,0;2,0;168,77;
01.07.2025;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8680001148202;AKMAN ECZANESİ;CORUM MERKEZ -2;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;10,0;1,0;11,0;843,86;
17.07.2025;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8680001235780;ERBAA ECZANESİ;TOKAT ERBAA;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;5,0;0,0;5,0;421,93;
14.07.2025;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;8680001626038;KUTLAY ECZANESİ;GIRESUN MERKEZ -2;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;1,0;0,0;1,0;54,33;
25.07.2025;SELÇUK ECZA DEPOSU;SELÇUK ERZURUM;8680001130672;DİLER ECZANESİ;ERZURUM MERKEZ -3;ACİDPASS;Acidpass 10/800/165 mg 6 Çiğneme Tablet;10,0;1,0;11,0;521,93;
13.07.2025;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8680001169610;HIZIR ECZANESİ;TOKAT TURHAL;DESTEVİT;Destevit 20.000 IU 14 Yumuşak Kapsül;10,0;1,0;11,0;867,6;
23.07.2025;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8680001235780;ERBAA ECZANESİ;TOKAT ERBAA;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;115,0;95,0;210,0;8.990,56;
18.07.2025;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8680001243457;ÇAĞDAŞ ECZANESİ;TOKAT ERBAA;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;115,0;95,0;210,0;8.990,56;
18.07.2025;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;8680001564019;DOĞA ECZANESİ;TRABZON MERKEZ -3;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;-16,0;-6,0;-22,0;-1.350,24;
17.07.2025;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8680001158515;HAYAT ECZANESİ;ORDU GUNEY ILCELER -1;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;10,0;1,0;11,0;843,86;
31.07.2025;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8680001690800;ÇELİK ECZANESİ;SAMSUN DOGU ILCELER;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;2,0;0,0;2,0;168,77;
22.07.2025;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8680001169610;HIZIR ECZANESİ;TOKAT TURHAL;DESTEVİT;Destevit 20.000 IU 14 Yumuşak Kapsül;10,0;1,0;11,0;867,6;
14.07.2025;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;8680001744961;ÇİÇEK ECZANESİ;RIZE BATI ILCELER;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;5,0;0,0;5,0;421,93;
11.07.2025;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;8680001499892;TUĞÇE ECZANESİ;GIRESUN MERKEZ -2;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;10,0;4,0;14,0;781,79;
09.07.2025;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;8680001516100;TORUL ECZANESİ;GUMUSHANE;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;10,0;1,0;11,0;843,86;
21.07.2025;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;8680001264520;MURATOĞLU ECZANESİ;TRABZON DUZKOY+MACKA;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;10,0;4,0;14,0;781,79;
30.07.2025;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;8680001272112;ÖNDER ECZANESİ;TRABZON MERKEZ -2;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;2,0;0,0;2,0;168,77;
16.07.2025;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;8680001377954;ERDOĞAN ECZANESİ;TRABZON MERKEZ -4;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;50,0;35,0;85,0;3.908,94;
18.07.2025;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;8680001432790;MERKEZ ECZANESİ;TRABZON DOGU ILCELER - 2;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;2,0;0,0;2,0;168,77;
10.07.2025;SELÇUK ECZA DEPOSU;SELÇUK ERZURUM;8680001381081;FERİT ECZANESİ;ERZINCAN MERKEZ;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;10,0;1,0;11,0;843,86;
