Tarih;Ana Depo;Depo;GLN;Kontak Adı;Kontak Brick;Ürün;Form;Satış Adet;Satış MF;Toplam Satış;Toplam Tutar;İade
16.01.2025;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;8680001428786;ŞAHİN ECZANESİ;TRABZON DOGU ILCELER - 2;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;5;1;6;390,89;
15.01.2025;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8680001513369;SÜMER ECZANESİ;SAMSUN HAVZA+KAVAK+LADIK;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;4;0;4;337,54;
30.01.2025;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8680001549382;BENGİ ECZANESİ;SAMSUN ILKADIM - 2;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;5;1;6;554,58;
29.01.2025;SELÇUK ECZA DEPOSU;SELÇUK ERZURUM;8680001633852;KONAK ECZANESİ;AGRI MERKEZ;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;5;0;5;421,93;
22.01.2025;SELÇUK ECZA DEPOSU;SELÇUK ERZURUM;8680001171774;ARTAÇ ECZANESİ;KARS ILCELER;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;22;8;30;2440,15;
22.01.2025;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;8680001453931;LOKMAN HEKİM ECZANESİ;RIZE MERKEZ;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;30;10;40;3327,48;
24.01.2025;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;8680001472376;HALK ECZANESİ;ARTVIN KUZEY ILCELER;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;10;3;13;1109,16;
03.01.2025;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8680001120871;YAŞAM ECZANESİ;SINOP DOGU-BATI ILCELER;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;10;3;13;867,48;
14.01.2025;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8680001114160;FAKÜLTE ECZANESİ;SAMSUN ATAKENT+19 MAYIS;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;2;0;2;168,77;
20.01.2025;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8680001114375;GÜNGÖRMÜŞ ECZANESİ;SAMSUN ULUGAZI;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;1;0;1;84,39;
13.01.2025;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8680001123872;SELMA ECZANESİ;SIVAS MERKEZ -2;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;10;3;13;1109,16;
20.01.2025;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;8680001260157;SAĞLIK ECZANESİ;TRABZON BATI ILCELER - 2;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;2;0;2;168,77;
17.01.2025;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;8680001260829;BURCU ECZANESİ;TRABZON DOGU ILCELER - 2;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;10;1;11;843,86;
17.01.2025;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;8680001111213;KARADENİZ ECZANESİ;RIZE MERKEZ;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;50;15;65;4219,31;
30.01.2025;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;8680001112074;YENİ ECZANE;RIZE MERKEZ;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;10;1;11;843,86;
06.01.2025;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;8680001112869;OZAN ECZANESİ;ARTVIN MERKEZ+DOGU+GUNEY;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;10;2;12;543,3;
31.01.2025;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8680001626922;DİLA ECZANESİ;SAMSUN BAHCELIEVLER;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;2;0;2;168,77;
21.01.2025;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8680001693221;CADDE YEDİTEPE ECZANESİ;CORUM MERKEZ -1;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;4;0;4;337,54;
12.01.2025;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8680001699667;EGE ECZANESİ;TOKAT DOGU ILCELER;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;10;3;13;1109,16;
30.01.2025;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;8680001204960;SAĞLIK ECZANESİ;TRABZON DOGU ILCELER -1;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;30;15;45;2345,36;
29.01.2025;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;8680001215331;AYDIN ECZANESİ;TRABZON MERKEZ -2;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;5;0;5;421,93;
02.01.2025;SELÇUK ECZA DEPOSU;SELÇUK ERZURUM;8680001695225;NADİR ECZANESİ;AGRI MERKEZ;DEXİREN;Dexiren 25 mg 20 Film Kaplı Tablet;25;15;40;1054,35;
03.01.2025;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8680001170678;GÖKHAN ECZANESİ;TOKAT DOGU ILCELER;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;5;0;5;421,93;
17.01.2025;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8680001183937;SARAY ECZANESİ;TOKAT BATI ILCELER;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;5;1;6;554,58;
16.01.2025;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8680001147052;ERAY ECZANESİ;CORUM MERKEZ -3;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;10;1;11;843,86;
27.01.2025;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8680001149254;TOLGA ECZANESİ;SIVAS MERKEZ -2;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;30;15;45;2345,36;
04.01.2025;SELÇUK ECZA DEPOSU;SELÇUK ERZURUM;8680001124220;MAHALLEBAŞI ECZANESİ;ERZURUM MERKEZ -2;ACİDPASS;Acidpass 10/800/165 mg 6 Çiğneme Tablet;1;0;1;52,19;
15.01.2025;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8680001142606;DAMLA ECZANESİ;CORUM MERKEZ -3;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;30;15;45;3327,48;
16.01.2025;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8680001147465;DAMLA GÜMÜŞAĞA ECZANESİ;CORUM MERKEZ -2;ACİDPASS;Acidpass 10/800/165 mg 6 Çiğneme Tablet;2;0;2;104,39;
09.01.2025;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8680001153862;ÖZDEN ECZANESİ;CORUM KUZEY ILCELER;ACİDPASS;Acidpass 10/800/165 mg 6 Çiğneme Tablet;2;0;2;104,39;
03.01.2025;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8680001568949;VITAMIN ECZANESI;ORDU UNYE;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;10;3;13;1109,16;
30.01.2025;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8680001233144;ULUBEY ECZANESİ;ORDU DOGU ILCELER;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;10;1;11;843,86;
11.01.2025;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8680001254682;ÇINAR ECZANESİ;ORDU FATSA;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;10;3;13;1109,16;
10.01.2025;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;8680001416189;TANJANT ECZANESİ;TRABZON MERKEZ -2;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;20;3;23;1687,72;
31.01.2025;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;8680001428786;ŞAHİN ECZANESİ;TRABZON DOGU ILCELER - 2;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;10;1;11;843,86;
30.01.2025;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8680001158195;ÇAĞLI ECZANESİ;CORUM MERKEZ -1;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;5;1;6;390,89;
23.01.2025;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8680001198665;ONUR ECZANESİ;TOKAT BATI ILCELER;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;10;1;11;843,86;
28.01.2025;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8680001255559;YENİ ÇARŞI ECZANESİ;ORDU MERKEZ -2;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;2;0;2;168,77;
16.01.2025;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;8680001115488;IŞIK ECZANESİ;RIZE DOGU ILCELER;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;30;15;45;3327,48;
21.01.2025;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;8680001187171;YÜCE ECZANESİ;GUMUSHANE;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;4;0;4;443,66;
24.01.2025;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;8680001187959;GÜRSOY ECZANESİ;GIRESUN BULANCAK+PIRAZIZ;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;10;3;13;1109,16;
24.01.2025;SELÇUK ECZA DEPOSU;SELÇUK ERZURUM;8680001119646;UÇAR ECZANESİ;ERZURUM MERKEZ -2;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;2;0;2;168,77;
17.01.2025;SELÇUK ECZA DEPOSU;SELÇUK ERZURUM;8680001145980;ÖZLEM ECZANESİ;AGRI ILCELER;DEXİREN;Dexiren 25 mg 20 Film Kaplı Tablet;10;5;15;421,74;
17.01.2025;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8680001116263;İNCİ ECZANESİ;SINOP MERKEZ;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;30;15;45;3327,48;
14.01.2025;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8680001156016;ENGİNİN ECZANESİ;CORUM GUNEYDOGU ILCELER;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;10;1;11;843,86;
16.01.2025;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8680001158744;ZEREN ECZANESİ;SIVAS MERKEZ -3;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;10;3;13;781,79;
20.01.2025;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;8680001492497;ÖMÜR ECZANESİ;ARTVIN MERKEZ+DOGU+GUNEY;DEXİREN;Dexiren 25 mg 20 Film Kaplı Tablet;10;5;15;421,74;
03.01.2025;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8680001472284;ÖZKAYNAK ECZANESİ;SIVAS MERKEZ -4;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;2;0;2;168,77;
07.01.2025;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8680001168422;GAZİOĞLU ECZANESİ;TOKAT MERKEZ -2;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;2;0;2;156,36;
24.01.2025;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8680001169153;ELİF ECZANESİ;TOKAT MERKEZ -1;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;3;0;3;253,16;
09.01.2025;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8680001706730;YILMAZ ECZANESİ;AMASYA ILCELER;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;10;3;13;1109,16;
16.01.2025;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8680001716401;MERT ECZANESİ;SAMSUN ATAKUM;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;10;1;11;843,86;
03.01.2025;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8680001734962;GELİNCİK ECZANESİ;SINOP MERKEZ;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;5;0;5;421,93;
09.01.2025;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8680001738267;1919 ECZANESİ;SAMSUN ATAKENT+19 MAYIS;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;10;3;13;781,79;
28.01.2025;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8680001104239;CEDİT ECZANESİ;SAMSUN DOGU ILCELER;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;22;8;30;2440,15;
22.01.2025;SELÇUK ECZA DEPOSU;SELÇUK ERZURUM;8680001734672;BEYOĞLU ECZANESİ;ERZURUM GUNEY ILCELER;DEXİREN;Dexiren 25 mg 20 Film Kaplı Tablet;5;0;5;210,87;
25.01.2025;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8680001155750;GÜLCAN ECZANESİ;CORUM GUNEYBATI ILCELER;DEXİREN;Dexiren 25 mg 20 Film Kaplı Tablet;25;15;40;1054,35;
23.01.2025;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8680001715589;HİTİT ECZANESİ;CORUM MERKEZ -3;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;10;3;13;781,79;
28.01.2025;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;8680001500086;YAĞIZ ECZANESİ;TRABZON MERKEZ -3;ACİDPASS;Acidpass 10/800/165 mg 6 Çiğneme Tablet;1;0;1;52,19;
17.01.2025;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8680001116799;EKİN ECZANESİ;SINOP DOGU-BATI ILCELER;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;10;1;11;843,86;
30.01.2025;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;8680001113644;ŞİFA ECZANESİ;RIZE DOGU ILCELER;DEXİREN;Dexiren 25 mg 20 Film Kaplı Tablet;10;5;15;421,74;
23.01.2025;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;8680001132485;YENİ BAYRAKTAR ECZANESİ;ARTVIN KUZEY ILCELER;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;2;0;2;168,77;
17.01.2025;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;8680001252930;GÜNER ECZANESİ;TRABZON AKCAABAT;DEXİREN;Dexiren 25 mg 20 Film Kaplı Tablet;10;5;15;421,74;
30.01.2025;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;8680001274550;ESRA ECZANESİ;TRABZON DOGU ILCELER -1;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;22;8;30;2440,15;
31.01.2025;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8680001554294;TARIK ECZANESİ;SIVAS MERKEZ -2;DEXİREN;Dexiren 25 mg 20 Film Kaplı Tablet;10;5;15;421,74;
24.01.2025;SELÇUK ECZA DEPOSU;SELÇUK ERZURUM;8680001730810;CAN ECZANESİ;KARS ILCELER;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;22;8;30;2440,15;
10.01.2025;SELÇUK ECZA DEPOSU;SELÇUK ERZURUM;8680001731626;TÜRKAN ECZANESİ;ERZURUM GUNEY ILCELER;PANOCER;Panocer 40 mg 14 Enterik Kaplı Tablet;10;3;13;600,3;
19.01.2025;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8680001200597;SAĞLIK ECZANESİ;TOKAT BATI ILCELER;DEXİREN;Dexiren 25 mg 20 Film Kaplı Tablet;-10;-5;-15;-421,74;
23.01.2025;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;8680001277926;ÇİĞDEM ECZANESİ;TRABZON BATI ILCELER - 2;DEXİREN;Dexiren 25 mg 20 Film Kaplı Tablet;60;72;132;2530,44;
07.01.2025;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;8680001123858;ŞİFA ECZANESİ;RIZE BATI ILCELER;DEXİREN;Dexiren 25 mg 20 Film Kaplı Tablet;10;5;15;421,74;
10.01.2025;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8680001170678;GÖKHAN ECZANESİ;TOKAT DOGU ILCELER;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;2;0;2;168,77;
20.01.2025;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;8680001108459;TOPÇU ECZANESİ;RIZE MERKEZ;DEXİREN;Dexiren 25 mg 20 Film Kaplı Tablet;15;7;22;632,61;
06.01.2025;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;8680001109821;SEVGİ ECZANESİ;RIZE MERKEZ;ACİDPASS;Acidpass 10/800/165 mg 6 Çiğneme Tablet;10;1;11;521,93;
30.01.2025;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8680001796687;BUĞRA ECZANESI;ORDU BATI ILCELER;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;10;1;11;843,86;
20.01.2025;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8680001252817;AKAR ECZANESİ;ORDU FATSA;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;10;3;13;781,79;
03.01.2025;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8680001157846;BÜLBÜLOĞLU ECZANESİ;CORUM MERKEZ -2;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;10;3;13;867,48;
27.01.2025;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8680001117079;ÇARŞAMBA ECZANESİ;SAMSUN DOGU ILCELER - 2;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;10;2;12;543,3;
21.01.2025;SELÇUK ECZA DEPOSU;SELÇUK ERZURUM;8680001399802;YENİ MELEK ECZANESİ;AGRI DIYADIN+D.BEYAZIT;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;30;15;45;2345,36;
02.01.2025;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8680001531691;ÇALIŞKAN ECZANESİ;CORUM MERKEZ -3;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;3;0;3;253,16;
02.01.2025;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;8680001105649;HASTANELER ECZANESİ;RIZE MERKEZ;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;10;1;11;843,86;
01.01.2025;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8680001468553;KARTAL ECZANESİ;CORUM MERKEZ -3;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;10;3;13;867,48;
14.01.2025;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8680001116980;HANDE ECZANESİ;SAMSUN ILKADIM - 2;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;1;0;1;84,39;
23.01.2025;SELÇUK ECZA DEPOSU;SELÇUK ERZURUM;8680001668168;ASRIN ECZANESİ;ERZURUM MERKEZ -1;DEXİREN;Dexiren 25 mg 20 Film Kaplı Tablet;10;5;15;421,74;
21.01.2025;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8680001477913;ÖZEL BÜYÜK ANADOLU MEYDAN HASTANE ECZANESİ;SAMSUN ILKADIM - 2;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;2;0;2;221,83;
28.01.2025;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8680001188697;SAĞLIK ECZANESİ;ORDU BATI ILCELER;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;10;3;13;1109,16;
22.01.2025;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8680001302963;YENİ ECZANESİ;ORDU MERKEZ -2;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;20;3;23;1687,72;
15.01.2025;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8680001141371;PELİN ECZANESİ;SAMSUN HURRIYET+ZAFER;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;2;0;2;168,77;
22.01.2025;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8680001111565;ERDEN ECZANESİ;SAMSUN ATAKUM;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;5;0;5;421,93;
17.01.2025;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8680001112050;TÜRKER ECZANESİ;SAMSUN RASATHANE;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;10;1;11;843,86;
20.01.2025;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8680001113095;AZİZ ECZANESİ;SAMSUN ADALET;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;2;0;2;168,77;
16.01.2025;SELÇUK ECZA DEPOSU;SELÇUK ERZURUM;8680001114382;YAŞAM ECZANESİ;AGRI MERKEZ;PANOCER;Panocer 40 mg 14 Enterik Kaplı Tablet;5;1;6;300,15;
24.01.2025;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;8680001171453;KARACA ECZANESİ;GIRESUN MERKEZ -2;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;10;1;11;843,86;
30.01.2025;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;8680001174232;ÜMITKÖY AKÇAY ECZANESİ;GUMUSHANE;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;10;3;13;1109,16;
29.01.2025;SELÇUK ECZA DEPOSU;SELÇUK ERZURUM;8680001566983;CADDE ECZANESİ;ERZURUM MERKEZ -3;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;3;0;3;253,16;
08.01.2025;SELÇUK ECZA DEPOSU;SELÇUK ERZURUM;8680001641130;DERMAN ECZANESİ;ERZURUM MERKEZ -3;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;5;1;6;554,58;
30.01.2025;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;8680001115075;DEMİR ECZANESİ;ARTVIN MERKEZ+DOGU+GUNEY;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;22;8;30;2440,15;
22.01.2025;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;8680001174232;ÜMITKÖY AKÇAY ECZANESİ;GUMUSHANE;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;30;15;45;2345,36;
07.01.2025;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;8680001264520;MURATOĞLU ECZANESİ;TRABZON DUZKOY+MACKA;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;10;3;13;781,79;
10.01.2025;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8680001469574;TAN ECZANESİ;ORDU UNYE;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;10;3;13;1109,16;
21.01.2025;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8680001119813;DERMAN ECZANESİ;SAMSUN DOGU ILCELER - 2;DEXİREN;Dexiren 25 mg 20 Film Kaplı Tablet;10;5;15;421,74;
20.01.2025;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;8680001623013;İPEK ECZANESİ;TRABZON MERKEZ -3;ACİDPASS;Acidpass 10/800/165 mg 6 Çiğneme Tablet;3;0;3;156,58;
05.01.2025;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;8680001225859;GÜVEN ECZANESİ;GUMUSHANE;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;10;3;13;1109,16;
02.01.2025;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;8680001265886;TURAN ECZANESİ;TRABZON MERKEZ -4;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;3;0;3;260,24;
