Tarih;Ana Depo;Depo;GLN;Kontak Adı;Kontak Brick;Ürün;Form;Satış Adet;Satış MF;Toplam Satış;Toplam Tutar
26.02.2025;NEVZAT ECZA DEPOSU;NEVZAT ERZURUM;8680001599837;MENGÜCELİ ECZANESİ;ERZINCAN MERKEZ;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;50,0;30,0;80,0;3.908,94
26.02.2025;NEVZAT ECZA DEPOSU;NEVZAT ERZURUM;8680001109982;ŞAFAK ECZANESİ;ERZURUM MERKEZ -3;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;3,0;0,0;3,0;253,16
26.02.2025;NEVZAT ECZA DEPOSU;NEVZAT ERZURUM;8680001500628;TUĞÇE ECZANESİ;ERZINCAN MERKEZ;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;3,0;0,0;3,0;253,16
26.02.2025;NEVZAT ECZA DEPOSU;NEVZAT ERZURUM;8680001646463;TİMUR ECZANESİ;ERZURUM MERKEZ -1;ACİDPASS;Acidpass 10/800/165 mg 6 Çiğneme Tablet;3,0;0,0;3,0;156,58
27.02.2025;NEVZAT ECZA DEPOSU;NEVZAT ERZURUM;8680001500628;TUĞÇE ECZANESİ;ERZINCAN MERKEZ;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;-20,0;-6,0;-26,0;-1.563,58
12.02.2025;NEVZAT ECZA DEPOSU;NEVZAT ERZURUM;8680001465958;GÜL ECZANESİ;ERZINCAN MERKEZ;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;5,0;1,0;6,0;554,58
12.02.2025;NEVZAT ECZA DEPOSU;NEVZAT ERZURUM;8680001734672;BEYOĞLU ECZANESİ;ERZURUM GUNEY ILCELER;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;5,0;0,0;5,0;421,93
12.02.2025;NEVZAT ECZA DEPOSU;NEVZAT ERZURUM;8680001654918;HARUN ECZANESİ;AGRI MERKEZ;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;3,0;0,0;3,0;253,16
13.02.2025;NEVZAT ECZA DEPOSU;NEVZAT ERZURUM;8680001119455;ŞEKER ECZANESİ;ERZURUM MERKEZ -3;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;20,0;3,0;23,0;1.687,72
13.02.2025;NEVZAT ECZA DEPOSU;NEVZAT ERZURUM;8680001500628;TUĞÇE ECZANESİ;ERZINCAN MERKEZ;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;2,0;0,0;2,0;168,77
13.02.2025;NEVZAT ECZA DEPOSU;NEVZAT ERZURUM;8680001441976;CAN ECZANESİ;AGRI DIYADIN+D.BEYAZIT;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;10,0;3,0;13,0;1.109,16
14.02.2025;NEVZAT ECZA DEPOSU;NEVZAT ERZURUM;8680001170869;ATAŞ ECZANESİ;KARS ILCELER;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;-1,0;0,0;-1,0;-54,33
14.02.2025;NEVZAT ECZA DEPOSU;NEVZAT ERZURUM;8680001654918;HARUN ECZANESİ;AGRI MERKEZ;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;10,0;3,0;13,0;781,79
15.02.2025;NEVZAT ECZA DEPOSU;NEVZAT ERZURUM;8680001489763;ÇAKIR SEVEN ECZANESİ;ERZINCAN MERKEZ;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;10,0;1,0;11,0;843,86
17.02.2025;NEVZAT ECZA DEPOSU;NEVZAT ERZURUM;8680001461301;ROZA ECZANESİ;AGRI ILCELER;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;3,0;0,0;3,0;253,16
17.02.2025;NEVZAT ECZA DEPOSU;NEVZAT ERZURUM;8680001462803;ZARİF ECZANESİ;AGRI MERKEZ;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;10,0;1,0;11,0;843,86
18.02.2025;NEVZAT ECZA DEPOSU;NEVZAT ERZURUM;8680001111268;SEVGİ ECZANESİ;ERZURUM MERKEZ -2;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;5,0;1,0;6,0;554,58
18.02.2025;NEVZAT ECZA DEPOSU;NEVZAT ERZURUM;8680001178650;TAMER ECZANESİ;KARS ILCELER;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;10,0;3,0;13,0;1.109,16
18.02.2025;NEVZAT ECZA DEPOSU;NEVZAT ERZURUM;8680001238194;HİZMET ECZANESİ;ERZINCAN MERKEZ;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;10,0;1,0;11,0;843,86
18.02.2025;NEVZAT ECZA DEPOSU;NEVZAT ERZURUM;8680001458912;GEÇİT ECZANESİ;ERZINCAN MERKEZ;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;3,0;0,0;3,0;253,16
18.02.2025;NEVZAT ECZA DEPOSU;NEVZAT ERZURUM;8680001307692;SAFFET ECZANESİ;KARS ILCELER;PANOCER;Panocer 40 mg 14 Enterik Kaplı Tablet;5,0;1,0;6,0;300,15
18.02.2025;NEVZAT ECZA DEPOSU;NEVZAT ERZURUM;8680001650361;ENBİYA ECZANESİ;KARS MERKEZ;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;30,0;15,0;45,0;2.345,36
18.02.2025;NEVZAT ECZA DEPOSU;NEVZAT ERZURUM;8680001238460;GÜLER ECZANESİ;ERZINCAN MERKEZ;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;10,0;1,0;11,0;843,86
18.02.2025;NEVZAT ECZA DEPOSU;NEVZAT ERZURUM;8680001516971;KERVANSARAY ECZANESİ;ERZURUM MERKEZ -3;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;10,0;1,0;11,0;843,86
19.02.2025;NEVZAT ECZA DEPOSU;NEVZAT ERZURUM;8680001717484;EBRULİ ECZANESİ;ERZURUM MERKEZ -2;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;50,0;30,0;80,0;3.908,94
19.02.2025;NEVZAT ECZA DEPOSU;NEVZAT ERZURUM;8680001238194;HİZMET ECZANESİ;ERZINCAN MERKEZ;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;30,0;15,0;45,0;2.345,36
19.02.2025;NEVZAT ECZA DEPOSU;NEVZAT ERZURUM;8680001500628;TUĞÇE ECZANESİ;ERZINCAN MERKEZ;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;20,0;6,0;26,0;1.563,58
28.02.2025;NEVZAT ECZA DEPOSU;NEVZAT ERZURUM;8680001635214;ZEHRA ECZANESİ;ERZURUM MERKEZ -3;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;2,0;0,0;2,0;168,77
28.02.2025;NEVZAT ECZA DEPOSU;NEVZAT ERZURUM;8680001377756;VURAL ECZANESİ;ERZURUM MERKEZ -3;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;2,0;0,0;2,0;168,77
28.02.2025;NEVZAT ECZA DEPOSU;NEVZAT ERZURUM;8680001526055;YUSUFOĞLU ECZANESİ;KARS ILCELER;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;5,0;1,0;6,0;554,58
03.02.2025;NEVZAT ECZA DEPOSU;NEVZAT ERZURUM;8680001714285;DERMAN ECZANESİ;ERZURUM GUNEY ILCELER;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;10,0;3,0;13,0;781,79
03.02.2025;NEVZAT ECZA DEPOSU;NEVZAT ERZURUM;8680001474691;NUR ECZANESİ;KARS ILCELER;PANOCER;Panocer 40 mg 14 Enterik Kaplı Tablet;5,0;1,0;6,0;300,15
03.02.2025;NEVZAT ECZA DEPOSU;NEVZAT ERZURUM;8680001441976;CAN ECZANESİ;AGRI DIYADIN+D.BEYAZIT;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;10,0;3,0;13,0;1.109,16
26.02.2025;NEVZAT ECZA DEPOSU;NEVZAT TRABZON;8680001268399;BACIOĞLU ECZANESİ;TRABZON DOGU ILCELER - 2;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;50,0;30,0;80,0;3.908,94
26.02.2025;NEVZAT ECZA DEPOSU;NEVZAT TRABZON;8680001238552;ERDOĞDU ECZANESİ;TRABZON MERKEZ -1;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;1,0;0,0;1,0;84,39
26.02.2025;NEVZAT ECZA DEPOSU;NEVZAT TRABZON;8680001276028;AYLA ECZANESİ;TRABZON MERKEZ -1;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;50,0;15,0;65,0;4.219,31
26.02.2025;NEVZAT ECZA DEPOSU;NEVZAT TRABZON;8680001198634;ÇUKURÇAYIR ECZANESİ;TRABZON MERKEZ -3;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;5,0;1,0;6,0;554,58
26.02.2025;NEVZAT ECZA DEPOSU;NEVZAT TRABZON;8680001713677;YENİ MEDRESEÖNÜ ECZANESİ;ORDU DOGU ILCELER;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;2,0;0,0;2,0;221,83
26.02.2025;NEVZAT ECZA DEPOSU;NEVZAT TRABZON;8680001158423;HALK ECZANESİ;ORDU BATI ILCELER;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;10,0;3,0;13,0;1.109,16
26.02.2025;NEVZAT ECZA DEPOSU;NEVZAT TRABZON;8680001277759;TOPALOĞLU ECZANESİ;ORDU FATSA;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;30,0;10,0;40,0;3.327,48
27.02.2025;NEVZAT ECZA DEPOSU;NEVZAT TRABZON;8680001415298;ÖZNUR ECZANESİ;TRABZON AKCAABAT;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;5,0;1,0;6,0;554,58
27.02.2025;NEVZAT ECZA DEPOSU;NEVZAT TRABZON;8680001528530;BİRİNCİ ECZANESİ;TRABZON MERKEZ -2;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;10,0;3,0;13,0;781,79
27.02.2025;NEVZAT ECZA DEPOSU;NEVZAT TRABZON;8680001236237;ANADOLU ECZANESİ;TRABZON DUZKOY+MACKA;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;2,0;0,0;2,0;168,77
27.02.2025;NEVZAT ECZA DEPOSU;NEVZAT TRABZON;8680001254903;DEVA ECZANESİ;ORDU FATSA;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;30,0;15,0;45,0;2.345,36
28.02.2025;NEVZAT ECZA DEPOSU;NEVZAT TRABZON;8680001443925;DOĞANKÖY ŞİFA ECZANESİ;TRABZON AKCAABAT;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;5,0;1,0;6,0;390,89
28.02.2025;NEVZAT ECZA DEPOSU;NEVZAT TRABZON;8680001411962;ŞÜKRAN ECZANESİ;GIRESUN DOGU ILCELER -2;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;5,0;1,0;6,0;390,89
28.02.2025;NEVZAT ECZA DEPOSU;NEVZAT TRABZON;8680001277209;TONYA ECZANESİ;TRABZON BATI ILCELER - 2;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;10,0;3,0;13,0;1.109,16
01.02.2025;NEVZAT ECZA DEPOSU;NEVZAT TRABZON;8680001520213;ÜNİVERSİTE ECZANESİ;TRABZON MERKEZ -3;PANOCER;Panocer 40 mg 14 Enterik Kaplı Tablet;10,0;3,0;13,0;600,3
01.02.2025;NEVZAT ECZA DEPOSU;NEVZAT TRABZON;8680001423484;KANAAT ECZANESİ;ORDU FATSA;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;10,0;3,0;13,0;1.109,16
01.02.2025;NEVZAT ECZA DEPOSU;NEVZAT TRABZON;8680001423484;KANAAT ECZANESİ;ORDU FATSA;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;10,0;3,0;13,0;1.109,16
02.02.2025;NEVZAT ECZA DEPOSU;NEVZAT TRABZON;8680001206322;ŞALPAZARI ECZANESİ;TRABZON BATI ILCELER - 2;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;10,0;3,0;13,0;1.109,16
02.02.2025;NEVZAT ECZA DEPOSU;NEVZAT TRABZON;8680001254347;ALİBEYOĞLU ECZANESİ;TRABZON MERKEZ -3;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;10,0;3,0;13,0;1.109,16
03.02.2025;NEVZAT ECZA DEPOSU;NEVZAT TRABZON;8680001265435;UĞUR ECZANESİ;TRABZON AKCAABAT;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;5,0;1,0;6,0;554,58
03.02.2025;NEVZAT ECZA DEPOSU;NEVZAT TRABZON;8680001230976;EDA ECZANESİ;TRABZON DOGU ILCELER - 2;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;1,0;0,0;1,0;84,39
03.02.2025;NEVZAT ECZA DEPOSU;NEVZAT TRABZON;8680001213252;GÖNÜL ECZANESİ;TRABZON AKCAABAT;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;5,0;1,0;6,0;554,58
03.02.2025;NEVZAT ECZA DEPOSU;NEVZAT TRABZON;8680001484645;SÖĞÜTLÜ ECZANESİ;TRABZON AKCAABAT;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;10,0;3,0;13,0;781,79
03.02.2025;NEVZAT ECZA DEPOSU;NEVZAT TRABZON;8680001277544;ÇAĞLAR ECZANESİ;TRABZON BATI ILCELER - 2;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;10,0;3,0;13,0;781,79
03.02.2025;NEVZAT ECZA DEPOSU;NEVZAT TRABZON;8680001518876;EMRE ECZANESİ;GIRESUN MERKEZ -2;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;10,0;3,0;13,0;781,79
03.02.2025;NEVZAT ECZA DEPOSU;NEVZAT TRABZON;8680001158423;HALK ECZANESİ;ORDU BATI ILCELER;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;5,0;1,0;6,0;554,58
04.02.2025;NEVZAT ECZA DEPOSU;NEVZAT TRABZON;8680001520213;ÜNİVERSİTE ECZANESİ;TRABZON MERKEZ -3;PANOCER;Panocer 40 mg 14 Enterik Kaplı Tablet;10,0;3,0;13,0;600,3
04.02.2025;NEVZAT ECZA DEPOSU;NEVZAT TRABZON;8680001277155;DEVA ECZANESİ;TRABZON MERKEZ -3;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;10,0;3,0;13,0;1.109,16
04.02.2025;NEVZAT ECZA DEPOSU;NEVZAT TRABZON;8680001381609;ARDA ECZANESİ;ORDU MERKEZ -3;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;5,0;1,0;6,0;554,58
05.02.2025;NEVZAT ECZA DEPOSU;NEVZAT TRABZON;8680001413591;ZEKİ ECZANESİ;TRABZON BATI ILCELER - 2;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;30,0;15,0;45,0;3.327,48
05.02.2025;NEVZAT ECZA DEPOSU;NEVZAT TRABZON;8680001275779;SEBAT ECZANESİ;TRABZON AKCAABAT;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;10,0;3,0;13,0;1.109,16
05.02.2025;NEVZAT ECZA DEPOSU;NEVZAT TRABZON;8680001291649;ŞEYMA ECZANESİ;TRABZON MERKEZ -1;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;10,0;3,0;13,0;1.109,16
05.02.2025;NEVZAT ECZA DEPOSU;NEVZAT TRABZON;8680001450756;EBRU ECZANESİ;GIRESUN MERKEZ -2;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;5,0;1,0;6,0;390,89
05.02.2025;NEVZAT ECZA DEPOSU;NEVZAT TRABZON;8680001172900;IRMAK ECZANESİ;GIRESUN MERKEZ -2;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;5,0;1,0;6,0;554,58
12.02.2025;NEVZAT ECZA DEPOSU;NEVZAT TRABZON;8680001455775;AB-I HAYAT ECZANESİ;ORDU FATSA;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;5,0;1,0;6,0;554,58
13.02.2025;NEVZAT ECZA DEPOSU;NEVZAT TRABZON;8680001527892;FEYZA ECZANESİ;TRABZON DOGU ILCELER - 2;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;5,0;1,0;6,0;390,89
13.02.2025;NEVZAT ECZA DEPOSU;NEVZAT TRABZON;8680001274451;FATİH ECZANESİ;TRABZON MERKEZ -1;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;20,0;3,0;23,0;1.687,72
13.02.2025;NEVZAT ECZA DEPOSU;NEVZAT TRABZON;8680001277230;MERKEZ ECZANESİ;ORDU FATSA;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;10,0;1,0;11,0;843,86
14.02.2025;NEVZAT ECZA DEPOSU;NEVZAT TRABZON;8680001520213;ÜNİVERSİTE ECZANESİ;TRABZON MERKEZ -3;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;10,0;1,0;11,0;843,86
14.02.2025;NEVZAT ECZA DEPOSU;NEVZAT TRABZON;8680001513338;MERVE ECZANESİ;TRABZON MERKEZ -1;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;10,0;1,0;11,0;843,86
14.02.2025;NEVZAT ECZA DEPOSU;NEVZAT TRABZON;8680001291649;ŞEYMA ECZANESİ;TRABZON MERKEZ -1;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;2,0;0,0;2,0;168,77
14.02.2025;NEVZAT ECZA DEPOSU;NEVZAT TRABZON;8680001148233;ÇELENK ECZANESİ;ORDU MERKEZ -1;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;10,0;3,0;13,0;781,79
14.02.2025;NEVZAT ECZA DEPOSU;NEVZAT TRABZON;8680001423484;KANAAT ECZANESİ;ORDU FATSA;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;10,0;3,0;13,0;781,79
17.02.2025;NEVZAT ECZA DEPOSU;NEVZAT TRABZON;8680001415298;ÖZNUR ECZANESİ;TRABZON AKCAABAT;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;5,0;1,0;6,0;554,58
