Tarih;Ana Depo;Depo;GLN;Kontak Adı;Kontak Brick;Ürün;Form;Satış Adet;Satış MF;Toplam Satış;Toplam Tutar;İade
24.10.2025;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8680001666874;BUĞRA ECZANESI;TOKAT MERKEZ -1;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;5,0;1,0;6,0;554,58;
27.10.2025;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8680001518586;ELİF ECZANESİ;ORDU BATI ILCELER;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;1,0;0,0;1,0;54,33;
16.10.2025;SELÇUK ECZA DEPOSU;SELÇUK ERZURUM;8680001381081;FERİT ECZANESİ;ERZINCAN MERKEZ;DESTEVİT;Destevit 20.000 IU 14 Yumuşak Kapsül;2,0;0,0;2,0;173,52;
20.10.2025;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;8680001496808;HİLAL ECZANESİ;TRABZON DOGU ILCELER - 2;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;20,0;4,0;24,0;1.086,6;
03.10.2025;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8680001277919;İYİ ECZANESİ;ORDU FATSA;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;50,0;30,0;80,0;3.908,94;
24.10.2025;SELÇUK ECZA DEPOSU;SELÇUK ERZURUM;8680001501267;SARIKAMIS ECZANESİ;KARS ILCELER;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;10,0;1,0;11,0;843,86;
10.10.2025;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8680001422104;SERDAR ECZANESİ;TOKAT MERKEZ -1;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;10,0;1,0;11,0;843,86;
22.10.2025;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8680001137350;METİN ECZANESİ;SAMSUN DOGU ILCELER - 2;ACİDPASS;Acidpass 10/800/165 mg 6 Çiğneme Tablet;5,0;0,0;5,0;260,96;
03.10.2025;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;8680001111213;KARADENİZ ECZANESİ;RIZE MERKEZ;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;30,0;15,0;45,0;3.327,48;
09.10.2025;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;8680001265510;KARDELEN ECZANESİ;TRABZON MERKEZ -1;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;10,0;1,0;11,0;843,86;
03.10.2025;SELÇUK ECZA DEPOSU;SELÇUK ERZURUM;8680001474691;NUR ECZANESİ;KARS ILCELER;ACİDPASS;Acidpass 10/800/165 mg 6 Çiğneme Tablet;3,0;0,0;3,0;156,58;
17.10.2025;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8680001137374;ANADOLU ECZANESİ;SIVAS MERKEZ -4;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;10,0;4,0;14,0;781,79;
06.10.2025;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8680001114788;YEŞİM ECZANESİ;SAMSUN PAZAR;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;10,0;4,0;14,0;781,79;
07.10.2025;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8680001278220;KOÇ ECZANESİ;ORDU FATSA;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;3,0;0,0;3,0;162,99;
01.10.2025;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8680001157938;FATMA ECZANESİ;ORDU BATI ILCELER;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;20,0;3,0;23,0;1.687,72;
09.10.2025;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8680001260034;DOKUZ EYLÜL ECZANESİ;SAMSUN RASATHANE;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;30,0;15,0;45,0;3.327,48;
16.10.2025;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8680001488308;DEMET ERKAN ECZANESİ;TOKAT MERKEZ -1;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;120,0;90,0;210,0;9.381,46;
25.10.2025;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8680001792269;BORA ECZANESI;ORDU MERKEZ -1;DEXİREN;Dexiren 25 mg 20 Film Kaplı Tablet;10,0;5,0;15,0;421,74;
07.10.2025;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8680001184149;ÖZKAYA ECZANESİ;SAMSUN ILKADIM - 2;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;1,0;0,0;1,0;110,92;
07.10.2025;SELÇUK ECZA DEPOSU;SELÇUK ERZURUM;8680001600229;ŞÜKRÜPAŞA ECZANESİ;ERZURUM MERKEZ -1;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;2,0;0,0;2,0;168,77;
01.10.2025;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8680001157983;BÜYÜK ECZANESİ;CORUM MERKEZ -2;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;3,0;0,0;3,0;253,16;
09.10.2025;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;8680001673452;KUBRA ECZANESİ;TRABZON DOGU ILCELER - 2;ACİDPASS;Acidpass 10/800/165 mg 6 Çiğneme Tablet;-7,0;-1,0;-8,0;-365,33;
01.10.2025;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8680001167234;ASLI ECZANESİ;TOKAT MERKEZ -1;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;30,0;15,0;45,0;2.345,36;
09.10.2025;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;8680001251612;VOLKAN ECZANESİ;TRABZON BATI ILCELER - 2;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;10,0;1,0;11,0;843,86;
14.10.2025;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;8680001422494;DEMİRKILIÇ ECZANESİ;GIRESUN BULANCAK+PIRAZIZ;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;20,0;3,0;23,0;1.687,72;
27.10.2025;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8680001693221;CADDE YEDİTEPE ECZANESİ;CORUM MERKEZ -1;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;5,0;0,0;5,0;421,93;
15.10.2025;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8680001169238;TOKAT ECZANESİ;TOKAT MERKEZ -1;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;6,0;1,0;7,0;665,5;
24.10.2025;SELÇUK ECZA DEPOSU;SELÇUK ERZURUM;8680001717484;EBRULİ ECZANESİ;ERZURUM MERKEZ -2;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;3,0;0,0;3,0;253,16;
04.10.2025;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8680001170500;KUMRU ECZANESİ;TOKAT MERKEZ -1;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;2,0;0,0;2,0;168,77;
15.10.2025;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8680001302963;YENİ ECZANESİ;ORDU MERKEZ -2;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;10,0;4,0;14,0;781,79;
31.10.2025;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;8680001428786;ŞAHİN ECZANESİ;TRABZON DOGU ILCELER - 2;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;10,0;1,0;11,0;843,86;
11.10.2025;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8680001620067;SİNEM ECZANESİ;SAMSUN ATAKENT+19 MAYIS;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;2,0;0,0;2,0;108,66;
24.10.2025;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8680001719556;YENİ HAYAT ECZANESİ;ORDU UNYE;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;3,0;0,0;3,0;162,99;
03.10.2025;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8680001138647;ÖZLEM ECZANESİ;SINOP DOGU-BATI ILCELER;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;1,0;0,0;1,0;84,39;
03.10.2025;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8680001699858;IŞIN ECZANESİ;SIVAS MERKEZ -2;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;10,0;4,0;14,0;781,79;
17.10.2025;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8680001504404;YÖRE ECZANESİ;TOKAT BATI ILCELER;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;50,0;15,0;65,0;4.219,31;
23.10.2025;SELÇUK ECZA DEPOSU;SELÇUK ERZURUM;8680001461301;ROZA ECZANESİ;AGRI ILCELER;DEXİREN;Dexiren 25 mg 20 Film Kaplı Tablet;10,0;5,0;15,0;421,74;
24.10.2025;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8680001146949;DUYGU ECZANESİ;CORUM MERKEZ -1;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;2,0;0,0;2,0;108,66;
10.10.2025;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8680001725984;YENİ SANAYİ ECZANESİ;ORDU MERKEZ -3;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;20,0;3,0;23,0;1.687,72;
27.10.2025;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8680001101153;CEDİT ECZANESİ;SAMSUN ILKADIM - 2;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;3,0;0,0;3,0;162,99;
10.10.2025;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8680001146888;ŞAMLIOĞLU ECZANESİ;CORUM MERKEZ -2;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;10,0;1,0;11,0;843,86;
08.10.2025;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8680001545056;EYLÜL ECZANESİ;SAMSUN ATAKUM;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;3,0;0,0;3,0;162,99;
23.10.2025;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;8680001259762;ZEHRAGÜL ECZANESİ;TRABZON MERKEZ -2;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;10,0;3,0;13,0;781,79;
04.10.2025;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8680001145003;GÜVEN ECZANESİ;CORUM MERKEZ -3;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;10,0;1,0;11,0;843,86;
08.10.2025;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8680001170593;ÇAKIRTAŞ ECZANESİ;AMASYA ILCELER;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;10,0;2,0;12,0;543,3;
07.10.2025;SELÇUK ECZA DEPOSU;SELÇUK ERZURUM;8680001868513;KONGRE EZCANESİ;ERZURUM MERKEZ -2;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;10,0;4,0;14,0;781,79;
07.10.2025;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8680001156078;ESRA ECZANESİ;CORUM KARGI+OSMANCIK;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;10,0;1,0;11,0;843,86;
29.10.2025;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8680001484652;UYSAL ECZANESİ;SAMSUN RASATHANE;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;10,0;1,0;11,0;543,3;
03.10.2025;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8680001605439;ORGANIK ECZANESI;SAMSUN ATAKUM;ACİDPASS;Acidpass 10/800/165 mg 6 Çiğneme Tablet;3,0;0,0;3,0;156,58;
25.10.2025;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;8680001697496;İPEKYOLU ECZANESİ;TRABZON MERKEZ -4;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;2,0;0,0;2,0;168,77;
21.10.2025;SELÇUK ECZA DEPOSU;SELÇUK ERZURUM;8680001635177;ASYA ECZANESİ;ERZURUM MERKEZ -1;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;1,0;0,0;1,0;84,39;
18.10.2025;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;8680001463848;TILSIM ECZANESİ;TRABZON AKCAABAT;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;20,0;3,0;23,0;1.687,72;
22.10.2025;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;8680001374250;USTA ECZANESİ;RIZE MERKEZ;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;10,0;1,0;11,0;543,3;
23.10.2025;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8680001120871;YAŞAM ECZANESİ;SINOP DOGU-BATI ILCELER;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;10,0;1,0;11,0;843,86;
23.10.2025;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8680001422081;BURÇİN ECZANESİ;AMASYA ILCELER;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;50,0;10,0;60,0;4.219,31;
17.10.2025;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8680001188697;SAĞLIK ECZANESİ;ORDU BATI ILCELER;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;30,0;15,0;45,0;3.327,48;
09.10.2025;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8680001860258;DENİZ ECZANESİ;SAMSUN ATAKENT+19 MAYIS;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;-16,0;-12,0;-28,0;-1.250,88;
22.10.2025;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;8680001110629;İYİDERE ECZANESİ;RIZE BATI ILCELER;ACİDPASS;Acidpass 10/800/165 mg 6 Çiğneme Tablet;1,0;0,0;1,0;52,19;
24.10.2025;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;8680001111343;EKŞİOĞLU ECZANESİ;RIZE BATI ILCELER;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;50,0;10,0;60,0;4.219,31;
08.10.2025;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8680001123162;HATİPOĞLU ECZANESİ;AMASYA ILCELER;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;10,0;4,0;14,0;781,79;
09.10.2025;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;8680001100880;DUYGU ECZANESİ;RIZE MERKEZ;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;30,0;15,0;45,0;3.327,48;
22.10.2025;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;8680001271221;HAYAT ECZANESİ;TRABZON BATI ILCELER - 2;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;30,0;10,0;40,0;3.327,48;
04.10.2025;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8680001121687;KABAOĞLU ECZANESİ;SAMSUN BAFRA;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;20,0;3,0;23,0;1.687,72;
14.10.2025;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8680001340880;ÇAĞLA ECZANESİ;SAMSUN ILKADIM - 2;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;5,0;0,0;5,0;271,65;
13.10.2025;SELÇUK ECZA DEPOSU;SELÇUK ERZURUM;8680001111091;ŞÜHEDA ECZANESİ;ERZURUM MERKEZ -2;ACİDPASS;Acidpass 10/800/165 mg 6 Çiğneme Tablet;2,0;0,0;2,0;104,39;
27.10.2025;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8680001707973;ÜSTÜNDAĞ ECZANESİ;TOKAT MERKEZ -1;DESTEVİT;Destevit 20.000 IU 14 Yumuşak Kapsül;1,0;0,0;1,0;86,76;
02.10.2025;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;8680001695317;FURKAN BUCAN ECZANESİ;RIZE DOGU ILCELER;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;20,0;3,0;23,0;1.687,72;
23.10.2025;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8680001448302;SERDAROĞLU ECZANESİ;ORDU MERKEZ -1;DESTEVİT;Destevit 20.000 IU 14 Yumuşak Kapsül;10,0;1,0;11,0;867,6;
30.10.2025;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8680001633036;CANSU ECZANESİ;CORUM MERKEZ -2;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;3,0;0,0;3,0;162,99;
17.10.2025;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;8680001556236;BURÇİN ECZANESİ;TRABZON MERKEZ -4;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;5,0;0,0;5,0;421,93;
15.10.2025;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;8680001116782;ÇAYELİ ECZANESİ;RIZE BATI ILCELER;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;50,0;30,0;80,0;3.908,94;
05.10.2025;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8680001117796;KENT ECZANESİ;SIVAS MERKEZ -4;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;2,0;0,0;2,0;108,66;
02.10.2025;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8680001165636;KAYAHAN ECZANESİ;ORDU MERKEZ -1;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;11,0;3,0;14,0;1.220,08;
16.10.2025;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;8680001471591;ÖMER ECZANESİ;ARTVIN MERKEZ+DOGU+GUNEY;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;18,0;6,0;24,0;977,94;
24.10.2025;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;8680001103706;BİZİM ECZANESİ;RIZE MERKEZ;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;20,0;3,0;23,0;1.687,72;
30.10.2025;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8680001448302;SERDAROĞLU ECZANESİ;ORDU MERKEZ -1;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;12,0;3,0;15,0;1.330,99;
14.10.2025;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8680001138647;ÖZLEM ECZANESİ;SINOP DOGU-BATI ILCELER;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;1,0;0,0;1,0;84,39;
06.10.2025;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;8680001275557;ONGAN ECZANESİ;TRABZON MERKEZ -4;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;30,0;15,0;45,0;2.345,36;
29.10.2025;SELÇUK ECZA DEPOSU;SELÇUK ERZURUM;8680001112418;TEKMAN ECZANESİ;ERZURUM GUNEY ILCELER;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;3,0;0,0;3,0;253,16;
06.10.2025;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8680001159543;KARAOĞLU ECZANESİ;CORUM MERKEZ -1;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;20,0;3,0;23,0;1.687,72;
02.10.2025;SELÇUK ECZA DEPOSU;SELÇUK ERZURUM;8680001659685;CEREN ECZANESİ;ERZINCAN MERKEZ;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;20,0;3,0;23,0;1.687,72;
02.10.2025;SELÇUK ECZA DEPOSU;SELÇUK ERZURUM;8680001429073;YENİ CİVAN ECZANESİ;KARS ILCELER;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;10,0;1,0;11,0;843,86;
06.10.2025;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8680001149094;BURCU ECZANESİ;CORUM MERKEZ -3;DEXİREN;Dexiren 25 mg 20 Film Kaplı Tablet;10,0;5,0;15,0;421,74;
01.10.2025;SELÇUK ECZA DEPOSU;SELÇUK ERZURUM;8680001112418;TEKMAN ECZANESİ;ERZURUM GUNEY ILCELER;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;120,0;90,0;210,0;9.381,46;
30.10.2025;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;8680001651689;MERVE ECZANESİ;TRABZON AKCAABAT;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;30,0;12,0;42,0;2.345,36;
01.10.2025;SELÇUK ECZA DEPOSU;SELÇUK ERZURUM;8680001866229;FATİH ECZANESİ;ERZURUM GUNEY ILCELER;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;6,0;1,0;7,0;665,5;
11.10.2025;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8680001158553;ERMAN ECZANESİ;CORUM MERKEZ -1;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;3,0;0,0;3,0;253,16;
06.10.2025;SELÇUK ECZA DEPOSU;SELÇUK ERZURUM;8680001637287;ARIN ECZANESİ;AGRI DIYADIN+D.BEYAZIT;PANOCER;Panocer 40 mg 14 Enterik Kaplı Tablet;-8,0;-4,0;-12,0;-480,24;
01.10.2025;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;8680001471591;ÖMER ECZANESİ;ARTVIN MERKEZ+DOGU+GUNEY;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;20,0;3,0;23,0;1.687,72;
