Tarih;Ana Depo;Depo;GLN;Kontak Adı;Kontak Brick;Ürün;Form;Satış Adet;Satış MF;Toplam Satış;Toplam Tutar
01.05.2026;İSTANBUL ECZA KOOP;İSKOOP MERKEZ;8680001622849;ÖZGÜR ECZANESI;SAMSUN VEZIRKOPRU;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;20,0;3,0;23,0;2.244,67
02.05.2026;İSTANBUL ECZA KOOP;İSKOOP MERKEZ;8680001113323;ALTINKAYA ECZANESİ;SAMSUN BAFRA;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;30,0;12,0;42,0;3.159,38
10.05.2026;İSTANBUL ECZA KOOP;İSKOOP MERKEZ;8680001110667;ÜMİT ECZANESİ;SAMSUN ADALET;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;2,0;0,0;2,0;224,47
11.05.2026;İSTANBUL ECZA KOOP;İSKOOP MERKEZ;8680001730612;KUMSAL ECZANESİ;SINOP DOGU-BATI ILCELER;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;30,0;12,0;42,0;3.159,38
14.05.2026;İSTANBUL ECZA KOOP;İSKOOP MERKEZ;8680001545056;EYLÜL ECZANESİ;SAMSUN ATAKUM;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;10,0;1,0;11,0;1.122,33
14.05.2026;İSTANBUL ECZA KOOP;İSKOOP MERKEZ;8680001569748;YENİ HAYAT ECZANESİ;SAMSUN CANIK;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;1,0;0,0;1,0;112,23
08.05.2026;İSTANBUL ECZA KOOP;İSKOOP MERKEZ;8680001143641;ŞİFA ECZANESİ;SAMSUN BAFRA;ACİDPASS;Acidpass 10/800/165 mg 6 Çiğneme Tablet;1,0;0,0;1,0;68,9
12.05.2026;İSTANBUL ECZA KOOP;İSKOOP MERKEZ;8680001109180;ÇINAR ECZANESİ;SAMSUN VEZIRKOPRU;ACİDPASS;Acidpass 10/800/165 mg 6 Çiğneme Tablet;3,0;1,0;4,0;206,69
12.05.2026;İSTANBUL ECZA KOOP;İSKOOP MERKEZ;8680001109180;ÇINAR ECZANESİ;SAMSUN VEZIRKOPRU;ACİDPASS;Acidpass 10/800/165 mg 6 Çiğneme Tablet;17,0;2,0;19,0;1.171,22
15.05.2026;İSTANBUL ECZA KOOP;İSKOOP MERKEZ;8680001130610;BULUT ECZANESİ;SAMSUN ATAKUM;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;100,0;35,0;135,0;11.223,34
18.05.2026;İSTANBUL ECZA KOOP;İSKOOP MERKEZ;8680001729524;BARIŞ ECZANESİ;TOKAT TURHAL;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;3,0;0,0;3,0;315,94
20.05.2026;İSTANBUL ECZA KOOP;İSKOOP MERKEZ;8680001720156;LAVANTA ECZANESİ;AMASYA MERKEZ -1;ACİDPASS;Acidpass 10/800/165 mg 6 Çiğneme Tablet;1,0;0,0;1,0;68,9
25.05.2026;İSTANBUL ECZA KOOP;İSKOOP MERKEZ;8680001123148;MERVE ECZANESİ;SINOP DOGU-BATI ILCELER;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;20,0;6,0;26,0;1.683,0
15.05.2026;İSTANBUL ECZA KOOP;İSKOOP MERKEZ;8680001110193;TAFLAN ECZANESİ;SAMSUN ATAKENT+19 MAYIS;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;30,0;12,0;42,0;3.159,38
06.05.2026;İSTANBUL ECZA KOOP;İSKOOP MERKEZ;8680001113095;AZİZ ECZANESİ;SAMSUN ADALET;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;2,0;0,0;2,0;210,63
20.05.2026;İSTANBUL ECZA KOOP;İSKOOP MERKEZ;8680001123179;YÜKSEL ECZANESİ;SINOP DOGU-BATI ILCELER;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;5,0;0,0;5,0;420,75
07.05.2026;İSTANBUL ECZA KOOP;İSKOOP MERKEZ;8680001699667;EGE ECZANESİ;TOKAT DOGU ILCELER;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;10,0;1,0;11,0;1.122,33
06.05.2026;İSTANBUL ECZA KOOP;İSKOOP MERKEZ;8680001109043;BAHAR ECZANESİ;SAMSUN BAHCELIEVLER;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;10,0;1,0;11,0;1.122,33
11.05.2026;İSTANBUL ECZA KOOP;İSKOOP MERKEZ;8680001569748;YENİ HAYAT ECZANESİ;SAMSUN CANIK;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;1,0;0,0;1,0;112,23
19.05.2026;İSTANBUL ECZA KOOP;İSKOOP MERKEZ;8680001164509;AYDINLAR ECZANESİ;AMASYA GOYNUCEK+TASOVA;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;1,0;0,0;1,0;84,15
18.05.2026;İSTANBUL ECZA KOOP;İSKOOP MERKEZ;8680001108756;ÖMER ECZANESİ;SAMSUN RASATHANE;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;3,0;0,0;3,0;336,7
13.05.2026;İSTANBUL ECZA KOOP;İSKOOP MERKEZ;8680001156818;LOKMAN ECZANESİ;CORUM MERKEZ -3;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;1,0;0,0;1,0;84,15
18.05.2026;İSTANBUL ECZA KOOP;İSKOOP MERKEZ;8680001159000;KILIÇ ECZANESİ;AMASYA GOYNUCEK+TASOVA;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;165,0;135,0;300,0;17.376,58
07.05.2026;İSTANBUL ECZA KOOP;İSKOOP MERKEZ;8680001127214;MALKOÇOĞLU ECZANESİ;SAMSUN CANIK;ACİDPASS;Acidpass 10/800/165 mg 6 Çiğneme Tablet;2,0;0,0;2,0;137,79
11.05.2026;İSTANBUL ECZA KOOP;İSKOOP MERKEZ;8680001733026;ARI ECZANESİ;AMASYA GOYNUCEK+TASOVA;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;10,0;3,0;13,0;1.053,13
21.05.2026;İSTANBUL ECZA KOOP;İSKOOP MERKEZ;8680001666126;ÇAYAN ECZANESİ;SAMSUN VEZIRKOPRU;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;20,0;3,0;23,0;2.244,67
15.05.2026;İSTANBUL ECZA KOOP;İSKOOP MERKEZ;8680001169474;DERMAN ECZANESİ;AMASYA MERZIFON;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;10,0;1,0;11,0;1.122,33
14.05.2026;İSTANBUL ECZA KOOP;İSKOOP MERKEZ;8680001929115;BENSU ECZANESİ;AMASYA GOYNUCEK+TASOVA;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;10,0;1,0;11,0;1.122,33
13.05.2026;İSTANBUL ECZA KOOP;İSKOOP MERKEZ;8680001729524;BARIŞ ECZANESİ;TOKAT TURHAL;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;3,0;0,0;3,0;315,94
05.05.2026;İSTANBUL ECZA KOOP;İSKOOP MERKEZ;8680001511051;DUYGU ECZANESİ;SAMSUN RASATHANE;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;1,0;0,0;1,0;84,15
06.05.2026;İSTANBUL ECZA KOOP;İSKOOP MERKEZ;8680001120857;ÖNSOY ECZANESİ;SINOP DOGU-BATI ILCELER;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;1,0;0,0;1,0;112,23
04.05.2026;İSTANBUL ECZA KOOP;İSKOOP MERKEZ;8680001491278;AFİYET ECZANESİ;SAMSUN CANIK;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;20,0;10,0;30,0;2.980,08
10.05.2026;İSTANBUL ECZA KOOP;İSKOOP MERKEZ;8680001477821;DİLŞAT ECZANESİ;SAMSUN ATAKENT+19 MAYIS;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;5,0;1,0;6,0;745,02
06.05.2026;İSTANBUL ECZA KOOP;İSKOOP MERKEZ;8680001499076;İSKENDER ECZANESİ;CORUM MERKEZ -1;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;3,0;0,0;3,0;336,7
02.05.2026;İSTANBUL ECZA KOOP;İSKOOP MERKEZ;8680001700615;ŞULE ECZANESİ;SAMSUN ATAKENT+19 MAYIS;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;1,0;0,0;1,0;112,23
20.05.2026;İSTANBUL ECZA KOOP;İSKOOP MERKEZ;8680001244959;EREK ECZANESİ;TOKAT ERBAA;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;30,0;12,0;42,0;3.159,38
15.05.2026;İSTANBUL ECZA KOOP;İSKOOP MERKEZ;8680001111404;ÖZCAN ECZANESİ;SAMSUN ILKADIM - 2;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;10,0;1,0;11,0;1.122,33
12.05.2026;İSTANBUL ECZA KOOP;İSKOOP MERKEZ;8680001180363;ERCAN ECZANESİ;AMASYA MERZIFON;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;10,0;1,0;11,0;1.122,33
13.05.2026;İSTANBUL ECZA KOOP;İSKOOP MERKEZ;8680001874071;İSTANBUL ECZANESİ;AMASYA ILCELER;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;10,0;3,0;13,0;1.053,13
03.05.2026;İSTANBUL ECZA KOOP;İSKOOP MERKEZ;8680001143641;ŞİFA ECZANESİ;SAMSUN BAFRA;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;20,0;6,0;26,0;1.683,0
10.05.2026;İSTANBUL ECZA KOOP;İSKOOP MERKEZ;8680001113118;KOLAY ECZANESİ;SAMSUN BAFRA;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;30,0;15,0;45,0;2.524,5
08.05.2026;İSTANBUL ECZA KOOP;İSKOOP MERKEZ;8680001131945;YAŞARDOĞU ECZANESİ;SAMSUN RASATHANE;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;20,0;6,0;26,0;1.683,0
06.05.2026;İSTANBUL ECZA KOOP;İSKOOP MERKEZ;8680001519224;GÖKÇE ECZANESİ;AMASYA GOYNUCEK+TASOVA;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;2,0;0,0;2,0;224,47
25.05.2026;İSTANBUL ECZA KOOP;İSKOOP MERKEZ;8680001123179;YÜKSEL ECZANESİ;SINOP DOGU-BATI ILCELER;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;20,0;6,0;26,0;1.683,0
25.05.2026;İSTANBUL ECZA KOOP;İSKOOP MERKEZ;8680001465699;GİZEM ECZANESİ;SINOP DOGU-BATI ILCELER;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;20,0;3,0;23,0;2.244,67
22.05.2026;İSTANBUL ECZA KOOP;İSKOOP MERKEZ;8680001666126;ÇAYAN ECZANESİ;SAMSUN VEZIRKOPRU;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;10,0;3,0;13,0;1.490,04
02.05.2026;İSTANBUL ECZA KOOP;İSKOOP MERKEZ;8680001499301;GİZEM ECZANESİ;AMASYA MERZIFON;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;10,0;3,0;13,0;1.053,13
08.05.2026;İSTANBUL ECZA KOOP;İSKOOP MERKEZ;8680001120864;DOSTEL ECZANESİ;SAMSUN CANIK;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;6,0;1,0;7,0;504,9
14.05.2026;İSTANBUL ECZA KOOP;İSKOOP MERKEZ;8680001144983;GAZİLER ECZANESİ;SAMSUN PAZAR;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;30,0;12,0;42,0;3.159,38
13.05.2026;İSTANBUL ECZA KOOP;İSKOOP MERKEZ;8680001421763;BESTE ECZANESİ;AMASYA MERKEZ -2;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;10,0;3,0;13,0;1.053,13
14.05.2026;İSTANBUL ECZA KOOP;İSKOOP MERKEZ;8680001181261;ÖZTÜRK ECZANESİ;TOKAT TURHAL;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;2,0;0,0;2,0;224,47
12.05.2026;İSTANBUL ECZA KOOP;İSKOOP MERKEZ;8680001463879;İKBAL ECZANESİ;CORUM MERKEZ -3;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;50,0;25,0;75,0;5.265,63
15.05.2026;İSTANBUL ECZA KOOP;İSKOOP MERKEZ;8680001477821;DİLŞAT ECZANESİ;SAMSUN ATAKENT+19 MAYIS;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;30,0;15,0;45,0;2.524,5
20.05.2026;İSTANBUL ECZA KOOP;İSKOOP MERKEZ;8680001747115;PEKER ECZANESİ;AMASYA MERKEZ -1;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;3,0;0,0;3,0;336,7
01.05.2026;İSTANBUL ECZA KOOP;İSKOOP MERKEZ;8680001859825;NURSEN ECZANESİ;AMASYA MERKEZ -2;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;10,0;3,0;13,0;1.053,13
01.05.2026;İSTANBUL ECZA KOOP;İSKOOP MERKEZ;8680001160556;ŞİMŞEK ECZANESİ;SAMSUN BAFRA;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;10,0;1,0;11,0;1.122,33
11.05.2026;İSTANBUL ECZA KOOP;İSKOOP MERKEZ;8680001110025;NEVİN ECZANESİ;SAMSUN CANIK;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;10,0;3,0;13,0;1.053,13
20.05.2026;İSTANBUL ECZA KOOP;İSKOOP MERKEZ;8680001149018;ŞİFA ECZANESİ;CORUM KARGI+OSMANCIK;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;10,0;1,0;11,0;1.122,33
20.05.2026;İSTANBUL ECZA KOOP;İSKOOP MERKEZ;8680001130092;CANSARAN ECZANESİ;AMASYA MERKEZ -2;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;1,0;0,0;1,0;84,15
22.05.2026;İSTANBUL ECZA KOOP;İSKOOP MERKEZ;8680001656240;UĞUR ECZANESİ;AMASYA MERKEZ -2;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;3,0;0,0;3,0;336,7
06.05.2026;İSTANBUL ECZA KOOP;İSKOOP MERKEZ;8680001720156;LAVANTA ECZANESİ;AMASYA MERKEZ -1;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;6,0;1,0;7,0;504,9
04.05.2026;İSTANBUL ECZA KOOP;İSKOOP MERKEZ;8680001119929;SAĞLIK ECZANESİ;SAMSUN DOGU ILCELER - 2;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;10,0;3,0;13,0;1.053,13
06.05.2026;İSTANBUL ECZA KOOP;İSKOOP MERKEZ;8680001635559;DENİZ ECZANESİ;SAMSUN ALACAM+YAKAKENT;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;100,0;60,0;160,0;10.531,26
15.05.2026;İSTANBUL ECZA KOOP;İSKOOP MERKEZ;8680001111404;ÖZCAN ECZANESİ;SAMSUN ILKADIM - 2;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;6,0;1,0;7,0;504,9
11.05.2026;İSTANBUL ECZA KOOP;İSKOOP MERKEZ;8680001491865;GÜLDEN ECZANESİ;SAMSUN VEZIRKOPRU;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;20,0;3,0;23,0;2.244,67
07.05.2026;İSTANBUL ECZA KOOP;İSKOOP MERKEZ;8680001143641;ŞİFA ECZANESİ;SAMSUN BAFRA;ACİDPASS;Acidpass 10/800/165 mg 6 Çiğneme Tablet;2,0;0,0;2,0;137,79
12.05.2026;İSTANBUL ECZA KOOP;İSKOOP MERKEZ;8680001569748;YENİ HAYAT ECZANESİ;SAMSUN CANIK;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;2,0;0,0;2,0;224,47
04.05.2026;İSTANBUL ECZA KOOP;İSKOOP MERKEZ;8680001118212;VATAN ECZANESİ;AMASYA MERKEZ -1;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;10,0;3,0;13,0;1.053,13
22.05.2026;İSTANBUL ECZA KOOP;İSKOOP MERKEZ;8680001110537;ÇELİK ECZANESİ;SAMSUN ADALET;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;3,0;0,0;3,0;336,7
13.05.2026;İSTANBUL ECZA KOOP;İSKOOP MERKEZ;8680001572182;ÖZLÜ ECZANESİ;AMASYA MERKEZ -2;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;3,0;0,0;3,0;336,7
07.05.2026;İSTANBUL ECZA KOOP;İSKOOP MERKEZ;8680001497133;LOKMAN HEKİM ECZANESİ;AMASYA MERKEZ -2;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;1,0;0,0;1,0;84,15
21.05.2026;İSTANBUL ECZA KOOP;İSKOOP MERKEZ;8680001122189;ZEYNEP ECZANESİ;AMASYA MERKEZ -1;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;10,0;1,0;11,0;1.122,33
06.05.2026;İSTANBUL ECZA KOOP;İSKOOP MERKEZ;8680001717705;SEVİL ECZANESI;AMASYA MERKEZ -2;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;10,0;1,0;11,0;1.122,33
06.05.2026;İSTANBUL ECZA KOOP;İSKOOP MERKEZ;8680001108602;YÜKSELEN ECZANESİ;SAMSUN BAHCELIEVLER;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;1,0;0,0;1,0;112,23
12.05.2026;İSTANBUL ECZA KOOP;İSKOOP MERKEZ;8680001733569;ZEHRA ECZANESİ;SAMSUN ATAKUM;ACİDPASS;Acidpass 10/800/165 mg 6 Çiğneme Tablet;2,0;0,0;2,0;137,79
22.05.2026;İSTANBUL ECZA KOOP;İSKOOP MERKEZ;8680001929115;BENSU ECZANESİ;AMASYA GOYNUCEK+TASOVA;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;10,0;1,0;11,0;1.122,33
18.05.2026;İSTANBUL ECZA KOOP;İSKOOP MERKEZ;8680001655717;ÖZGÜR ECZANESI;AMASYA MERKEZ -1;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;10,0;1,0;11,0;1.122,33
18.05.2026;İSTANBUL ECZA KOOP;İSKOOP MERKEZ;8680001692699;TAHA ECZANESİ;SAMSUN ATAKUM;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;2,0;0,0;2,0;210,63
26.05.2026;İSTANBUL ECZA KOOP;İSKOOP MERKEZ;8680001619375;NANE LİMON ECZANESİ;SAMSUN ATAKENT+19 MAYIS;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;1,0;0,0;1,0;112,23
20.05.2026;İSTANBUL ECZA KOOP;İSKOOP MERKEZ;8680001635559;DENİZ ECZANESİ;SAMSUN ALACAM+YAKAKENT;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;10,0;1,0;11,0;1.122,33
30.05.2026;İSTANBUL ECZA KOOP;İSKOOP MERKEZ;8680001144006;YARAR ECZANESİ;AMASYA ILCELER;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;20,0;6,0;26,0;1.683,0
21.05.2026;İSTANBUL ECZA KOOP;İSKOOP MERKEZ;8680001229338;HASAN ECZANESİ;TOKAT ERBAA;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;10,0;1,0;11,0;1.122,33
24.05.2026;İSTANBUL ECZA KOOP;İSKOOP MERKEZ;8680001703616;YAŞAM ECZANESİ;SAMSUN VEZIRKOPRU;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;10,0;3,0;13,0;1.053,13
14.05.2026;İSTANBUL ECZA KOOP;İSKOOP MERKEZ;8680001119929;SAĞLIK ECZANESİ;SAMSUN DOGU ILCELER - 2;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;10,0;3,0;13,0;1.053,13
14.05.2026;İSTANBUL ECZA KOOP;İSKOOP MERKEZ;8680001108602;YÜKSELEN ECZANESİ;SAMSUN BAHCELIEVLER;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;1,0;0,0;1,0;105,31
08.05.2026;İSTANBUL ECZA KOOP;İSKOOP MERKEZ;8680001489732;BEGÜM ECZANESİ;SAMSUN ATAKUM;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;10,0;3,0;13,0;1.053,13
08.05.2026;İSTANBUL ECZA KOOP;İSKOOP MERKEZ;8680001141661;DERMAN ECZANESİ;AMASYA ILCELER;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;10,0;1,0;11,0;1.122,33
04.05.2026;İSTANBUL ECZA KOOP;İSKOOP MERKEZ;8680001720156;LAVANTA ECZANESİ;AMASYA MERKEZ -1;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;10,0;3,0;13,0;1.053,13
08.05.2026;İSTANBUL ECZA KOOP;İSKOOP MERKEZ;8680001622849;ÖZGÜR ECZANESI;SAMSUN VEZIRKOPRU;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;50,0;15,0;65,0;5.611,67
06.05.2026;İSTANBUL ECZA KOOP;İSKOOP MERKEZ;8680001177790;EKİN ECZANESİ;TOKAT DOGU ILCELER;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;10,0;1,0;11,0;1.122,33
21.05.2026;İSTANBUL ECZA KOOP;İSKOOP MERKEZ;8680001421763;BESTE ECZANESİ;AMASYA MERKEZ -2;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;5,0;0,0;5,0;561,17
06.05.2026;İSTANBUL ECZA KOOP;İSKOOP MERKEZ;8680001116201;EVRİM ECZANESİ;AMASYA MERKEZ -2;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;10,0;1,0;11,0;1.122,33
21.05.2026;İSTANBUL ECZA KOOP;İSKOOP MERKEZ;8680001237388;GÜMÜŞ ECZANESİ;TOKAT ERBAA;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;1,0;0,0;1,0;112,23
11.05.2026;İSTANBUL ECZA KOOP;İSKOOP MERKEZ;8680001807222;BALCI ECZANESİ;AMASYA ILCELER;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;30,0;12,0;42,0;3.159,38
08.05.2026;İSTANBUL ECZA KOOP;İSKOOP MERKEZ;8680001175390;İSTANBUL ECZANESİ;AMASYA MERZIFON;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;2,0;0,0;2,0;298,01
15.05.2026;İSTANBUL ECZA KOOP;İSKOOP MERKEZ;8680001629978;YILMAZ ECZANESİ;SAMSUN BAFRA;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;10,0;1,0;11,0;1.122,33
20.05.2026;İSTANBUL ECZA KOOP;İSKOOP MERKEZ;8680001116799;EKİN ECZANESİ;SINOP DOGU-BATI ILCELER;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;10,0;3,0;13,0;1.490,04
09.05.2026;İSTANBUL ECZA KOOP;İSKOOP MERKEZ;8680001757022;GÖKSEL ECZANESİ;AMASYA MERZIFON;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;6,0;1,0;7,0;504,9
08.05.2026;İSTANBUL ECZA KOOP;İSKOOP MERKEZ;8680001182756;GÜLŞAH ECZANESİ;AMASYA MERZIFON;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;50,0;15,0;65,0;5.611,67
08.05.2026;İSTANBUL ECZA KOOP;İSKOOP MERKEZ;8680001755202;YİĞİT ECZANESİ;SAMSUN DOGU ILCELER;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;10,0;3,0;13,0;1.053,13
13.05.2026;İSTANBUL ECZA KOOP;İSKOOP MERKEZ;8680001127214;MALKOÇOĞLU ECZANESİ;SAMSUN CANIK;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;2,0;0,0;2,0;224,47
22.05.2026;İSTANBUL ECZA KOOP;İSKOOP MERKEZ;8680001120758;SIHHAT ECZANESİ;SINOP DOGU-BATI ILCELER;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;6,0;1,0;7,0;504,9
14.05.2026;İSTANBUL ECZA KOOP;İSKOOP MERKEZ;8680001929115;BENSU ECZANESİ;AMASYA GOYNUCEK+TASOVA;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;20,0;6,0;26,0;1.683,0
14.05.2026;İSTANBUL ECZA KOOP;İSKOOP MERKEZ;8680001122189;ZEYNEP ECZANESİ;AMASYA MERKEZ -1;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;1,0;0,0;1,0;84,15
06.05.2026;İSTANBUL ECZA KOOP;İSKOOP MERKEZ;8680001524532;ÖYKÜ ECZANESİ;SAMSUN ATAKUM;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;10,0;3,0;13,0;1.053,13
25.05.2026;İSTANBUL ECZA KOOP;İSKOOP MERKEZ;8680001929115;BENSU ECZANESİ;AMASYA GOYNUCEK+TASOVA;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;10,0;3,0;13,0;1.053,13
22.05.2026;İSTANBUL ECZA KOOP;İSKOOP MERKEZ;8680001160150;YENİ ECZANESİ;AMASYA GOYNUCEK+TASOVA;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;5,0;0,0;5,0;561,17
21.05.2026;İSTANBUL ECZA KOOP;İSKOOP MERKEZ;8680001509072;SAYGIN ECZANESİ;AMASYA MERKEZ -2;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;10,0;1,0;11,0;1.122,33
02.05.2026;İSTANBUL ECZA KOOP;İSKOOP MERKEZ;8680001109043;BAHAR ECZANESİ;SAMSUN BAHCELIEVLER;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;3,0;0,0;3,0;336,7
09.05.2026;İSTANBUL ECZA KOOP;İSKOOP MERKEZ;8680001700615;ŞULE ECZANESİ;SAMSUN ATAKENT+19 MAYIS;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;6,0;1,0;7,0;504,9
03.05.2026;İSTANBUL ECZA KOOP;İSKOOP MERKEZ;8680001143641;ŞİFA ECZANESİ;SAMSUN BAFRA;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;20,0;6,0;26,0;1.683,0
23.05.2026;İSTANBUL ECZA KOOP;İSKOOP MERKEZ;8680001515431;DURUŞEHİR ECZANESİ;SAMSUN ADALET;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;10,0;3,0;13,0;1.053,13
08.05.2026;İSTANBUL ECZA KOOP;İSKOOP MERKEZ;8680001119073;CANKOR ECZANESİ;SAMSUN ATAKENT+19 MAYIS;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;20,0;3,0;23,0;2.244,67
04.05.2026;İSTANBUL ECZA KOOP;İSKOOP MERKEZ;8680001110667;ÜMİT ECZANESİ;SAMSUN ADALET;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;4,0;0,0;4,0;421,25
