Tarih;Ana Depo;Depo;GLN;Kontak Adı;Kontak Brick;Ürün;Form;Satış Adet;Satış MF;Toplam Satış;Toplam Tutar;İade
11.11.2025;ALLIANCE HEALTHCARE;AH ORDU;8680001148141;MURAT ECZANESİ;ORDU MERKEZ -2;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;12,0;3,0;15,0;1.330,99;
19.11.2025;ALLIANCE HEALTHCARE;AH SAMSUN;8680001110810;FULYA ECZANESİ;SAMSUN ILKADIM - 2;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;10,0;3,0;13,0;781,79;
26.11.2025;ALLIANCE HEALTHCARE;AH SAMSUN;8680001518005;YUNUS EMRE ECZANESİ;TOKAT ERBAA;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;30,0;12,0;42,0;2.345,36;
04.11.2025;ALLIANCE HEALTHCARE;AH SAMSUN;8680001149476;ÖZÇETİN ECZANESİ;CORUM MERKEZ -1;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;2,0;0,0;2,0;221,83;
12.11.2025;ALLIANCE HEALTHCARE;AH ERZURUM;8680001120598;ZÜBEYDE ECZANESİ;ERZINCAN MERKEZ;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;30,0;10,0;40,0;3.327,48;
13.11.2025;ALLIANCE HEALTHCARE;AH ERZURUM;8680001690855;ŞEHR-İ ŞİFA ECZANESİ;ERZURUM GUNEY ILCELER;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;50,0;25,0;75,0;3.908,94;
03.11.2025;ALLIANCE HEALTHCARE;AH TRABZON;8680001661893;SIHHAT ECZANESİ;TRABZON AKCAABAT;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;50,0;20,0;70,0;2.716,5;
21.11.2025;ALLIANCE HEALTHCARE;AH TRABZON;8680001643639;NURDENİZ ECZANESİ;ARTVIN MERKEZ+DOGU+GUNEY;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;30,0;10,0;40,0;3.327,48;
17.11.2025;ALLIANCE HEALTHCARE;AH SAMSUN;8680001695942;DERYA ECZANESİ;SAMSUN ATAKENT+19 MAYIS;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;1,0;0,0;1,0;54,33;
14.11.2025;ALLIANCE HEALTHCARE;AH TRABZON;8680001132058;KAÇKAR ECZANESİ;RIZE DOGU ILCELER;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;10,0;3,0;13,0;781,79;
21.11.2025;ALLIANCE HEALTHCARE;AH ERZURUM;8680001749003;DENİZ ECZANESİ;ERZINCAN MERKEZ;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;10,0;1,0;11,0;843,86;
25.11.2025;ALLIANCE HEALTHCARE;AH SAMSUN;8680001796397;İREM ECZANESİ;SAMSUN DOGU ILCELER - 2;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;10,0;3,0;13,0;781,79;
11.11.2025;ALLIANCE HEALTHCARE;AH TRABZON;8680001451517;KAVAKLI ECZANESİ;TRABZON AKCAABAT;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;30,0;12,0;42,0;2.345,36;
10.11.2025;ALLIANCE HEALTHCARE;AH SAMSUN;8680001758135;BAYAT ECZANESİ;CORUM KUZEY ILCELER;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;2,0;0,0;2,0;168,77;
10.11.2025;ALLIANCE HEALTHCARE;AH ORDU;8680001142828;TÜLİN ECZANESİ;ORDU MERKEZ -2;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;10,0;3,0;13,0;781,79;
17.11.2025;ALLIANCE HEALTHCARE;AH SAMSUN;8680001154043;YÜKSEL ECZANESİ;CORUM KUZEY ILCELER;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;10,0;1,0;11,0;843,86;
07.11.2025;ALLIANCE HEALTHCARE;AH SAMSUN;8680001155965;ÜNSAL ECZANESİ;CORUM GUNEYBATI ILCELER;DEXİREN;Dexiren 25 mg 20 Film Kaplı Tablet;20,0;10,0;30,0;843,48;
24.11.2025;ALLIANCE HEALTHCARE;AH TRABZON;8680001634477;ÇARŞIBAŞI ECZANESI;TRABZON DOGU ILCELER -1;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;5,0;1,0;6,0;554,58;
13.11.2025;ALLIANCE HEALTHCARE;AH ERZURUM;8680001698394;GÖZDE ECZANESİ;ERZURUM MERKEZ -1;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;3,0;0,0;3,0;253,16;
05.11.2025;ALLIANCE HEALTHCARE;AH ORDU;8680001500611;SAHİL ECZANESİ;ORDU FATSA;DEXİREN;Dexiren 25 mg 20 Film Kaplı Tablet;10,0;5,0;15,0;421,74;
14.11.2025;ALLIANCE HEALTHCARE;AH KAYSERİ;8680001507979;YÖRÜKOĞLU ECZANESİ;SIVAS MERKEZ -2;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;30,0;10,0;40,0;3.327,48;
28.11.2025;ALLIANCE HEALTHCARE;AH ORDU;8680001154135;ERGÜL ECZANESİ;ORDU MERKEZ -1;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;5,0;1,0;6,0;554,58;
28.11.2025;ALLIANCE HEALTHCARE;AH SAMSUN;8680001144693;HAYAT ECZANESİ;CORUM KUZEY ILCELER;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;1,0;0,0;1,0;54,33;
20.11.2025;ALLIANCE HEALTHCARE;AH TRABZON;8680001108459;TOPÇU ECZANESİ;RIZE MERKEZ;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;20,0;3,0;23,0;1.687,72;
14.11.2025;ALLIANCE HEALTHCARE;AH ORDU;8680001187959;GÜRSOY ECZANESİ;GIRESUN BULANCAK+PIRAZIZ;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;20,0;4,0;24,0;1.086,6;
07.11.2025;ALLIANCE HEALTHCARE;AH TRABZON;8680001122325;YASEMİN ECZANESİ;ARTVIN KUZEY ILCELER;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;20,0;3,0;23,0;1.687,72;
12.11.2025;ALLIANCE HEALTHCARE;AH TRABZON;8680001700813;UZUNKUM ECZANESİ;TRABZON MERKEZ -1;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;12,0;3,0;15,0;1.330,99;
13.11.2025;ALLIANCE HEALTHCARE;AH SAMSUN;8680001101337;BAŞALAN ECZANESİ;SAMSUN CANIK;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;100,0;60,0;160,0;7.817,88;
05.11.2025;ALLIANCE HEALTHCARE;AH ORDU;8680001142286;KONAK ECZANESİ;ORDU MERKEZ -3;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;1,0;0,0;1,0;110,92;
04.11.2025;ALLIANCE HEALTHCARE;AH TRABZON;8680001289967;ENİS ECZANESİ;TRABZON MERKEZ -1;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;30,0;12,0;42,0;2.345,36;
10.11.2025;ALLIANCE HEALTHCARE;AH SAMSUN;8680001127214;MALKOÇOĞLU ECZANESİ;SAMSUN CANIK;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;3,0;0,0;3,0;162,99;
20.11.2025;ALLIANCE HEALTHCARE;AH TRABZON;8680001115228;HALK ECZANESİ;RIZE DOGU ILCELER;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;30,0;10,0;40,0;3.327,48;
25.11.2025;ALLIANCE HEALTHCARE;AH ERZURUM;8680001115778;SELÇUK ECZANESİ;ERZURUM MERKEZ -3;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;20,0;4,0;24,0;1.086,6;
21.11.2025;ALLIANCE HEALTHCARE;AH TRABZON;8680001272969;KAŞÜSTÜ ECZANESİ;TRABZON DOGU ILCELER - 2;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;2,0;0,0;2,0;156,36;
04.11.2025;ALLIANCE HEALTHCARE;AH ORDU;8680001215669;ARSLAN ECZANESİ;GIRESUN BULANCAK+PIRAZIZ;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;20,0;3,0;23,0;1.687,72;
21.11.2025;ALLIANCE HEALTHCARE;AH SAMSUN;8680001158553;ERMAN ECZANESİ;CORUM MERKEZ -1;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;2,0;0,0;2,0;168,77;
24.11.2025;ALLIANCE HEALTHCARE;AH SAMSUN;8680001375707;GÜL ECZANESİ;SAMSUN ATAKUM;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;3,0;0,0;3,0;253,16;
17.11.2025;ALLIANCE HEALTHCARE;AH ORDU;8680001151080;DERMAN ECZANESİ;ORDU MERKEZ -1;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;10,0;1,0;11,0;843,86;
03.11.2025;ALLIANCE HEALTHCARE;AH SAMSUN;8680001170043;ERGİN ECZANESİ;TOKAT MERKEZ -1;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;3,0;0,0;3,0;162,99;
07.11.2025;ALLIANCE HEALTHCARE;AH ERZURUM;8680001148554;SAĞLIK ECZANESİ;AGRI ILCELER;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;10,0;3,0;13,0;781,79;
10.11.2025;ALLIANCE HEALTHCARE;AH ORDU;8680001503926;YEŞİM ECZANESİ;GIRESUN MERKEZ -2;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;20,0;4,0;24,0;1.086,6;
12.11.2025;ALLIANCE HEALTHCARE;AH TRABZON;8680001274550;ESRA ECZANESİ;TRABZON DOGU ILCELER -1;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;30,0;12,0;42,0;2.345,36;
07.11.2025;ALLIANCE HEALTHCARE;AH ORDU;8680001186723;TAHMAZ ECZANESİ;GIRESUN DOGU ILCELER -2;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;30,0;10,0;40,0;3.327,48;
07.11.2025;ALLIANCE HEALTHCARE;AH ERZURUM;8680001182466;ŞİFA ECZANESİ;KARS MERKEZ;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;10,0;3,0;13,0;781,79;
21.11.2025;ALLIANCE HEALTHCARE;AH SAMSUN;8680001658411;SAĞLIK ECZANESİ;SAMSUN DOGU ILCELER;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;2,0;0,0;2,0;108,66;
04.11.2025;ALLIANCE HEALTHCARE;AH SAMSUN;8680001673605;ASRIN ECZANESİ;TOKAT ERBAA;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;10,0;1,0;11,0;843,86;
10.11.2025;ALLIANCE HEALTHCARE;AH SAMSUN;8680001693221;CADDE YEDİTEPE ECZANESİ;CORUM MERKEZ -1;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;10,0;3,0;13,0;781,79;
14.11.2025;ALLIANCE HEALTHCARE;AH ORDU;8680001154135;ERGÜL ECZANESİ;ORDU MERKEZ -1;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;10,0;1,0;11,0;843,86;
04.11.2025;ALLIANCE HEALTHCARE;AH SAMSUN;8680001144495;ÖZTÜRK ECZANESİ;CORUM MERKEZ -1;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;20,0;3,0;23,0;1.687,72;
05.11.2025;ALLIANCE HEALTHCARE;AH TRABZON;8680001442058;RABİA ECZANESİ;TRABZON AKCAABAT;DEXİREN;Dexiren 25 mg 20 Film Kaplı Tablet;50,0;50,0;100,0;2.108,7;
20.11.2025;ALLIANCE HEALTHCARE;AH ERZURUM;8680001714285;DERMAN ECZANESİ;ERZURUM GUNEY ILCELER;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;5,0;1,0;6,0;554,58;
06.11.2025;ALLIANCE HEALTHCARE;AH TRABZON;8680001122776;CEBECİ ECZANESİ;ARTVIN KUZEY ILCELER;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;50,0;10,0;60,0;4.219,31;
15.11.2025;ALLIANCE HEALTHCARE;AH ORDU;8680001202294;ŞAHİN ECZANESİ;ORDU DOGU ILCELER;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;10,0;1,0;11,0;843,86;
06.11.2025;ALLIANCE HEALTHCARE;AH SAMSUN;8680001101177;HALE ECZANESİ;SAMSUN HURRIYET+ZAFER;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;5,0;0,0;5,0;421,93;
13.11.2025;ALLIANCE HEALTHCARE;AH SAMSUN;8680001436453;DEFNE ECZANESİ;SAMSUN ATAKUM;ACİDPASS;Acidpass 10/800/165 mg 6 Çiğneme Tablet;2,0;0,0;2,0;104,39;
21.11.2025;ALLIANCE HEALTHCARE;AH ERZURUM;8680001698394;GÖZDE ECZANESİ;ERZURUM MERKEZ -1;DEXİREN;Dexiren 25 mg 20 Film Kaplı Tablet;30,0;15,0;45,0;1.265,22;
19.11.2025;ALLIANCE HEALTHCARE;AH SAMSUN;8680001142989;GÜMÜŞ ECZANESİ;SAMSUN TERME;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;50,0;10,0;60,0;4.219,31;
01.11.2025;ALLIANCE HEALTHCARE;AH SAMSUN;8680001182053;GÜNEŞ ECZANESİ;TOKAT TURHAL;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;12,0;3,0;15,0;1.330,99;
22.11.2025;ALLIANCE HEALTHCARE;AH ERZURUM;8680001566983;CADDE ECZANESİ;ERZURUM MERKEZ -3;DEXİREN;Dexiren 25 mg 20 Film Kaplı Tablet;10,0;5,0;15,0;421,74;
29.11.2025;ALLIANCE HEALTHCARE;AH TRABZON;8680001268580;AKÇAABAT ECZANESİ;TRABZON AKCAABAT;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;30,0;12,0;42,0;2.345,36;
14.11.2025;ALLIANCE HEALTHCARE;AH ORDU;8680001448302;SERDAROĞLU ECZANESİ;ORDU MERKEZ -1;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;100,0;60,0;160,0;7.817,88;
20.11.2025;ALLIANCE HEALTHCARE;AH SAMSUN;8680001126446;KUZEY ECZANESİ;SAMSUN CANIK;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;4,0;0,0;4,0;312,72;
07.11.2025;ALLIANCE HEALTHCARE;AH ERZURUM;8680001172795;DİYAR ECZANESİ;KARS ILCELER;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;50,0;25,0;75,0;3.908,94;
24.11.2025;ALLIANCE HEALTHCARE;AH SAMSUN;8680001105274;SOĞUKSU ECZANESİ;SAMSUN CANIK;DEXİREN;Dexiren 25 mg 20 Film Kaplı Tablet;30,0;15,0;45,0;1.265,22;
18.11.2025;ALLIANCE HEALTHCARE;AH SAMSUN;8680001118793;BOLAT ECZANESİ;SAMSUN ATAKENT+19 MAYIS;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;10,0;3,0;13,0;781,79;
12.11.2025;ALLIANCE HEALTHCARE;AH ORDU;8680001141135;AHSEN ECZANESİ;ORDU UNYE;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;10,0;1,0;11,0;543,3;
11.11.2025;ALLIANCE HEALTHCARE;AH SAMSUN;8680001175123;SABUNCUOĞLU ECZANESİ;TOKAT MERKEZ -1;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;1,0;0,0;1,0;84,39;
28.11.2025;ALLIANCE HEALTHCARE;AH SAMSUN;8680001641055;ERKAN ECZANESİ;SAMSUN CANIK;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;3,0;0,0;3,0;162,99;
10.11.2025;ALLIANCE HEALTHCARE;AH KAYSERİ;8680001151400;PAPATYA ECZANESİ;SIVAS MERKEZ -4;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;1,0;0,0;1,0;78,18;
07.11.2025;ALLIANCE HEALTHCARE;AH ORDU;8680001187829;SAĞLIK ECZANESİ;ORDU DOGU ILCELER;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;10,0;3,0;13,0;781,79;
05.11.2025;ALLIANCE HEALTHCARE;AH ERZURUM;8680001185269;DİLBER ECZANESİ;KARS MERKEZ;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;100,0;60,0;160,0;7.817,88;
29.11.2025;ALLIANCE HEALTHCARE;AH SAMSUN;8680001166589;SORAL ECZANESİ;TOKAT MERKEZ -1;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;10,0;3,0;13,0;781,79;
03.11.2025;ALLIANCE HEALTHCARE;AH TRABZON;8680001451661;KARA ECZANESİ;TRABZON AKCAABAT;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;30,0;10,0;40,0;3.327,48;
27.11.2025;ALLIANCE HEALTHCARE;AH TRABZON;8680001265947;GÜNAYDIN ECZANESİ;TRABZON DOGU ILCELER -1;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;2,0;0,0;2,0;108,66;
25.11.2025;ALLIANCE HEALTHCARE;AH SAMSUN;8680001118687;SILA ECZANESİ;SAMSUN ATAKENT+19 MAYIS;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;2,0;0,0;2,0;168,77;
25.11.2025;ALLIANCE HEALTHCARE;AH KAYSERİ;8680001376308;CAN ECZANESİ;SIVAS MERKEZ -2;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;10,0;3,0;13,0;781,79;
28.11.2025;ALLIANCE HEALTHCARE;AH TRABZON;8680001275670;SAĞLAM ECZANESİ;TRABZON MERKEZ -1;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;4,0;0,0;4,0;337,54;
12.11.2025;ALLIANCE HEALTHCARE;AH ERZURUM;8680001119271;GÜVEN ECZANESİ;ERZURUM MERKEZ -3;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;10,0;1,0;11,0;543,3;
20.11.2025;ALLIANCE HEALTHCARE;AH ORDU;8680001563258;MERT GERÇEKER ECZANESİ;ORDU MERKEZ -3;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;2,0;0,0;2,0;108,66;
19.11.2025;ALLIANCE HEALTHCARE;AH TRABZON;8680001693382;SAĞLIK ECZANESİ;GUMUSHANE;DEXİREN;Dexiren 25 mg 20 Film Kaplı Tablet;30,0;15,0;45,0;1.265,22;
18.11.2025;ALLIANCE HEALTHCARE;AH SAMSUN;8680001147779;ŞAHİN ECZANESİ;CORUM MERKEZ -3;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;3,0;0,0;3,0;253,16;
