Tarih;Ana Depo;Depo;GLN;Kontak Adı;Kontak Brick;Ürün;Form;Satış Adet;Satış MF;Toplam Satış;Toplam Tutar
14.03.2025;DİLEK ECZA DEPOSU;DİLEK ANTALYA;8680001736614;MELEK ECZANESİ;SAMSUN ATAKUM;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;3,0;0,0;3,0;253,16
17.03.2025;DİLEK ECZA DEPOSU;DİLEK ANTALYA;8680001133086;ÇAĞDAŞ ECZANESİ;SAMSUN TERME;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;3,0;0,0;3,0;253,16
19.03.2025;DİLEK ECZA DEPOSU;DİLEK ANTALYA;8680001446247;DEVA ECZANESİ;SAMSUN ATAKENT+19 MAYIS;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;10,0;1,0;11,0;843,86
20.03.2025;DİLEK ECZA DEPOSU;DİLEK ANTALYA;8680001108671;ENGİZ ECZANESİ;SAMSUN ATAKENT+19 MAYIS;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;20,0;3,0;23,0;1.687,72
20.03.2025;DİLEK ECZA DEPOSU;DİLEK ANTALYA;8680001111565;ERDEN ECZANESİ;SAMSUN ATAKUM;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;3,0;0,0;3,0;253,16
20.03.2025;DİLEK ECZA DEPOSU;DİLEK ANTALYA;8680001110377;SELCAN ECZANESİ;SAMSUN BAFRA;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;50,0;15,0;65,0;4.219,31
26.03.2025;DİLEK ECZA DEPOSU;DİLEK ANTALYA;8680001121687;KABAOĞLU ECZANESİ;SAMSUN BAFRA;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;60,0;9,0;69,0;5.063,17
27.03.2025;DİLEK ECZA DEPOSU;DİLEK ANTALYA;8680001485963;AHENK ECZANESİ;SAMSUN BAFRA;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;20,0;3,0;23,0;1.687,72
29.03.2025;DİLEK ECZA DEPOSU;DİLEK ANTALYA;8680001108640;ÖZDEMİR ECZANESİ;SAMSUN RASATHANE;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;2,0;0,0;2,0;168,77
04.03.2025;DİLEK ECZA DEPOSU;DİLEK ANTALYA;8680001110377;SELCAN ECZANESİ;SAMSUN BAFRA;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;10,0;3,0;13,0;1.109,16
05.03.2025;DİLEK ECZA DEPOSU;DİLEK ANTALYA;8680001552870;FARUK ECZANESİ;SAMSUN RASATHANE;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;30,0;15,0;45,0;3.327,48
06.03.2025;DİLEK ECZA DEPOSU;DİLEK ANTALYA;8680001118175;YADİGAR ECZANESİ;SAMSUN RASATHANE;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;5,0;1,0;6,0;554,58
06.03.2025;DİLEK ECZA DEPOSU;DİLEK ANTALYA;8680001108091;GÜMENEZ ECZANESİ;SAMSUN ALACAM+YAKAKENT;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;2,0;0,0;2,0;221,83
06.03.2025;DİLEK ECZA DEPOSU;DİLEK ANTALYA;8680001140619;ÜNLÜ ECZANESİ;SAMSUN BAFRA;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;30,0;15,0;45,0;3.327,48
07.03.2025;DİLEK ECZA DEPOSU;DİLEK ANTALYA;8680001108671;ENGİZ ECZANESİ;SAMSUN ATAKENT+19 MAYIS;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;10,0;3,0;13,0;1.109,16
10.03.2025;DİLEK ECZA DEPOSU;DİLEK ANTALYA;8680001105212;MEYDAN ECZANESİ;SAMSUN RASATHANE;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;5,0;1,0;6,0;554,58
11.03.2025;DİLEK ECZA DEPOSU;DİLEK ANTALYA;8680001485901;TEMELKAYA ECZANESİ;SAMSUN BAFRA;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;10,0;3,0;13,0;1.109,16
12.03.2025;DİLEK ECZA DEPOSU;DİLEK ANTALYA;8680001672974;CUMHURİYET ECZANESİ;SINOP MERKEZ;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;5,0;1,0;6,0;554,58
14.03.2025;DİLEK ECZA DEPOSU;DİLEK ANTALYA;8680001599844;TEKKEKÖY ECZANESİ;SAMSUN DOGU ILCELER;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;5,0;1,0;6,0;554,58
19.03.2025;DİLEK ECZA DEPOSU;DİLEK ANTALYA;8680001108091;GÜMENEZ ECZANESİ;SAMSUN ALACAM+YAKAKENT;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;1,0;0,0;1,0;110,92
20.03.2025;DİLEK ECZA DEPOSU;DİLEK ANTALYA;8680001110810;FULYA ECZANESİ;SAMSUN ILKADIM - 2;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;5,0;1,0;6,0;554,58
20.03.2025;DİLEK ECZA DEPOSU;DİLEK ANTALYA;8680001115303;HAYAT ECZANESİ;SAMSUN BAFRA;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;5,0;1,0;6,0;554,58
21.03.2025;DİLEK ECZA DEPOSU;DİLEK ANTALYA;8680001113477;DEREKÖY MUŞTA ECZANESİ;SAMSUN ILKADIM - 2;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;5,0;1,0;6,0;554,58
24.03.2025;DİLEK ECZA DEPOSU;DİLEK ANTALYA;8680001127153;SARAY ECZANESİ;SAMSUN TERME;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;10,0;3,0;13,0;1.109,16
24.03.2025;DİLEK ECZA DEPOSU;DİLEK ANTALYA;8680001446247;DEVA ECZANESİ;SAMSUN ATAKENT+19 MAYIS;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;5,0;1,0;6,0;554,58
27.03.2025;DİLEK ECZA DEPOSU;DİLEK ANTALYA;8680001111121;SEVİNÇ ECZANESİ;SAMSUN ATAKUM;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;1,0;0,0;1,0;110,92
01.03.2025;DİLEK ECZA DEPOSU;DİLEK ANTALYA;8680001485901;TEMELKAYA ECZANESİ;SAMSUN BAFRA;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;10,0;3,0;13,0;781,79
03.03.2025;DİLEK ECZA DEPOSU;DİLEK ANTALYA;8680001508396;ZAFER ECZANESİ;SAMSUN BAFRA;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;30,0;15,0;45,0;2.345,36
03.03.2025;DİLEK ECZA DEPOSU;DİLEK ANTALYA;8680001446247;DEVA ECZANESİ;SAMSUN ATAKENT+19 MAYIS;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;10,0;3,0;13,0;781,79
04.03.2025;DİLEK ECZA DEPOSU;DİLEK ANTALYA;8680001104154;SELÇUK ECZANESİ;SAMSUN RASATHANE;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;30,0;15,0;45,0;2.345,36
05.03.2025;DİLEK ECZA DEPOSU;DİLEK ANTALYA;8680001629978;YILMAZ ECZANESİ;SAMSUN BAFRA;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;30,0;15,0;45,0;2.345,36
06.03.2025;DİLEK ECZA DEPOSU;DİLEK ANTALYA;8680001678464;ÜNAL ECZANESİ;SAMSUN ATAKENT+19 MAYIS;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;5,0;1,0;6,0;390,89
10.03.2025;DİLEK ECZA DEPOSU;DİLEK ANTALYA;8680001446247;DEVA ECZANESİ;SAMSUN ATAKENT+19 MAYIS;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;10,0;3,0;13,0;781,79
17.03.2025;DİLEK ECZA DEPOSU;DİLEK ANTALYA;8680001108091;GÜMENEZ ECZANESİ;SAMSUN ALACAM+YAKAKENT;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;10,0;3,0;13,0;781,79
17.03.2025;DİLEK ECZA DEPOSU;DİLEK ANTALYA;8680001111121;SEVİNÇ ECZANESİ;SAMSUN ATAKUM;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;10,0;3,0;13,0;781,79
17.03.2025;DİLEK ECZA DEPOSU;DİLEK ANTALYA;8680001736614;MELEK ECZANESİ;SAMSUN ATAKUM;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;5,0;1,0;6,0;390,89
18.03.2025;DİLEK ECZA DEPOSU;DİLEK ANTALYA;8680001109180;ÇINAR ECZANESİ;SAMSUN VEZIRKOPRU;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;30,0;15,0;45,0;2.345,36
22.03.2025;DİLEK ECZA DEPOSU;DİLEK ANTALYA;8680001112647;TÜRKMEN ECZANESİ;SAMSUN DOGU ILCELER - 2;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;10,0;3,0;13,0;781,79
24.03.2025;DİLEK ECZA DEPOSU;DİLEK ANTALYA;8680001108091;GÜMENEZ ECZANESİ;SAMSUN ALACAM+YAKAKENT;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;30,0;15,0;45,0;2.345,36
27.03.2025;DİLEK ECZA DEPOSU;DİLEK ANTALYA;8680001145690;ŞİFA ECZANESİ;SAMSUN ALACAM+YAKAKENT;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;10,0;3,0;13,0;781,79
01.03.2025;DİLEK ECZA DEPOSU;DİLEK ANTALYA;8680001131259;USLU ECZANESİ;SAMSUN ILKADIM - 2;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;1,0;0,0;1,0;54,33
03.03.2025;DİLEK ECZA DEPOSU;DİLEK ANTALYA;8680001635559;DENİZ ECZANESİ;SAMSUN ALACAM+YAKAKENT;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;1,0;0,0;1,0;54,33
03.03.2025;DİLEK ECZA DEPOSU;DİLEK ANTALYA;8680001446247;DEVA ECZANESİ;SAMSUN ATAKENT+19 MAYIS;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;20,0;6,0;26,0;1.086,6
04.03.2025;DİLEK ECZA DEPOSU;DİLEK ANTALYA;8680001131259;USLU ECZANESİ;SAMSUN ILKADIM - 2;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;10,0;2,0;12,0;543,3
07.03.2025;DİLEK ECZA DEPOSU;DİLEK ANTALYA;8680001144198;ÇAĞDAŞ ECZANESİ;SAMSUN DOGU ILCELER - 2;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;10,0;2,0;12,0;543,3
08.03.2025;DİLEK ECZA DEPOSU;DİLEK ANTALYA;8680001108640;ÖZDEMİR ECZANESİ;SAMSUN RASATHANE;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;1,0;0,0;1,0;54,33
11.03.2025;DİLEK ECZA DEPOSU;DİLEK ANTALYA;8680001104628;CAN ECZANESİ;SAMSUN ATAKENT+19 MAYIS;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;10,0;2,0;12,0;543,3
14.03.2025;DİLEK ECZA DEPOSU;DİLEK ANTALYA;8680001110582;DEVA ECZANESİ;SAMSUN DOGU ILCELER - 2;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;20,0;6,0;26,0;1.086,6
18.03.2025;DİLEK ECZA DEPOSU;DİLEK ANTALYA;8680001446247;DEVA ECZANESİ;SAMSUN ATAKENT+19 MAYIS;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;20,0;6,0;26,0;1.086,6
24.03.2025;DİLEK ECZA DEPOSU;DİLEK ANTALYA;8680001127153;SARAY ECZANESİ;SAMSUN TERME;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;5,0;0,0;5,0;271,65
26.03.2025;DİLEK ECZA DEPOSU;DİLEK ANTALYA;8680001339518;DERECİK ECZANESİ;SAMSUN ATAKENT+19 MAYIS;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;130,0;70,0;200,0;7.062,9
03.03.2025;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8680001277308;NOKTA ECZANESİ;ORDU FATSA;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;2,0;0,0;2,0;108,66
21.03.2025;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8680001169412;EMAY ECZANESİ;TOKAT MERKEZ -1;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;4,0;0,0;4,0;337,54
16.03.2025;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;8680001265886;TURAN ECZANESİ;TRABZON MERKEZ -4;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;5,0;0,0;5,0;421,93
10.03.2025;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;8680001471621;TURNA ECZANESİ;ARTVIN KUZEY ILCELER;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;10,0;3,0;13,0;781,79
28.03.2025;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;8680001492497;ÖMÜR ECZANESİ;ARTVIN MERKEZ+DOGU+GUNEY;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;10,0;1,0;11,0;843,86
08.03.2025;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;8680001499892;TUĞÇE ECZANESİ;GIRESUN MERKEZ -2;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;10,0;1,0;11,0;843,86
14.03.2025;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;8680001504411;LOKMAN ECZANESİ;TRABZON DOGU ILCELER - 2;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;3,0;0,0;3,0;253,16
31.03.2025;SELÇUK ECZA DEPOSU;SELÇUK ERZURUM;8680001697311;ŞİFA ECZANESİ;ERZURUM GUNEY ILCELER;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;30,0;15,0;45,0;2.345,36
20.03.2025;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;8680001123858;ŞİFA ECZANESİ;RIZE BATI ILCELER;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;50,0;20,0;70,0;2.716,5
13.03.2025;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;8680001225859;GÜVEN ECZANESİ;GUMUSHANE;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;50,0;30,0;80,0;3.908,94
25.03.2025;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8680001110759;NURSEN ECZANESİ;AMASYA MERKEZ -2;ACİDPASS;Acidpass 10/800/165 mg 6 Çiğneme Tablet;10,0;1,0;11,0;521,93
07.03.2025;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8680001156016;ENGİNİN ECZANESİ;CORUM GUNEYDOGU ILCELER;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;2,0;0,0;2,0;108,66
05.03.2025;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;8680001274154;ÇİĞDEM ECZANESİ;TRABZON BATI ILCELER - 2;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;30,0;15,0;45,0;3.327,48
26.03.2025;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;8680001347834;BOZTEKKE ECZANESİ;GIRESUN MERKEZ -2;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;20,0;3,0;23,0;1.687,72
02.03.2025;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8680001263066;LAÇİN ECZANESİ;SINOP MERKEZ;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;2,0;0,0;2,0;168,77
17.03.2025;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8680001420117;TEKİN ECZANESİ;ORDU UNYE;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;10,0;2,0;12,0;543,3
24.03.2025;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8680001254903;DEVA ECZANESİ;ORDU FATSA;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;20,0;3,0;23,0;1.687,72
07.03.2025;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8680001738267;1919 ECZANESİ;SAMSUN ATAKENT+19 MAYIS;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;2,0;0,0;2,0;168,77
07.03.2025;SELÇUK ECZA DEPOSU;SELÇUK ERZURUM;8680001109982;ŞAFAK ECZANESİ;ERZURUM MERKEZ -3;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;3,0;0,0;3,0;253,16
24.03.2025;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8680001142323;DERMAN ECZANESİ;CORUM MERKEZ -1;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;1,0;0,0;1,0;54,33
12.03.2025;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;8680001123414;KARADENİZ ECZANESİ;RIZE DOGU ILCELER;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;22,0;8,0;30,0;2.440,15
05.03.2025;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;8680001167364;HASTANELER ECZANESİ;GIRESUN MERKEZ -2;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;10,0;1,0;11,0;843,86
28.03.2025;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8680001111312;İRFAN ECZANESİ;SAMSUN ILKADIM - 2;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;2,0;0,0;2,0;168,77
10.03.2025;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;8680001166251;BULANCAK ECZANESİ;GIRESUN BULANCAK+PIRAZIZ;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;5,0;0,0;5,0;421,93
25.03.2025;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;8680001167364;HASTANELER ECZANESİ;GIRESUN MERKEZ -2;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;10,0;3,0;13,0;781,79
10.03.2025;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8680001104239;CEDİT ECZANESİ;SAMSUN DOGU ILCELER;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;2,0;0,0;2,0;168,77
14.03.2025;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8680001105021;YILMAZ ECZANESİ;SAMSUN HURRIYET+ZAFER;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;1,0;0,0;1,0;54,33
14.03.2025;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8680001108602;YÜKSELEN ECZANESİ;SAMSUN BAHCELIEVLER;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;1,0;0,0;1,0;84,39
04.03.2025;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8680001109418;YEŞİLOĞLU ECZANESİ;SAMSUN DOGU ILCELER;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;20,0;3,0;23,0;1.687,72
12.03.2025;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;8680001519828;SİNEM ECZANESİ;GUMUSHANE;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;10,0;1,0;11,0;843,86
20.03.2025;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;8680001112838;MERVE ECZANESİ;RIZE MERKEZ;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;20,0;3,0;23,0;1.687,72
03.03.2025;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;8680001120406;YALI ECZANESİ;RIZE MERKEZ;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;5,0;1,0;6,0;554,58
19.03.2025;SELÇUK ECZA DEPOSU;SELÇUK ERZURUM;8680001381081;FERİT ECZANESİ;ERZINCAN MERKEZ;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;10,0;1,0;11,0;843,86
26.03.2025;SELÇUK ECZA DEPOSU;SELÇUK ERZURUM;8680001387076;DERMAN ECZANESİ;AGRI ILCELER;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;22,0;8,0;30,0;2.440,15
21.03.2025;SELÇUK ECZA DEPOSU;SELÇUK ERZURUM;8680001119455;ŞEKER ECZANESİ;ERZURUM MERKEZ -3;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;10,0;2,0;12,0;543,3
20.03.2025;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8680001173280;DERMAN ECZANESİ;TOKAT MERKEZ -1;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;10,0;2,0;12,0;543,3
17.03.2025;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8680001188697;SAĞLIK ECZANESİ;ORDU BATI ILCELER;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;5,0;1,0;6,0;390,89
13.03.2025;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8680001756971;ERDEM ECZANESİ;TOKAT MERKEZ -2;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;1,0;0,0;1,0;84,39
20.03.2025;SELÇUK ECZA DEPOSU;SELÇUK ERZURUM;8680001102440;VERASELİ ŞAFAK ECZANESİ;AGRI DIYADIN+D.BEYAZIT;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;30,0;15,0;45,0;2.345,36
11.03.2025;SELÇUK ECZA DEPOSU;SELÇUK ERZURUM;8680001119646;UÇAR ECZANESİ;ERZURUM MERKEZ -2;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;2,0;0,0;2,0;168,77
05.03.2025;SELÇUK ECZA DEPOSU;SELÇUK ERZURUM;8680001145980;ÖZLEM ECZANESİ;AGRI ILCELER;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;3,0;0,0;3,0;253,16
14.03.2025;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8680001157433;GÜLYALI ECZANESİ;ORDU DOGU ILCELER;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;10,0;2,0;12,0;543,3
24.03.2025;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8680001163717;KARADENİZ ECZANESİ;ORDU DOGU ILCELER;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;3,0;0,0;3,0;253,16
27.03.2025;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8680001444090;VİTAMİN ECZANESİ;TOKAT MERKEZ -1;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;20,0;3,0;23,0;1.687,72
28.03.2025;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8680001472925;İLKÜVEZ ECZANESİ;ORDU BATI ILCELER;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;10,0;1,0;11,0;843,86
