Tarih;Ana Depo;Depo;GLN;Kontak Adı;Kontak Brick;Ürün;Form;Satış Adet;Satış MF;Toplam Satış;Toplam Tutar;MF Tutar;İade
1.01.2026;ALLIANCE HEALTHCARE;AH ERZURUM;8,68E+12;ÖRTÜLÜ ECZANESİ;ERZURUM KUZEY ILCELER;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;2;0;2;196;0;0
1.01.2026;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;8,68E+12;HAYAT ECZANESİ;TRABZON K.BASI+SURMENE;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;10;1;11;981;98;0
1.01.2026;İSTANBUL ECZA KOOP;İSKOOP MERKEZ;8,68E+12;SAĞLIK ECZANESİ;AMASYA MERKEZ -1;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;10;1;11;981;98;0
1.01.2026;ALLIANCE HEALTHCARE;AH SAMSUN;8,68E+12;ABALI ECZANESİ;CORUM MERKEZ -2;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;2;0;2;196;0;0
1.01.2026;ALLIANCE HEALTHCARE;AH TRABZON;8,68E+12;GİRİFTİNOĞLU ECZANESİ;GUMUSHANE;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;2;0;2;196;0;0
1.01.2026;İSTANBUL ECZA KOOP;İSKOOP MERKEZ;8,68E+12;MERVE ECZANESİ;SINOP DOGU-BATI ILCELER;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;2;0;2;196;0;0
1.01.2026;İSTANBUL ECZA KOOP;İSKOOP MERKEZ;8,68E+12;YÜKSEL ECZANESİ;SINOP DOGU-BATI ILCELER;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;5;0;5;490;0;0
1.01.2026;İSTANBUL ECZA KOOP;İSKOOP MERKEZ;8,68E+12;TAFLAN ECZANESİ;SAMSUN ATAKENT+19 MAYIS;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;10;1;11;981;98;0
1.01.2026;NEVZAT ECZA DEPOSU;NEVZAT SAMSUN;8,68E+12;TUĞLUOĞLU ECZANESİ;TOKAT BATI ILCELER;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;5;0;5;490;0;0
1.01.2026;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8,68E+12;SARAY ECZANESİ;TOKAT BATI ILCELER;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;10;1;11;981;98;0
1.01.2026;ALLIANCE HEALTHCARE;AH SAMSUN;8,68E+12;GÜNEŞ ECZANESİ;TOKAT TURHAL;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;3;0;3;294;0;0
1.01.2026;ALLIANCE HEALTHCARE;AH TRABZON;8,68E+12;SAĞLIK ECZANESİ;RIZE DOGU ILCELER;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;20;3;23;1.962;294;0
1.01.2026;ALLIANCE HEALTHCARE;AH TRABZON;8,68E+12;ŞAVŞAT ECZANESİ;ARTVIN MERKEZ+DOGU+GUNEY;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;10;1;11;981;98;0
1.01.2026;İSTANBUL ECZA KOOP;İSKOOP MERKEZ;8,68E+12;ÖZLÜ ECZANESİ;AMASYA MERKEZ -2;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;10;1;11;981;98;0
1.01.2026;ALLIANCE HEALTHCARE;AH SAMSUN;8,68E+12;EGE ECZANESİ;TOKAT DOGU ILCELER;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;10;1;11;981;98;0
1.01.2026;ALLIANCE HEALTHCARE;AH SAMSUN;8,68E+12;YASEMİN ECZANESİ;SINOP MERKEZ;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;10;1;11;981;98;0
1.01.2026;ALLIANCE HEALTHCARE;AH SAMSUN;8,68E+12;YAMAN ECZANESİ;SAMSUN DOGU ILCELER;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;10;1;11;981;98;0
1.01.2026;İSTANBUL ECZA KOOP;İSKOOP MERKEZ;8,68E+12;GÖKSEL ECZANESİ;AMASYA MERZIFON;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;10;1;11;981;98;0
1.01.2026;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;8,68E+12;ALEMDAR ECZANESİ;TRABZON MERKEZ -1;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;10;1;11;981;98;0
1.01.2026;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8,68E+12;BÜŞRA BULUT ECZANESİ;TOKAT MERKEZ -1;ACİDPASS;Acidpass 10/800/165 mg 6 Çiğneme Tablet;2;0;2;121;0;0
1.01.2026;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;8,68E+12;BİZİM ECZANESİ;ARTVIN MERKEZ+DOGU+GUNEY;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;20;4;24;1.465;293;0
1.01.2026;ALLIANCE HEALTHCARE;AH SAMSUN;8,68E+12;KARTAL ECZANESİ;CORUM MERKEZ -3;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;2;0;2;146;0;0
1.01.2026;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8,68E+12;ALBAYRAK ECZANESİ;CORUM MERKEZ -1;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;50;20;70;3.662;1.465;0
1.01.2026;ALLIANCE HEALTHCARE;AH TRABZON;8,68E+12;KARACA ECZANESİ;GUMUSHANE;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;10;1;11;732;73;0
1.01.2026;ALLIANCE HEALTHCARE;AH TRABZON;8,68E+12;HAYAT ECZANESİ;GUMUSHANE;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;10;1;11;732;73;0
1.01.2026;İSTANBUL ECZA KOOP;İSKOOP MERKEZ;8,68E+12;MERVE ECZANESİ;SINOP DOGU-BATI ILCELER;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;10;1;11;732;73;0
1.01.2026;İSTANBUL ECZA KOOP;İSKOOP MERKEZ;8,68E+12;YÜKSEL ECZANESİ;SINOP DOGU-BATI ILCELER;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;10;1;11;732;73;0
1.01.2026;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;8,68E+12;ANADOLU ECZANESİ;RIZE MERKEZ;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;10;1;11;732;73;0
1.01.2026;ALLIANCE HEALTHCARE;AH TRABZON;8,68E+12;SERKAN ECZANESİ;RIZE MERKEZ;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;10;1;11;732;73;0
1.01.2026;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;8,68E+12;ANADOLU ECZANESİ;RIZE MERKEZ;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;20;4;24;1.465;293;0
1.01.2026;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;8,68E+12;YAŞAM ECZANESİ;TRABZON MERKEZ -1;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;10;1;11;732;73;0
1.01.2026;ALLIANCE HEALTHCARE;AH ORDU;8,68E+12;HÜLYA ECZANESİ;GIRESUN MERKEZ -2;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;2;0;2;183;0;0
1.01.2026;ALLIANCE HEALTHCARE;AH ERZURUM;8,68E+12;EYLÜL ECZANESİ;AGRI DIYADIN+D.BEYAZIT;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;2;0;2;146;0;0
1.01.2026;SELÇUK ECZA DEPOSU;SELÇUK ERZURUM;8,68E+12;DEVA ECZANESİ;ERZURUM GUNEY ILCELER;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;10;1;11;732;73;0
1.01.2026;ALLIANCE HEALTHCARE;AH ERZURUM;8,68E+12;ÖRTÜLÜ ECZANESİ;ERZURUM KUZEY ILCELER;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;12;3;15;1.556;389;0
1.01.2026;ALLIANCE HEALTHCARE;AH ORDU;8,68E+12;TOLGA ECZANESİ;GIRESUN DOGU ILCELER -1;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;5;1;6;648;130;0
1.01.2026;ALLIANCE HEALTHCARE;AH KAYSERİ;8,68E+12;EMİN ECZANESİ;SIVAS BATI ILCELER;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;2;0;2;259;0;0
1.01.2026;İSTANBUL ECZA KOOP;İSKOOP MERKEZ;8,68E+12;SAĞLIK ECZANESİ;AMASYA MERKEZ -1;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;5;1;6;648;130;0
1.01.2026;SELÇUK ECZA DEPOSU;SELÇUK ERZURUM;8,68E+12;DEVA ECZANESİ;AGRI ILCELER;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;5;1;6;648;130;0
1.01.2026;ALLIANCE HEALTHCARE;AH KAYSERİ;8,68E+12;ERSİN ECZANESİ;SIVAS MERKEZ -2;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;30;15;45;3.890;1.945;0
1.01.2026;İSTANBUL ECZA KOOP;İSKOOP MERKEZ;8,68E+12;MURAT ECZANESİ;TOKAT TURHAL;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;12;3;15;1.556;389;0
1.01.2026;ALLIANCE HEALTHCARE;AH ORDU;8,68E+12;CEBECİ ECZANESİ;ORDU DOGU ILCELER;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;50;15;65;4.904;1.471;0
1.01.2026;SELÇUK ECZA DEPOSU;SELÇUK ERZURUM;8,68E+12;NEZİHE ECZANESİ;AGRI DIYADIN+D.BEYAZIT;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;5;1;6;648;130;0
1.01.2026;ALLIANCE HEALTHCARE;AH SAMSUN;8,68E+12;SANCAR ECZANESİ;SAMSUN DOGU ILCELER;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;30;15;45;3.890;1.945;0
1.01.2026;ALLIANCE HEALTHCARE;AH ORDU;8,68E+12;LOTUS ECZANESİ;ORDU DOGU ILCELER;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;3;0;3;220;0;0
1.01.2026;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;8,68E+12;ALEMDAR ECZANESİ;TRABZON MERKEZ -1;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;30;15;45;3.890;1.945;0
1.01.2026;SELÇUK ECZA DEPOSU;SELÇUK ERZURUM;8,68E+12;İREM ECZANESİ;ERZINCAN MERKEZ;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;5;1;6;648;130;0
1.01.2026;ALLIANCE HEALTHCARE;AH ERZURUM;8,68E+12;ÖRTÜLÜ ECZANESİ;ERZURUM KUZEY ILCELER;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;50;25;75;4.582;2.291;0
1.01.2026;İSTANBUL ECZA KOOP;İSKOOP MERKEZ;8,68E+12;YÜKSEL ECZANESİ;SINOP DOGU-BATI ILCELER;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;10;3;13;916;275;0
1.01.2026;ALLIANCE HEALTHCARE;AH SAMSUN;8,68E+12;İNAL ECZANESİ;CORUM GUNEYDOGU ILCELER;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;10;3;13;916;275;0
1.01.2026;SELÇUK ECZA DEPOSU;SELÇUK ERZURUM;8,68E+12;ENBİYA ECZANESİ;KARS MERKEZ;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;30;12;42;2.749;1.100;0
1.01.2026;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8,68E+12;ÖZLEM ECZANESİ;ORDU GUNEY ILCELER -1;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;2;0;2;146;0;0
1.01.2026;ALLIANCE HEALTHCARE;AH ORDU;8,68E+12;ÇAMAŞ ECZANESİ;ORDU GUNEY ILCELER -1;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;5;1;6;648;130;0
1.01.2026;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8,68E+12;ÖMER ECZANESİ;ORDU MERKEZ -2;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;5;0;5;366;0;0
1.01.2026;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8,68E+12;ÖMER ECZANESİ;ORDU MERKEZ -2;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;3;0;3;220;0;0
1.02.2026;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;8,68E+12;MARTI ECZANESİ;GIRESUN BULANCAK+PIRAZIZ;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;20;4;24;1.465;293;0
1.02.2026;SELÇUK ECZA DEPOSU;SELÇUK ERZURUM;8,68E+12;CAN ECZANESİ;ERZURUM KUZEY ILCELER;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;10;1;11;981;98;0
1.02.2026;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8,68E+12;ECEM ECZANESİ;SIVAS BATI ILCELER;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;2;0;2;196;0;0
1.02.2026;ALLIANCE HEALTHCARE;AH SAMSUN;8,68E+12;AYDINLAR ECZANESİ;AMASYA GOYNUCEK+TASOVA;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;10;1;11;981;98;0
1.02.2026;İSTANBUL ECZA KOOP;İSKOOP MERKEZ;8,68E+12;DERMAN ECZANESİ;AMASYA MERZIFON;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;10;1;11;981;98;0
1.02.2026;NEVZAT ECZA DEPOSU;NEVZAT SAMSUN;8,68E+12;MERKEZ ECZANESİ;CORUM KARGI+OSMANCIK;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;20;3;23;1.962;294;0
1.02.2026;NEVZAT ECZA DEPOSU;NEVZAT SAMSUN;8,68E+12;ŞAHİN ECZANESİ;CORUM MERKEZ -3;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;10;1;11;981;98;0
1.02.2026;ALLIANCE HEALTHCARE;AH SAMSUN;8,68E+12;FİKRİ KARTAL ECZANESİ;CORUM KUZEY ILCELER;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;2;0;2;196;0;0
1.02.2026;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8,68E+12;ODABAŞ ECZANESİ;CORUM MERKEZ -1;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;20;3;23;1.962;294;0
1.02.2026;SELÇUK ECZA DEPOSU;SELÇUK ERZURUM;8,68E+12;KARABAĞ ECZANESİ;KARS ILCELER;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;10;1;11;981;98;0
1.02.2026;ALLIANCE HEALTHCARE;AH SAMSUN;8,68E+12;ÖZTÜRK ECZANESİ;CORUM MERKEZ -1;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;20;3;23;1.962;294;0
1.02.2026;ALLIANCE HEALTHCARE;AH TRABZON;8,68E+12;ŞİFA ECZANESİ;TRABZON DOGU ILCELER - 2;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;5;0;5;490;0;0
1.02.2026;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8,68E+12;YENİ ECZANESİ;SAMSUN ALACAM+YAKAKENT;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;3;0;3;294;0;0
1.02.2026;ALLIANCE HEALTHCARE;AH SAMSUN;8,68E+12;HAVZA ŞİFA ECZANESİ;SAMSUN HAVZA+KAVAK+LADIK;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;10;1;11;981;98;0
1.02.2026;ALLIANCE HEALTHCARE;AH SAMSUN;8,68E+12;SÖĞÜTLÜ ECZANESİ;SAMSUN TERME;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;5;0;5;490;0;0
1.02.2026;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8,68E+12;MERVE ECZANESİ;SINOP DOGU-BATI ILCELER;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;2;0;2;196;0;0
1.02.2026;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;8,68E+12;UZUN ECZANESİ;ARTVIN KUZEY ILCELER;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;10;1;11;981;98;0
1.02.2026;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;8,68E+12;FURKAN BUCAN ECZANESİ;RIZE DOGU ILCELER;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;20;3;23;1.962;294;0
1.02.2026;SELÇUK ECZA DEPOSU;SELÇUK ERZURUM;8,68E+12;ÖZLEM ECZANESİ;AGRI ILCELER;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;3;0;3;294;0;0
1.02.2026;İSTANBUL ECZA KOOP;İSKOOP MERKEZ;8,68E+12;ŞAHİN ECZANESİ;AMASYA MERZIFON;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;20;3;23;1.962;294;0
1.02.2026;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;8,68E+12;DOĞA ECZANESİ;TRABZON DOGU ILCELER -1;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;2;0;2;196;0;0
1.02.2026;ALLIANCE HEALTHCARE;AH ERZURUM;8,68E+12;NUR ECZANESİ;AGRI ILCELER;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;1;0;1;98;0;0
1.02.2026;ALLIANCE HEALTHCARE;AH ERZURUM;8,68E+12;ILICA ECZANESİ;ERZURUM KUZEY ILCELER;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;5;0;5;366;0;0
1.02.2026;İSTANBUL ECZA KOOP;İSKOOP MERKEZ;8,68E+12;DERMAN ECZANESİ;AMASYA MERZIFON;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;10;1;11;732;73;0
1.02.2026;SELÇUK ECZA DEPOSU;SELÇUK ERZURUM;8,68E+12;YENİ BÖLGE ECZANESİ;ERZURUM MERKEZ -3;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;20;4;24;1.465;293;0
1.02.2026;SELÇUK ECZA DEPOSU;SELÇUK ERZURUM;8,68E+12;YENİ BÖLGE ECZANESİ;ERZURUM MERKEZ -3;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;20;4;24;1.465;293;0
1.02.2026;SELÇUK ECZA DEPOSU;SELÇUK ERZURUM;8,68E+12;YENİ BÖLGE ECZANESİ;ERZURUM MERKEZ -3;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;10;1;11;732;73;0
1.02.2026;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8,68E+12;KUBATLAR ECZANESİ;CORUM MERKEZ -2;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;40;8;48;2.929;586;0
1.02.2026;ALLIANCE HEALTHCARE;AH SAMSUN;8,68E+12;KARTAL ECZANESİ;CORUM MERKEZ -3;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;3;0;3;220;0;0
1.02.2026;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;8,68E+12;HALK ECZANESİ;ARTVIN KUZEY ILCELER;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;10;1;11;732;73;0
1.02.2026;ALLIANCE HEALTHCARE;AH SAMSUN;8,68E+12;DURU ECZANESİ;TOKAT MERKEZ -1;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;4;0;4;293;0;0
1.02.2026;ALLIANCE HEALTHCARE;AH TRABZON;8,68E+12;YAĞMUR ECZANESİ;TRABZON AKCAABAT;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;5;0;5;366;0;0
1.02.2026;ALLIANCE HEALTHCARE;AH TRABZON;8,68E+12;YAĞMUR ECZANESİ;TRABZON AKCAABAT;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;10;0;10;732;0;0
1.02.2026;ALLIANCE HEALTHCARE;AH TRABZON;8,68E+12;ZAMAN ECZANESİ;TRABZON MERKEZ -1;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;2;0;2;146;0;0
1.02.2026;ALLIANCE HEALTHCARE;AH TRABZON;8,68E+12;ZAMAN ECZANESİ;TRABZON MERKEZ -1;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;3;0;3;220;0;0
1.02.2026;ALLIANCE HEALTHCARE;AH TRABZON;8,68E+12;ZAMAN ECZANESİ;TRABZON MERKEZ -1;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;10;0;10;732;0;0
1.02.2026;NEVZAT ECZA DEPOSU;NEVZAT SAMSUN;8,68E+12;SARIER ECZANESİ;TOKAT MERKEZ -2;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;2;0;2;146;0;0
1.02.2026;ALLIANCE HEALTHCARE;AH SAMSUN;8,68E+12;YENİ ECZANESİ;SAMSUN ALACAM+YAKAKENT;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;5;0;5;366;0;0
1.02.2026;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;8,68E+12;FEYZA ECZANESİ;TRABZON DOGU ILCELER - 2;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;2;0;2;146;0;0
1.02.2026;SELÇUK ECZA DEPOSU;SELÇUK ERZURUM;8,68E+12;BİLGİNER ECZANESİ;ERZURUM MERKEZ -2;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;1;0;1;73;0;0
1.02.2026;ALLIANCE HEALTHCARE;AH SAMSUN;8,68E+12;SAĞLIK ECZANESİ;SAMSUN DOGU ILCELER;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;10;1;11;732;73;0
1.02.2026;ALLIANCE HEALTHCARE;AH KAYSERİ;8,68E+12;ŞİFA ECZANESİ;SIVAS GUNEY ILCELER;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;12;3;15;1.556;389;0
1.02.2026;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8,68E+12;ARZUM ECZANESİ;CORUM GUNEYBATI ILCELER;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;12;3;15;1.556;389;0
1.02.2026;NEVZAT ECZA DEPOSU;NEVZAT SAMSUN;8,68E+12;ÖZÇETİN ECZANESİ;CORUM MERKEZ -1;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;5;1;6;648;130;0
1.02.2026;ALLIANCE HEALTHCARE;AH TRABZON;8,68E+12;ZAMAN ECZANESİ;TRABZON MERKEZ -1;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;10;0;10;1.297;0;0
1.02.2026;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;8,68E+12;SEVGİ ECZANESİ;TRABZON MERKEZ -3;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;12;3;15;1.556;389;0
1.02.2026;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8,68E+12;SÖNMEZ ECZANESİ;TOKAT MERKEZ -1;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;5;1;6;648;130;0
1.02.2026;ALLIANCE HEALTHCARE;AH SAMSUN;8,68E+12;ÖZTÜRK ECZANESİ;TOKAT TURHAL;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;12;3;15;1.556;389;0
1.02.2026;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;8,68E+12;UZUN ECZANESİ;ARTVIN KUZEY ILCELER;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;5;1;6;648;130;0
1.02.2026;İSTANBUL ECZA KOOP;İSKOOP MERKEZ;8,68E+12;YAMAN ECZANESİ;SAMSUN DOGU ILCELER;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;5;1;6;648;130;0
1.02.2026;SELÇUK ECZA DEPOSU;SELÇUK ERZURUM;8,68E+12;ÇİĞDEM ECZANESİ;KARS ILCELER;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;12;3;15;1.556;389;0
1.02.2026;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8,68E+12;CAN ECZANESİ;SIVAS BATI ILCELER;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;30;12;42;2.749;1.100;0
1.02.2026;ALLIANCE HEALTHCARE;AH KAYSERİ;8,68E+12;EMİN ECZANESİ;SIVAS BATI ILCELER;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;4;0;4;367;0;0
1.02.2026;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8,68E+12;GOKSEL ECZANESİ;SINOP GUNEY ILCELER;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;10;3;13;916;275;0
1.02.2026;İSTANBUL ECZA KOOP;İSKOOP MERKEZ;8,68E+12;DERMAN ECZANESİ;AMASYA MERZIFON;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;10;3;13;916;275;0
1.02.2026;SELÇUK ECZA DEPOSU;SELÇUK ERZURUM;8,68E+12;ŞÜKRAN ECZANESİ;AGRI MERKEZ;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;10;3;13;916;275;0
1.02.2026;ALLIANCE HEALTHCARE;AH ERZURUM;8,68E+12;YILDIZ ECZANESİ;ERZURUM GUNEY ILCELER;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;10;3;13;916;275;0
1.02.2026;NEVZAT ECZA DEPOSU;NEVZAT SAMSUN;8,68E+12;MERKEZ ECZANESİ;CORUM KARGI+OSMANCIK;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;30;12;42;2.749;1.100;0
1.02.2026;NEVZAT ECZA DEPOSU;NEVZAT SAMSUN;8,68E+12;ŞAHİN ECZANESİ;CORUM MERKEZ -3;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;30;12;42;2.749;1.100;0
1.02.2026;NEVZAT ECZA DEPOSU;NEVZAT SAMSUN;8,68E+12;MACİTOĞLU ECZANESİ;CORUM MERKEZ -2;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;10;3;13;916;275;0
1.02.2026;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;8,68E+12;DOĞA ECZANESİ;TRABZON DOGU ILCELER - 2;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;30;12;42;2.749;1.100;0
1.02.2026;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;8,68E+12;ÜNİVERSİTE ECZANESİ;TRABZON MERKEZ -3;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;10;3;13;916;275;0
1.02.2026;NEVZAT ECZA DEPOSU;NEVZAT SAMSUN;8,68E+12;SABUNCU ECZANESİ;SAMSUN TERME;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;10;3;13;916;275;0
1.02.2026;ALLIANCE HEALTHCARE;AH ERZURUM;8,68E+12;SULTAN ECZANESİ;AGRI DIYADIN+D.BEYAZIT;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;30;12;42;2.749;1.100;0
