Tarih;Ana Depo;Depo;GLN;Kontak Adı;Kontak Brick;Ürün;Form;Satış Adet;Satış MF;Toplam Satış;Toplam Tutar;MF Tutar;İade
23.01.2026;NEVZAT ECZA DEPOSU;NEVZAT SAMSUN;8,68E+12;DENİZEVLERİ ECZANESİ;SAMSUN ATAKUM;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;10;1;11;981;98;0
23.01.2026;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;8,68E+12;SERPİL ECZANESİ;GIRESUN MERKEZ -2;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;20;3;23;1.962;294;0
23.01.2026;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;8,68E+12;AHSEN ECZANESİ;GIRESUN MERKEZ -2;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;20;3;23;1.962;294;0
23.01.2026;ALLIANCE HEALTHCARE;AH TRABZON;8,68E+12;SAĞLIK ECZANESİ;GUMUSHANE;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;50;15;65;4.904;1.471;0
23.01.2026;ALLIANCE HEALTHCARE;AH ORDU;8,68E+12;PINAR ECZANESİ;GIRESUN MERKEZ -2;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;20;3;23;1.962;294;0
23.01.2026;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8,68E+12;MERT ECZANESİ;SAMSUN ILKADIM - 2;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;20;3;23;1.962;294;0
23.01.2026;ALLIANCE HEALTHCARE;AH ERZURUM;8,68E+12;CADDE ECZANESİ;ERZURUM MERKEZ -3;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;2;0;2;196;0;0
23.01.2026;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8,68E+12;NEFES ECZANESİ;TOKAT MERKEZ -2;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;3;0;3;294;0;0
23.01.2026;NEVZAT ECZA DEPOSU;NEVZAT SAMSUN;8,68E+12;GÜNEY ECZANESİ;SAMSUN CANIK;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;2;0;2;196;0;0
23.01.2026;ALLIANCE HEALTHCARE;AH ERZURUM;8,68E+12;ZAFER ECZANESİ;ERZURUM MERKEZ -3;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;10;1;11;981;98;0
23.01.2026;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8,68E+12;SEVGİ ECZANESİ;SIVAS MERKEZ -4;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;2;0;2;196;0;0
23.01.2026;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8,68E+12;YENİ ÇİFTLİK ECZANESİ;SAMSUN HURRIYET+ZAFER;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;50;10;60;4.904;981;0
23.01.2026;İSTANBUL ECZA KOOP;İSKOOP MERKEZ;8,68E+12;HASKÖY MALKOÇ ECZANESİ;SAMSUN CANIK;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;20;3;23;1.962;294;0
23.01.2026;İSTANBUL ECZA KOOP;İSKOOP MERKEZ;8,68E+12;MURAT ECZANESİ;CORUM MERKEZ -1;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;50;10;60;4.904;981;0
23.01.2026;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;8,68E+12;İBRAHİM ECZANESİ;TRABZON MERKEZ -1;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;3;0;3;294;0;0
23.01.2026;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8,68E+12;TEMİZ ECZANESİ;TOKAT ERBAA;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;10;1;11;981;98;0
23.01.2026;ALLIANCE HEALTHCARE;AH TRABZON;8,68E+12;MERKEZ ECZANESİ;TRABZON DOGU ILCELER - 2;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;2;0;2;196;0;0
23.01.2026;ALLIANCE HEALTHCARE;AH TRABZON;8,68E+12;SOYLU ECZANESİ;GUMUSHANE;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;2;0;2;196;0;0
23.01.2026;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;8,68E+12;KEMERKAYA AKIN ECZANESİ;TRABZON MERKEZ -4;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;20;3;23;1.962;294;0
23.01.2026;ALLIANCE HEALTHCARE;AH SAMSUN;8,68E+12;NEFES ECZANESİ;CORUM MERKEZ -2;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;2;0;2;196;0;0
23.01.2026;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;8,68E+12;MÜKAFAT ECZANESİ;TRABZON AKCAABAT;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;10;1;11;981;98;0
23.01.2026;ALLIANCE HEALTHCARE;AH ERZURUM;8,68E+12;YONCA ECZANESİ;AGRI MERKEZ;ACİDPASS;Acidpass 10/800/165 mg 6 Çiğneme Tablet;10;1;11;604;60;0
23.01.2026;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;8,68E+12;KARADENİZ ECZANESİ;RIZE MERKEZ;ACİDPASS;Acidpass 10/800/165 mg 6 Çiğneme Tablet;3;0;3;181;0;0
23.01.2026;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;8,68E+12;SERPİL ECZANESİ;GIRESUN MERKEZ -2;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;20;4;24;1.465;293;0
23.01.2026;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8,68E+12;OKAN ECZANESİ;SAMSUN RASATHANE;ACİDPASS;Acidpass 10/800/165 mg 6 Çiğneme Tablet;2;0;2;121;0;0
23.01.2026;SELÇUK ECZA DEPOSU;SELÇUK ERZURUM;8,68E+12;EBRAR ECZANESİ;ERZURUM KUZEY ILCELER;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;10;1;11;732;73;0
23.01.2026;ALLIANCE HEALTHCARE;AH KAYSERİ;8,68E+12;SENA ECZANESİ;SIVAS DOGU ILCELER;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;2;0;2;146;0;0
23.01.2026;İSTANBUL ECZA KOOP;İSKOOP MERKEZ;8,68E+12;ERCAN ECZANESİ;AMASYA MERZIFON;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;10;1;11;732;73;0
23.01.2026;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;8,68E+12;TURNA ECZANESİ;ARTVIN KUZEY ILCELER;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;1;0;1;73;0;0
23.01.2026;ALLIANCE HEALTHCARE;AH ERZURUM;8,68E+12;DADAŞ ECZANESİ;ERZURUM MERKEZ -3;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;10;1;11;732;73;0
23.01.2026;SELÇUK ECZA DEPOSU;SELÇUK ERZURUM;8,68E+12;POLAT ECZANESİ;ERZURUM MERKEZ -2;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;3;0;3;220;0;0
23.01.2026;ALLIANCE HEALTHCARE;AH TRABZON;8,68E+12;GÜMÜŞHANE ECZANESİ;GUMUSHANE;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;10;1;11;732;73;0
23.01.2026;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8,68E+12;YAŞAM ECZANESİ;SINOP DOGU-BATI ILCELER;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;10;1;11;732;73;0
23.01.2026;ALLIANCE HEALTHCARE;AH SAMSUN;8,68E+12;SİTE ECZANESİ;SAMSUN RASATHANE;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;10;1;11;732;73;0
23.01.2026;ALLIANCE HEALTHCARE;AH SAMSUN;8,68E+12;ÖNCEL ECZANESİ;SINOP DOGU-BATI ILCELER;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;10;1;11;732;73;0
23.01.2026;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8,68E+12;DEĞİŞİM ECZANESİ;SAMSUN DOGU ILCELER - 2;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;3;0;3;220;0;0
23.01.2026;ALLIANCE HEALTHCARE;AH SAMSUN;8,68E+12;KARDELEN ECZANESİ;SAMSUN DOGU ILCELER - 2;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;1;0;1;73;0;0
23.01.2026;NEVZAT ECZA DEPOSU;NEVZAT SAMSUN;8,68E+12;ALTINKAYA ECZANESİ;SAMSUN BAFRA;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;3;0;3;220;0;0
23.01.2026;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8,68E+12;REİS ECZANESİ;SAMSUN ADALET;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;1;0;1;73;0;0
23.01.2026;ALLIANCE HEALTHCARE;AH SAMSUN;8,68E+12;REİS ECZANESİ;SAMSUN ADALET;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;2;0;2;146;0;0
23.01.2026;İSTANBUL ECZA KOOP;İSKOOP MERKEZ;8,68E+12;PARK ECZANESİ;SAMSUN ADALET;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;2;0;2;146;0;0
23.01.2026;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;8,68E+12;UMUT ECZANESİ;TRABZON AKCAABAT;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;100;50;150;7.323;3.662;0
23.01.2026;ALLIANCE HEALTHCARE;AH TRABZON;8,68E+12;ŞÜKRANİYE ECZANESİ;TRABZON MERKEZ -1;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;10;1;11;732;73;0
23.01.2026;NEVZAT ECZA DEPOSU;NEVZAT TRABZON;8,68E+12;ÇİĞDEM ECZANESİ;TRABZON BATI ILCELER - 2;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;10;1;11;732;73;0
23.01.2026;ALLIANCE HEALTHCARE;AH SAMSUN;8,68E+12;CERİTOĞLU ECZANESİ;TOKAT DOGU ILCELER;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;10;1;11;732;73;0
23.01.2026;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;8,68E+12;BAYRAKTAR ECZANESİ;RIZE BATI ILCELER;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;1;0;1;73;0;0
23.01.2026;ALLIANCE HEALTHCARE;AH ORDU;8,68E+12;DOKUZ EYLÜL ECZANESİ;ORDU UNYE;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;1;0;1;73;0;0
23.01.2026;NEVZAT ECZA DEPOSU;NEVZAT TRABZON;8,68E+12;ÇAKIROĞLU ECZANESİ;ORDU UNYE;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;1;0;1;73;0;0
23.01.2026;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;8,68E+12;SERPİL ECZANESİ;GIRESUN MERKEZ -2;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;30;10;40;3.890;1.297;0
23.01.2026;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8,68E+12;TİYALOĞLU ECZANESİ;ORDU UNYE;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;20;4;24;1.465;293;0
23.01.2026;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8,68E+12;TARHAN ECZANESİ;SAMSUN HURRIYET+ZAFER;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;2;0;2;146;0;0
23.01.2026;NEVZAT ECZA DEPOSU;NEVZAT SAMSUN;8,68E+12;HAYAT ECZANESİ;SAMSUN BAFRA;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;3;0;3;220;0;0
23.01.2026;ALLIANCE HEALTHCARE;AH ORDU;8,68E+12;SAFA ECZANESİ;ORDU UNYE;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;2;0;2;146;0;0
23.01.2026;ALLIANCE HEALTHCARE;AH TRABZON;8,68E+12;ARDA ECZANESİ;TRABZON MERKEZ -3;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;10;1;11;732;73;0
23.01.2026;ALLIANCE HEALTHCARE;AH TRABZON;8,68E+12;BİZİM ECZANESİ;TRABZON AKCAABAT;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;50;20;70;3.662;1.465;0
23.01.2026;ALLIANCE HEALTHCARE;AH ORDU;8,68E+12;DEFNE ECZANESİ;GIRESUN MERKEZ -2;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;10;3;13;916;275;0
23.01.2026;NEVZAT ECZA DEPOSU;NEVZAT SAMSUN;8,68E+12;HASKÖY NALAN ECZANESİ;SAMSUN CANIK;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;10;1;11;732;73;0
23.01.2026;NEVZAT ECZA DEPOSU;NEVZAT TRABZON;8,68E+12;ELİF ECZANESİ;TRABZON AKCAABAT;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;80;40;120;5.858;2.929;0
23.01.2026;NEVZAT ECZA DEPOSU;NEVZAT ERZURUM;8,68E+12;SAFA ECZANESİ;ERZURUM MERKEZ -3;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;10;1;11;732;73;0
23.01.2026;NEVZAT ECZA DEPOSU;NEVZAT SAMSUN;8,68E+12;KİTAPLI ECZANESİ;SAMSUN PAZAR;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;3;0;3;220;0;0
23.01.2026;NEVZAT ECZA DEPOSU;NEVZAT ERZURUM;8,68E+12;HASTANELER ECZANESİ;ERZURUM MERKEZ -1;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;-20;-4;-24;-1.465;-293;-4
23.01.2026;NEVZAT ECZA DEPOSU;NEVZAT ERZURUM;8,68E+12;HUZUR ECZANESİ;ERZURUM MERKEZ -3;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;5;0;5;366;0;0
23.01.2026;ALLIANCE HEALTHCARE;AH ERZURUM;8,68E+12;ERTUĞRULGAZİ ECZANESİ;ERZURUM MERKEZ -3;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;5;0;5;366;0;0
23.01.2026;ALLIANCE HEALTHCARE;AH SAMSUN;8,68E+12;ÇELİK ECZANESİ;SAMSUN DOGU ILCELER;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;1;0;1;73;0;0
23.01.2026;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8,68E+12;CAN ECZANESİ;ORDU BATI ILCELER;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;50;25;75;6.483;3.241;0
23.01.2026;İSTANBUL ECZA KOOP;İSKOOP MERKEZ;8,68E+12;ALTINAY ECZANESİ;SAMSUN RASATHANE;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;1;0;1;73;0;0
23.01.2026;ALLIANCE HEALTHCARE;AH TRABZON;8,68E+12;MERKEZ ECZANESİ;TRABZON MERKEZ -1;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;2;0;2;146;0;0
23.01.2026;SELÇUK ECZA DEPOSU;SELÇUK ERZURUM;8,68E+12;EMEK ECZANESİ;AGRI ILCELER;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;1;0;1;73;0;0
23.01.2026;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;8,68E+12;MERVE ECZANESİ;TRABZON DOGU ILCELER - 2;GRİPORT COLD;Griport Cold 20 Film Kaplı Tablet;10;1;11;732;73;0
23.01.2026;ALLIANCE HEALTHCARE;AH ORDU;8,68E+12;GÜCE ECZANESİ;GIRESUN DOGU ILCELER -1;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;12;3;15;1.556;389;0
23.01.2026;ALLIANCE HEALTHCARE;AH KAYSERİ;8,68E+12;ANADOLU ECZANESİ;SIVAS GUNEY ILCELER;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;30;10;40;3.890;1.297;0
23.01.2026;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8,68E+12;ECEM ECZANESİ;SIVAS BATI ILCELER;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;5;1;6;648;130;0
23.01.2026;ALLIANCE HEALTHCARE;AH KAYSERİ;8,68E+12;SELEN ECZANESİ;SIVAS GUNEY ILCELER;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;30;10;40;3.890;1.297;0
23.01.2026;SELÇUK ECZA DEPOSU;SELÇUK ERZURUM;8,68E+12;ARDAHAN YOLAÇAN ECZANESİ;ARDAHAN;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;12;3;15;1.556;389;0
23.01.2026;İSTANBUL ECZA KOOP;İSKOOP MERKEZ;8,68E+12;CANSARAN ECZANESİ;AMASYA MERKEZ -2;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;1;0;1;130;0;0
23.01.2026;İSTANBUL ECZA KOOP;İSKOOP MERKEZ;8,68E+12;ESRA ECZANESİ;AMASYA ILCELER;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;5;1;6;648;130;0
23.01.2026;ALLIANCE HEALTHCARE;AH ERZURUM;8,68E+12;EGE ECZANESİ;AGRI DIYADIN+D.BEYAZIT;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;30;10;40;3.890;1.297;0
23.01.2026;ALLIANCE HEALTHCARE;AH SAMSUN;8,68E+12;SERKAN ECZANESİ;CORUM MERKEZ -2;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;12;3;15;1.556;389;0
23.01.2026;NEVZAT ECZA DEPOSU;NEVZAT SAMSUN;8,68E+12;YASEMİN ECZANESİ;SAMSUN BAFRA;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;30;10;40;3.890;1.297;0
23.01.2026;NEVZAT ECZA DEPOSU;NEVZAT SAMSUN;8,68E+12;ÇEVRE ECZANESİ;SAMSUN HURRIYET+ZAFER;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;5;1;6;648;130;0
23.01.2026;ALLIANCE HEALTHCARE;AH SAMSUN;8,68E+12;PELİN ECZANESİ;SAMSUN VEZIRKOPRU;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;12;3;15;1.556;389;0
23.01.2026;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8,68E+12;YADİGAR ECZANESİ;SAMSUN RASATHANE;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;5;1;6;648;130;0
23.01.2026;ALLIANCE HEALTHCARE;AH SAMSUN;8,68E+12;BARAN ECZANESİ;SAMSUN VEZIRKOPRU;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;5;1;6;648;130;0
23.01.2026;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;8,68E+12;ARDEŞEN ECZANESİ;RIZE DOGU ILCELER;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;30;15;45;3.890;1.945;0
23.01.2026;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;8,68E+12;ÇAĞLAR ECZANESİ;TRABZON BATI ILCELER - 2;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;30;10;40;3.890;1.297;0
23.01.2026;ALLIANCE HEALTHCARE;AH TRABZON;8,68E+12;BAŞAK ECZANESİ;TRABZON AKCAABAT;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;30;10;40;3.890;1.297;0
23.01.2026;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;8,68E+12;PINAR ECZANESİ;TRABZON DUZKOY+MACKA;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;60;30;90;7.779;3.890;0
23.01.2026;ALLIANCE HEALTHCARE;AH SAMSUN;8,68E+12;ÖZEN ECZANESİ;TOKAT MERKEZ -2;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;5;1;6;648;130;0
23.01.2026;ALLIANCE HEALTHCARE;AH ORDU;8,68E+12;MEMLEKET ECZANESİ;ORDU BATI ILCELER;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;4;0;4;367;0;0
23.01.2026;ALLIANCE HEALTHCARE;AH ERZURUM;8,68E+12;KAYAKYOLU ECZANESİ;ERZURUM MERKEZ -3;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;5;1;6;648;130;0
23.01.2026;İSTANBUL ECZA KOOP;İSKOOP MERKEZ;8,68E+12;DURUŞEHİR ECZANESİ;SAMSUN ADALET;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;30;10;40;3.890;1.297;0
23.01.2026;ALLIANCE HEALTHCARE;AH SAMSUN;8,68E+12;AKPINAR ECZANESİ;SAMSUN HAVZA+KAVAK+LADIK;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;20;5;25;2.593;648;0
23.01.2026;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8,68E+12;IRMAK ECZANESİ;ORDU DOGU ILCELER;ACİDPASS;Acidpass 10/800/165 mg 12 Çiğneme Tablet;2;0;2;196;0;0
23.01.2026;ALLIANCE HEALTHCARE;AH TRABZON;8,68E+12;NUR ECZANESİ;TRABZON MERKEZ -4;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;5;1;6;648;130;0
23.01.2026;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8,68E+12;HATİPOĞLU ECZANESİ;AMASYA ILCELER;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;5;1;6;648;130;0
23.01.2026;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;8,68E+12;İBNİ SİNA ECZANESİ;RIZE MERKEZ;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;5;1;6;648;130;0
23.01.2026;SELÇUK ECZA DEPOSU;SELÇUK ERZURUM;8,68E+12;ŞÜKRÜPAŞA ECZANESİ;ERZURUM MERKEZ -1;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;5;1;6;648;130;0
23.01.2026;ALLIANCE HEALTHCARE;AH SAMSUN;8,68E+12;ESENTEPE ECZANESİ;SAMSUN VEZIRKOPRU;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;2;0;2;259;0;0
23.01.2026;ALLIANCE HEALTHCARE;AH SAMSUN;8,68E+12;AYÇAM ECZANESİ;CORUM MERKEZ -3;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;30;10;40;3.890;1.297;0
23.01.2026;ALLIANCE HEALTHCARE;AH SAMSUN;8,68E+12;ASRIN ECZANESİ;TOKAT ERBAA;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;12;3;15;1.556;389;0
23.01.2026;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8,68E+12;SÜNBÜLCÜ ECZANESİ;CORUM MERKEZ -3;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;5;1;6;648;130;0
23.01.2026;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;8,68E+12;GÜNEŞ ECZANESİ;RIZE BATI ILCELER;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;30;10;40;3.890;1.297;0
23.01.2026;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;8,68E+12;KEMERKAYA AKIN ECZANESİ;TRABZON MERKEZ -4;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;5;1;6;648;130;0
23.01.2026;ALLIANCE HEALTHCARE;AH ORDU;8,68E+12;LOTUS ECZANESİ;ORDU DOGU ILCELER;MOKSEFEN;Moksefen 400 mg 7 Film Tablet;12;3;15;1.556;389;0
23.01.2026;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8,68E+12;BEKTAŞ ECZANESİ;SAMSUN ULUGAZI;PANOCER;Panocer 40 mg 14 Enterik Kaplı Tablet;1;0;1;70;0;0
23.01.2026;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8,68E+12;ÇAĞLA ECZANESİ;ORDU DOGU ILCELER;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;30;12;42;2.749;1.100;0
23.01.2026;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;8,68E+12;YILMAZ ECZANESİ;GIRESUN DOGU ILCELER -1;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;10;3;13;916;275;0
23.01.2026;SELÇUK ECZA DEPOSU;SELÇUK TRABZON;8,68E+12;DİLEK ECZANESİ;GIRESUN DOGU ILCELER -1;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;10;3;13;916;275;0
23.01.2026;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8,68E+12;GOKSEL ECZANESİ;SINOP GUNEY ILCELER;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;2;0;2;183;0;0
23.01.2026;İSTANBUL ECZA KOOP;İSKOOP MERKEZ;8,68E+12;SARAÇOĞLU ECZANESİ;AMASYA MERKEZ -2;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;10;3;13;916;275;0
23.01.2026;İSTANBUL ECZA KOOP;İSKOOP MERKEZ;8,68E+12;GÜNGÖR ECZANESİ;AMASYA MERKEZ -2;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;5;0;5;458;0;0
23.01.2026;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8,68E+12;GAZİ ECZANESİ;CORUM MERKEZ -1;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;10;3;13;916;275;0
23.01.2026;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8,68E+12;ŞİFA ECZANESİ;CORUM MERKEZ -3;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;-100;-60;-160;-9.164;-5.498;-60
23.01.2026;ALLIANCE HEALTHCARE;AH ERZURUM;8,68E+12;YILDIZ ECZANESİ;ERZURUM GUNEY ILCELER;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;10;3;13;916;275;0
23.01.2026;NEVZAT ECZA DEPOSU;NEVZAT ERZURUM;8,68E+12;ŞİFA ECZANESİ;KARS ILCELER;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;30;12;42;2.749;1.100;0
23.01.2026;NEVZAT ECZA DEPOSU;NEVZAT ERZURUM;8,68E+12;KAFKAS ECZANESİ;KARS MERKEZ;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;10;3;13;916;275;0
23.01.2026;SELÇUK ECZA DEPOSU;SELÇUK SAMSUN;8,68E+12;GAZİ ECZANESİ;SAMSUN HURRIYET+ZAFER;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;10;3;13;916;275;0
23.01.2026;ALLIANCE HEALTHCARE;AH SAMSUN;8,68E+12;BOLAT ECZANESİ;SAMSUN ATAKENT+19 MAYIS;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;10;3;13;916;275;0
23.01.2026;ALLIANCE HEALTHCARE;AH SAMSUN;8,68E+12;PELİN ECZANESİ;SAMSUN VEZIRKOPRU;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;165;135;300;15.121;12.372;0
23.01.2026;ALLIANCE HEALTHCARE;AH SAMSUN;8,68E+12;BARAN ECZANESİ;SAMSUN VEZIRKOPRU;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;30;12;42;2.749;1.100;0
23.01.2026;İSTANBUL ECZA KOOP;İSKOOP MERKEZ;8,68E+12;SUNGURLU ECZANESİ;SAMSUN DOGU ILCELER - 2;PANOCER;Panocer 40 mg 28 Enterik Kaplı Tablet;10;3;13;916;275;0
